DOI,Country Code,Institutions
10.1103/PhysRevA.93.012109,FR,"PSL Reseach Univ,Univ Paris Diderot,Sorbonne Univ,INRIA Paris Rocquencourt"
10.1088/1402-4896/ad468f,CN,Inner Mongolia Univ Sci & Technol
10.1088/1674-1056/23/5/054206,CN,Huazhong Univ Sci & Technol
10.1103/PhysRevLett.113.093602,"ES,SE","Univ Basque Country,Chalmers Univ Technol,Basque Fdn Sci"
10.1088/1674-1056/24/11/110304,CN,"Zhejiang Univ,Zhejiang Univ Technol"
10.1103/PhysRevApplied.21.024030,US,Lab Phys Sci
10.1103/PhysRevB.99.220504,"DK,NL","Delft Univ Technol,Univ Copenhagen,Microsoft Quantum Lab Delft"
10.1103/PhysRevApplied.11.044048,US,"NIST,Univ Colorado,Yale Univ"
10.1007/s11128-018-1913-y,"CN,PK,SA","Tianjin Polytech Univ,King Abdulaziz Univ,Beijing Normal Univ,Quaid I Azam Univ,Univ Sci & Technol Beijing"
10.1103/PhysRevB.106.224511,"IT,US","Ames Natl Lab,Iowa State Univ,Politecn Torino,Ist Nazl Fis Nucl,Rigetti Comp,Northwestern Univ,Louisiana State Univ"
10.1103/PhysRevApplied.21.014052,"DK,NL,GB","Delft Univ Technol,Univ Copenhagen"
10.1103/PhysRevApplied.19.034024,CA,Univ British Columbia
10.22331/q-2021-06-01-464,"DE,HU,PL","Polish Acad Sci,Max Planck Inst Quantum Opt,Wigner Res Ctr Phys,BME MTA Lendblet Quantum Informat Theory Res Grp,Budapest Univ Technol & Econ"
10.1103/PhysRevLett.106.257002,US,Univ Calif
10.1021/acs.nanolett.3c00959,US,Ohio State Univ
10.1016/j.aop.2014.04.008,CN,"Dalian Nationalities Univ,Beijing Computat Sci Res Ctr CSRC,Dalian Univ Technol"
10.1021/acs.nanolett.9b03886,US,"Cornell Univ,Univ Chicago"
10.1038/nature19843,"IL,ES,US,GB","Weizmann Inst Sci,CSIC,Barcelona Inst Sci & Technol,Univ Manchester,MIT,Columbia Univ"
10.1103/PhysRevB.109.024417,US,"Penn State Univ,Princeton Univ,Univ Massachusetts,Stanford Univ"
10.1557/mrs.2013.229,US,"MIT,SLAC Natl Accelerator Lab"
10.1103/PhysRevA.96.053809,CN,"Huazhong Univ Sci & Technol,Zhejiang Univ"
10.1002/adfm.202401365,US,"Northwestern Univ,NIST,Colorado Sch Mines,Rigetti Comp,Univ Oregon,Louisiana State Univ,Univ Colorado"
10.1016/j.aop.2014.09.011,"AT,FR,CH,US","Austrian Acad Sci,Univ Bern,Univ Strasbourg,CNRS,NIST Univ Maryland,Univ Maryland,Inst Atom & Subat Phys,Univ Innsbruck"
10.1109/TASC.2010.2090330,US,"Lab Phys Sci,Univ Maryland"
10.1103/PhysRevB.109.064518,CN,"Hubei Univ Automot Technol,Wuhan Univ"
10.1038/NPHYS1811,"FR,ES","CEA,Univ Paris 07,Univ Paris 11,CEA Saclay,Univ Autonoma Madrid"
10.1103/PhysRevApplied.20.014003,IT,Ist Nazl Fis Nucleare INFN Sez Pisa
10.1038/s42005-024-01531-x,"DK,CH,US","Univ Basel,Univ Copenhagen,Purdue Univ,Louisiana State Univ"
10.1063/1.4935541,US,Yale Univ
10.1038/s41598-023-39032-6,US,MIT Lincoln Lab
10.1038/NPHYS3240,"BE,BR,FR,ES","Univ Paris 06,CNRS,ESPCI ParisTech,Univ Autonoma Madrid,Univ Fed Ceara,Univ Antwerp"
10.1021/acsaelm.4c01268,SG,"ASTAR,Nanyang Technol Univ,Natl Univ Singapore"
10.1038/s41467-021-23076-1,"CN,IT,KR,US,GB","ShanghaiTech Univ,Univ Oxford,ShanghaiTech Lab Topol Phys,Univ Chinese Acad Sci,Chinese Acad Sci,Peking Univ,China Jiliang Univ,Nanjing Univ,Collaborat Innovat Ctr Adv Microstruct,Tsinghua Univ,Lawrence Berkeley Natl Lab,SLAC Natl Accelerator Lab,Elettra Sincrotrone Trieste,Diamond Light Source,Gyeongsang Natl Univ,Univ Calif Berkeley,MIT,Frontier Sci Ctr Quantum Informat"
10.1063/1.5138953,US,Yale Univ
10.1063/5.0060370,US,"Univ Colorado,NIST,Rigetti Comp,Maryland"
10.1063/1.4981904,GB,"Univ Lancaster,Univ Manchester,Oxford Instruments NanoSci"
10.1038/ncomms3380,DE,Univ Tubingen
10.1126/sciadv.ado4032,"FI,PL","Polish Acad Sci,Aalto Univ"
10.1103/PhysRevApplied.20.024031,US,"Ames Natl Lab,Iowa State Univ,Rigetti Comp,Louisiana State Univ"
10.1103/PhysRevC.108.024313,"DE,US","Univ Bielefeld,GSI Helmholtzzentrum Schwerionenforsch,Univ Washington,Inst Nucl Theory"
10.1007/s10701-014-9861-6,CN,Huazhong Univ Sci & Technol
10.1103/PhysRevLett.111.110504,"AT,DE","Austrian Acad Sci,TU Wien,Univ Ulm,Univ Innsbruck"
10.1016/j.physa.2016.07.051,CN,Dalian Univ Technol
10.1088/1612-2011/12/3/035201,LT,Vilnius Univ
10.1007/s10909-019-02306-3,GB,Univ Cambridge
10.1016/j.apsusc.2014.05.219,SK,"Comenius Univ,Slovak Acad Sci"
10.1038/s41598-017-11670-7,"NO,SE","Royal Inst Technol,Univ Agder,Stockholm Univ"
10.1007/s11433-021-1842-9,CN,South China Normal Univ
10.1103/PhysRevB.104.205122,CN,"Chinese Acad Sci,Univ Chinese Acad Sci,Songshan Lake Mat Lab"
10.1088/2058-9565/ad1ecf,"CA,CH,US","Univ Waterloo,MIT,Dartmouth Coll,Univ Southern Calif,Swiss Fed Inst Technol"
10.1103/PRXQuantum.4.030324,US,Yale Univ
10.1103/PhysRevA.83.041801,US,"Univ Massachusetts,Louisiana State Univ"
10.1063/1.4807015,US,Yale Univ
10.1103/PhysRevApplied.15.014023,AU,Univ Melbourne
10.1038/s41567-022-01844-0,"FI,FR,DE","Univ Grenoble Alpes,Univ Konstanz,Aalto Univ"
10.1002/qute.202300138,KR,Univ Seoul
10.1140/epjp/s13360-024-05473-9,"AF,IR","Yazd Univ,Nimruz Univ"
10.1103/PhysRevA.99.022323,"DE,CH","Forschungszentrum Julich,Rhein Westfal TH Aachen,IBM Res Zurich,Swiss Fed Inst Technol,Pfenning Meinig & Partner mbB"
10.1038/s41567-024-02661-3,US,MIT
10.1103/PhysRevApplied.17.034032,"AT,DE","Univ Cologne,Forschungszentrum Julich,IST Austria"
10.1103/PhysRevB.97.224515,US,Univ Wisconsin
10.1038/ncomms6836,"DE,US","Yale Univ,Forschungszentrum Julich"
10.1038/s41534-020-00348-0,"AU,ES,SE","Chalmers Univ Technol,Univ Valencia,RMIT Univ"
10.1038/s41565-020-00814-y,"BR,FR,GB","Univ Grenoble Alpes,Univ Lyon,Univ Estadual Campinas,Univ Nottingham"
10.1063/5.0102092,US,"Univ Calif Berkeley,Lawrence Berkeley Natl Lab"
10.1088/1361-6668/ad44e1,CN,"Tsinghua Univ,Beijing Natl Res Ctr Informat Sci & Technol,Beijing Innovat Ctr Future Chips"
10.1103/PhysRevApplied.7.024028,US,"Nat Inst Stand & Technol,Raytheon BBN Technol"
10.1038/s42005-022-01017-8,"DK,IT,ES","Inst Nanociencia & Mat Aragon CSIC UNIZAR,Univ Zaragoza,Ctr Astrobiol CSIC INTA,Univ Copenhagen,Univ Parma,UdR Parma,INFN,IMDEA Nanociencia"
10.1038/NMAT2781,"JP,US","IBM Almaden Res Ctr,Tohoku Univ,Japan Sci & Technol Agcy,Japan Atom Energy Agcy"
10.1038/s41467-023-39249-z,"SE,US,GB","Royal Holloway Univ London,Chalmers Univ Technol,Google Res,Natl Phys Lab"
10.1103/PhysRevB.84.085121,CA,"Univ British Columbia,Canadian Inst Adv Res"
10.1116/6.0002965,"NL,US,GB","CALTECH,Pasadena City Coll,Oxford Instruments Plasma Technol,Eindhoven Univ Technol"
10.1142/S0217979213500562,CN,"Jiangxi Normal Univ,Key Lab Photoelectron & Telecommun Jiangxi Prov"
10.1103/PhysRevB.84.184528,"IT,US","Scuola Normale Super Pisa,Ist NanoSci CNR,Politecn Torino,Rutgers State Univ,Univ Texas Austin"
10.1103/PhysRevA.84.012329,CN,"Huazhong Univ Sci & Technol,Peking Univ"
10.1016/j.physb.2015.03.003,LT,Vilnius Univ
10.1140/epjd/e2020-10049-0,IR,Yazd Univ
10.1038/s41534-021-00382-6,"CA,US","Harvard Univ,MIT,Univ Toronto,Vector Inst Artificial Intelligence,Canadian Inst Adv Res CIFAR Lebov"
10.1103/PhysRevLett.117.123603,US,Yale Univ
10.1007/s11128-011-0285-3,CN,S China Normal Univ
10.1063/5.0029855,US,"Univ Colorado,NIST,Univ Calif Santa Barbara"
10.1088/1054-660X/24/11/115203,LT,Vilnius State Univ
10.1103/PhysRevX.6.031036,US,Yale Univ
10.1088/0256-307X/41/3/038502,CN,"Tsinghua Univ,Beijing Acad Quantum Informat Sci,Frontier Sci Ctr Quantum Informat,Hefei Natl Lab,Southern Univ Sci & Technol"
10.1103/PhysRevB.89.224510,GB,"Univ Oxford All Souls Coll,Rudolf Peirels Ctr Theoret Phys"
10.1038/s41598-018-24449-1,"FI,US,GB","Aalto Univ,NIST,VTT Tech Res Ctr Finland Ltd,Univ Oulu,Loughborough Univ,Brown Univ"
10.1103/PhysRevB.87.064506,"DE,TR,US","CALTECH,Univ Calif Riverside,Sabanci Univ,Rhein Westfal TH Aachen"
10.1038/ncomms5119,"FR,RU,US,GB","Natl Phys Lab,Univ London,Univ Paris 06,Univ Paris 07,Rutgers State Univ,Inst Microelect Technol & High Pur Mat"
10.1103/PhysRevB.84.060501,"AU,DE,SE","Karlsruhe Inst Technol,RMIT Univ,Chalmers Univ Technol,DFG Ctr Funct Nanostruct CFN"
10.1103/PhysRevMaterials.7.L063201,US,"FNAL,Cornell Univ"
10.1088/1367-2630/aca87e,CN,"Xi An Jiao Tong Univ,North China Univ Water Resources & Elect Power"
10.1103/PhysRevB.95.235305,"DK,DE,IL,US","Microsoft Res,Univ Calif Santa Barbara,CALTECH,Univ Copenhagen,Heinrich Heine Univ,Weizmann Inst Sci"
10.1103/PhysRevLett.125.147702,"BR,CA","Univ Victoria,Univ Fed Rural Rio de Janeiro"
10.1103/PhysRevA.92.020301,"CN,DK,FR,JP","CEA Saclay,Aarhus Univ,Chinese Univ Hong Kong,Chinese Acad Sci,Tokyo Gas Co Ltd,Univ Tsukuba,Japan Atom Energy Agcy,Univ Paris 11,ENS Cachan"
10.1103/PhysRevLett.105.140501,"US,GB","Yale Univ,Univ Oxford,Univ Calif Santa Barbara"
10.1103/PhysRevMaterials.7.086201,CN,"Tsinghua Univ,Beijing Acad Quantum Informat Sci,Chinese Acad Sci,Hefei Natl Lab,Frontier Sci Ctr Quantum Informat,Southern Univ Sci & Technol"
10.1103/PhysRevLett.109.147205,"DE,ES","Max Planck Inst Quantum Opt,Univ Autonoma Barcelona"
10.1088/1674-1056/24/6/064207,CN,Univ Sci & Technol China
10.1038/s41467-023-36799-0,"AU,US","CALTECH,Univ Sydney"
10.1038/NPHYS4150,"DK,NL,US,GB","Delft Univ Technol,Yale Univ,Univ Copenhagen"
10.1038/nature12315,FR,CEA Saclay
10.1109/TASC.2016.2519891,DE,Karlsruhe Inst Technol
10.1063/1.5051042,CA,Univ Alberta
10.1364/OPTICA.416264,CN,"Chinese Acad Sci,Univ Chinese Acad Sci,Fuzhou Univ"
10.1007/s10909-024-03093-2,RU,"HSE Univ,Russian Quantum Ctr,Landau Inst Theoret Phys"
10.1063/5.0203515,FI,"VTT Tech Res Ctr Finland Ltd,Aalto Univ"
10.1063/5.0152552,US,SeeQC Inc
10.22331/q-2023-09-25-1118,US,Stanford Univ
10.1038/NPHYS3342,NL,Delft Univ Technol
10.1088/1361-6668/ab6179,"SE,GB","Chalmers Univ Technol,Natl Phys Lab"
10.1103/PRXQuantum.5.010330,US,Univ Calif Santa Barbara
10.1103/PhysRevB.100.134505,"FI,DE,US","Aalto Univ,Bayer Akad Wissensch,NIST,VTT Tech Res Ctr Finland Ltd,Univ Oulu"
10.1038/NPHYS1911,US,Univ Illinois
10.1021/acsanm.0c02937,"JP,GB","Univ Electrocommun,Yamagata Univ"
10.1103/PhysRevApplied.15.064013,JP,"Tokyo Univ Sci,RIKEN"
10.1063/1.4789310,"CN,US","Amer Phys Soc,SUNY Stony Brook,NIST,Tsinghua Univ"
10.1038/s41534-022-00590-8,"CA,US","Univ Waterloo,Northrop Grumman Corp,MIT,Univ Southern Calif,Lawrence Livermore Natl Lab"
10.1103/PhysRevB.99.035312,"CN,US","Univ Maryland,Univ Chinese Acad Sci"
10.1109/TASC.2023.3263807,"DE,IT,GB","INFN,Univ Modena & Reggio Emila,Inst Nanosci CNR NANO Modena,Inst Nanosci CNR NANO,Loughborough Univ,Italys Natl Metrol Inst,CNR,Ruhr Univ Bochum,Leibniz Inst Photon Technol,Univ Campania L Vanvitelli,Karlsruhe Inst Technol"
10.1088/2058-9565/abe279,US,Univ Calif Los Angeles
10.1038/s41467-024-50173-8,"CA,JP,CH,US,GB","Univ Calif Berkeley,Lawrence Berkeley Natl Lab,Pacific Northwest Natl Lab,Argonne Natl Lab,Univ Chicago,Univ Massachusetts Amherst,Queens Univ,TRIUMF,Florida State Univ,Natl High Magnet Field Lab,Univ Toronto,SLAC Natl Accelerator Lab,Texas A&M Univ,Northwestern Univ,Univ Zurich,High Energy Accelerator Res Org KEK,Univ Michigan"
10.1103/PhysRevB.91.174305,"JP,GB",Nagoya Univ
10.1002/advs.202300921,"US,GB","Princeton Univ,Brookhaven Natl Lab,NIST"
10.1038/s41467-024-54389-6,"AR,DE,IL,NL","Berg Univ Wuppertal,Leibniz Inst Solid State & Mat Res IFW Dresden,CNEA CONICET,Univ Nacl Cuyo,Bar Ilan Univ,Tech Univ Dresden,Univ Amsterdam"
10.1038/s41467-022-29634-5,"CN,DK,SI,GB","Univ Copenhagen,Univ Chinese Acad Sci,Jozef Stefan Inst,Univ Ljubljana"
10.1038/s41598-022-20172-0,"JP,GB","Natl Inst Adv Ind Sci & Technol,Fujitsu Res,Yokohama Natl Univ"
10.1103/PhysRevB.83.064508,US,Los Alamos Natl Lab
10.1038/s41467-024-53077-9,"CN,US","ZJU Hangzhou Global Sci & Technol Innovat Ctr,Zhejiang Key Lab Micronano Quantum Chips & Quantum,Tsinghua Univ,Hefei Natl Lab,NIST,Univ Maryland,QuEra Comp Inc,Colorado Sch Mines,Harvard Univ,Iowa State Univ,Ames Natl Lab,Harvard Smithsonian Ctr Astrophys,Shanghai Qi Zhi Inst"
10.1063/5.0219991,US,Natl Inst Stand & Technol
10.1007/s11433-015-5660-0,US,Univ Calif
10.1103/PhysRevA.99.053421,"AT,MY,SG","Natl Univ Singapore,Nanyang Technol Univ,Atominst TU Wien,Univ Teknol Malaysia"
10.1103/PhysRevB.104.035427,US,Univ Texas Dallas
10.1016/j.physa.2021.126852,IN,"Natl Inst Technol,SASTRA Deemed Univ"
10.1063/1.4952721,"JP,GB","Keio Univ,Natl Inst Mat Sci,Gunma Univ,JST PRESTO"
10.1103/PhysRevApplied.13.054079,US,MIT
10.1103/PhysRevA.85.020302,US,"Univ Maryland,Stanford Univ"
10.1088/0031-8949/83/05/055003,TR,Abant Izzet Baysal Univ
10.1021/acsanm.3c05111,US,"Sandia Natl Labs,William & Mary,Lawrence Livermore Natl Lab"
10.1063/1.3443716,US,Univ Calif Berkeley
10.1007/s11128-015-1185-8,CN,"S China Normal Univ,Anhui Xinhua Univ,Nanjing Univ,Univ Elect Sci & Technol China,West Anhui Univ"
10.1109/TASC.2024.3355024,DE,"Leibniz Inst Photon Technol,FLUXONICS eV,Supracon AG,Tech Univ Ilmenau,CiS Forschungsinst Mikrosensor GmbH"
10.1088/1367-2630/ab52d7,ES,"Univ Zaragoza,Fdn ARAID"
10.1007/s11433-018-9298-3,CN,Nanjing Univ
10.1103/PhysRevA.100.022124,SG,"Natl Univ Singapore,Nanyang Technol Univ"
10.1063/5.0189597,US,"NYU,Cornell Univ,DEVCOM Army Res Lab"
10.1103/PhysRevA.88.043806,"CA,CH","Univ Sherbrooke,Univ Calgary,ETH"
10.1038/s41534-022-00521-7,CN,Nanjing Univ
10.1088/0953-2048/26/3/035004,IT,"CNR,Univ Naples Federico II,Univ Politecn Marche,Portici Res Ctr"
10.1103/PhysRevApplied.18.064003,NL,"Delft Univ Technol,SRON Netherlands Inst Space Res"
10.1126/sciadv.aao0043,"BE,SI,CH","Jozef Stefan Inst,Ctr Excellence Nanosci & Nanotechnol Nanoctr,Univ Antwerp,Jozef Stefan Int,Univ Ljubljana,Ecole Polytech Fed Lausanne"
10.1109/TASC.2010.2089403,US,"Univ Colorado,Natl Inst Stand & Technol"
10.1103/PhysRevLett.106.060401,"CN,JP,US","Univ Calif Santa Barbara,Zhejiang Univ,NEC Corp Ltd"
10.1063/1.4977194,US,"Lawrence Livermore Natl Lab,San Francisco State Univ"
10.1103/PhysRevA.100.012343,CN,Hangzhou Normal Univ
10.1038/s41534-018-0078-y,"FI,RU,CH","Aalto Univ,Swiss Fed Inst Technol,Moscow Inst Phys & Technol,LD Landau Inst Theoret Phys RAS"
10.1103/PhysRevA.99.052316,CH,"Ecole Polytech Fed Lausanne,IBM Res GmbH,Swiss Fed Inst Technol"
10.1103/PhysRevApplied.16.064041,JP,"Tokyo Univ Sci,RIKEN"
10.1088/1367-2630/14/5/055005,AT,"Austrian Acad Sci,Univ Innsbruck"
10.1103/PhysRevApplied.14.064038,"DK,NL,US","Delft Univ Technol,Microsoft Quantum Lab Delft,Univ Illinois,Netherlands Org Appl Sci Res TNO,Univ Copenhagen,Microsoft Quantum Mat Lab Copenhagen"
10.1016/j.ssc.2013.09.003,CN,Shanghai Univ
10.1103/PhysRevA.87.022320,"CN,US","Hangzhou Normal Univ,E China Normal Univ,Fuzhou Univ,Univ Kansas"
10.1103/PhysRevB.94.224510,"JP,US,GB","RIKEN,NTT Corp,Univ Michigan"
10.1088/1361-6668/ac64cd,DE,"Forschungszentrum Julich,Rhein Westfal TH Aachen"
10.1063/5.0048621,"FI,US","NIST,Univ Colorado,Bluefors Oy,Fermilab Natl Accelerator Lab,Univ Wisconsin"
10.1002/pssb.202300004,CN,"Shandong Inspur Artificial Intelligence Res Inst C,Nanjing Univ"
10.1038/s41467-023-37511-y,"CN,US","Chinese Acad Sci,Univ Chinese Acad Sci,Univ Calif Santa Barbara,Beijing Acad Quantum Informat Sci,Hefei Natl Lab,Songshan Lake Mat Lab"
10.1038/s41565-021-00894-4,"JP,US","MIT,Natl Inst Mat Sci"
10.1103/PhysRevB.106.144506,CA,Univ Victoria
10.1038/s41598-023-34051-9,RU,"Bauman Moscow State Tech Univ,VNIIA"
10.1103/PhysRevLett.128.197701,"FR,GB","Univ Cambridge,Quantum Motion Technol,Hitachi Cambridge Lab,CEA Grenoble"
10.1038/s41598-021-90080-2,PL,M Curie Sklodowska Univ
10.1103/PhysRevLett.121.047001,"DK,NL,US","Yale Univ,QuTech,Delft Univ Technol,Univ Copenhagen"
10.1103/PhysRevA.84.053846,CN,"Tsinghua Univ,Inst Appl Phys & Computat Math,Chinese Acad Sci,Tsinghua Natl Lab Informat Sci & Technol"
10.1007/s11433-011-4280-6,CN,"Hunan Inst Humanities Sci & Technol,Chinese Acad Sci"
10.1126/science.aba5211,"AT,FR,NL,US","Univ Calif Santa Barbara,Univ Pittsburgh,Eindhoven Univ Technol,Univ Grenoble Alpes"
10.21468/SciPostPhys.7.4.050,"NL,US","Microsoft Corp,Univ Calif Santa Barbara,Delft Univ Technol"
10.1063/5.0029351,US,"NIST,Univ Colorado"
10.1126/science.aaa8525,"SA,US","Univ Calif Berkeley,MIT,King Abdulaziz Univ"
10.1103/PhysRevB.92.014516,"DE,RU,SE","Moscow MV Lomonosov State Univ,Lukin Sci Res Inst Phys Problems,State Univ,RAS,Lobachevsky State Univ Nizhni Novgorod,Nizhny Novgorod State Tech Univ Na RE Alekseev,Leibniz Inst Photon Technol,Chalmers Univ Technol"
10.1103/PhysRevLett.120.150401,"DE,IL","Saarland Univ,Weizmann Inst Sci"
10.1063/5.0088094,CN,"Nanjing Univ,Southern Univ Sci & Technol,Int Quantum Acad"
10.1038/ncomms3067,US,Univ So Calif
10.1103/PhysRevApplied.16.024013,"BE,GB",Katholieke Univ Leuven
10.1103/PhysRevA.96.022304,CN,"Fuzhou Univ,Harbin Inst Technol"
10.1063/5.0037093,SE,Chalmers Univ Technol
10.1103/PhysRevLett.125.170503,"AT,CN,JP","Univ Sci & Technol China,Shanghai Res Ctr Quantum Sci,NTT Basic Res Labs,Res Ctr Theoret Quantum Phys,Natl Inst Informat,TU Wien"
10.1088/0953-2048/28/4/045005,NL,Delft Univ Technol
10.1103/PhysRevA.105.013707,GB,Strathclyde Univ
10.1103/PhysRevApplied.11.024041,CA,Univ Victoria
10.1051/epjap/2017170297,"FI,US","Univ Calif San Diego,Aalto Univ"
10.1103/PhysRevA.91.023828,DK,Aarhus Univ
10.1038/s41467-017-02608-8,"DE,RU,KR,GB","Karlsruhe Inst Technol,Natl Univ Sci & Technol MISIS,Moscow Inst Phys & Technol,Leibniz Inst Photon Technol,Inst for Basic Sci Korea,Univ London Egham"
10.1103/PhysRevLett.116.107002,"FR,US","Rutgers State Univ,Univ Massachusetts,CNRS"
10.1038/s41928-018-0055-7,"CA,FR","Univ Grenoble Alpes,Univ Paris Saclay,Univ Sherbrooke"
10.1088/1612-2011/13/8/085202,"EG,SA","Prince Sattam Bin Abdulaziz Univ,Assiut Univ"
10.1021/acs.nanolett.3c04990,"IN,JP","Tata Inst Fundamental Res,Natl Inst Mat Sci"
10.1103/PhysRevApplied.20.014034,BE,"IMEC,Katholieke Univ Leuven"
10.1038/s41598-022-21256-7,"DE,IL,US","Univ Maryland,Ben Gurion Univ Negev,Karlsruhe Inst Technol,Lawrence Livermore Natl Lab,Tulane Univ"
10.1063/5.0035945,"FR,US","Univ Chicago,Argonne Natl Lab,Univ Calif Santa Barbara,Univ Claude Bernard,Univ Grenoble Alpes"
10.1088/0256-307X/33/4/047301,CN,Univ Sci & Technol China
10.1103/PhysRevA.82.023802,FI,Aalto Univ
10.1109/TASC.2023.3254485,KR,"SKKU Adv Inst Nano Technol,Korea Res Inst Stand & Sci"
10.1088/1674-1056/ac89e7,CN,Nanjing Univ Posts & Telecommun
10.1103/PhysRevX.12.011005,"SE,US","MIT,Chalmers Univ Technol,Duke Univ"
10.1103/PhysRevApplied.14.054019,"DE,JP,GB","Forschungszentrum Julich,Rhein Westfal TH Aachen,RIKEN,Univ Warwick"
10.1007/s11128-017-1664-1,CN,Dalian Univ Technol
10.1103/PhysRevApplied.18.L031001,"NO,US","Univ Buffalo,Norwegian Univ Sci & Technol"
10.3390/electronics12020416,US,Rutgers State Univ
10.1038/s41467-023-39064-6,"CN,JP","Chinese Acad Sci,Univ Chinese Acad Sci,Tianjin Univ,RIKEN,Northwest Univ,Beijing Acad Quantum Informat Sci,Songshan Lake Mat Lab,Hefei Natl Lab"
10.1063/5.0069549,"US,GB","Lawrence Berkeley Natl Lab,Kings Coll London,Univ Calif Berkeley,NIST"
10.1038/srep16036,"IT,US","Univ Parma,Univ Pavia,Princeton Univ"
10.3938/jkps.62.1558,DE,Karlsruhe Inst Technol
10.1016/j.cap.2022.12.010,KR,Gwangju Inst Sci & Technol
10.1103/PhysRevB.106.174506,IT,"Univ Trieste,Ist Nazl Fis Nucl,CNR IOM DEMOCRITOS Simulat Ctr,CNR"
10.1063/1.4919759,US,"NIST,Univ Colorado"
10.1002/andp.201700402,"CN,PK,SA","Beijing Normal Univ,King Abdulaziz Univ,Tianjin Polytech Univ,Quaid I Azam Univ"
10.1103/PhysRevA.104.022405,CN,"Chinese Acad Sci,Univ Chinese Acad Sci,Beihang Univ,Songshan Lake Mat Lab"
10.1126/sciadv.aba4935,"CN,JP,US","Chinese Acad Sci,Zhejiang Univ,RIKEN Cluster Pioneering Res,Univ Michigan,UCAS"
10.1103/PhysRevX.6.011032,"BE,FR,US","Princeton Univ,CUNY,Ecole Normale Super,Katholieke Univ Leuven"
10.1103/PhysRevApplied.21.064029,US,"Louisiana State Univ,Cornell Univ"
10.1063/5.0046144,CN,Southern Univ Sci & Technol
10.1063/5.0218021,DE,Max Planck Inst Solid State Res
10.1103/PhysRevB.99.144304,"BR,DK","Inst Fis UFRGS,Aarhus Univ"
10.1088/0953-2048/28/2/025009,"DE,RU","Karlsruhe Inst Technol,Natl Univ Sci & Technol MISIS,Russian Quantum Ctr,Russian Acad Sci,State Univ"
10.1007/s10773-011-0984-7,CN,"Anhui Univ,Fu Yang Normal Coll"
10.1007/s10773-011-0747-5,CN,Dalian Univ Technol
10.1021/acsnano.6b06553,"TW,US","Natl Chiao Tung Univ,IBM Thomas J Watson Res Ctr"
10.1103/PRXQuantum.5.030315,"CA,CH,US","Swiss Fed Inst Technol,Univ British Columbia,Univ Chicago,IBM TJ Watson Res Ctr"
10.1016/j.aop.2015.07.005,DE,"Rhein Westfal TH Aachen,Forschungszentrum Julich"
10.1103/PhysRevApplied.21.064052,"AU,CA","Univ Calgary,Univ Alberta,UNSW Sydney"
10.1038/s41598-023-42332-6,RU,"Bauman Moscow State Tech Univ,Dukhov Automat Res Inst VNIIA"
10.1088/1361-6668/aaf048,US,"Univ Calif Santa Barbara,Google"
10.1038/s41534-021-00478-z,US,"Zapata Comp,MIT,IBM TJ Watson Res Ctr"
10.1103/PhysRevB.95.245407,DE,Univ Wurzburg
10.1103/PhysRevB.96.064504,"DE,RU","Karlsruhe Inst Technol,Natl Univ Sci & Technol MISIS"
10.1007/s10946-016-9541-4,RU,"Russian Acad Sci,State Univ"
10.1088/1612-202X/acb043,"CN,EG,IR","Sohag Univ,Univ Chinese Acad Sci,Inst Res Fundamental Sci IPM,Saeeds Quantum Informat Grp"
10.1103/PhysRevB.98.155313,"FR,SE,US","Univ Paris Diderot,Chalmers Univ Technol,Univ Colorado"
10.1038/s41467-023-44111-3,"JP,US,GB","RIKEN,Tokyo Univ Sci,Osaka Univ,Purdue Univ,Nagoya Univ"
10.1038/s41567-023-01999-4,FR,"Univ Grenoble Alpes,Inst RadioAstron Millimetr IRAM"
10.1103/PhysRevB.86.024514,US,"Rutgers State Univ,Argonne Natl Lab"
10.1038/s41567-023-02076-6,US,"CALTECH,IBM Res Almaden"
10.1088/0253-6102/56/2/22,CN,Huaihua Univ
10.1103/PhysRevB.104.054504,IN,"Bhabha Atom Res Ctr,Homi Bhabha Natl Inst"
10.1088/1402-4896/ad3d8f,CN,Northwest A&F Univ
10.1103/PhysRevB.84.024524,"FR,JP,NL,RU,ES","Inst Max Von Laue Paul Langevin,Univ Grenoble 1,CNRS,DIPC,Natl Inst Adv Ind Sci & Technol,JST CREST,Univ Twente,Moscow MV Lomonosov State Univ,Ctr Mixto CSIC UPV EHU"
10.1103/PhysRevLett.116.167002,US,"Lab Phys Sci,Univ Maryland,Tulane Univ"
10.7566/JPSJ.91.064004,JP,"Natl Inst Adv Ind Sci & Technol,Keio Univ"
10.1103/PhysRevA.91.062309,US,"Univ Georgia,Univ Calif Santa Barbara,Univ Calif Davis,Georgia Regents Univ"
10.1103/PhysRevApplied.14.061001,"FR,US","Univ Calif Santa Barbara,Univ Chicago,Argonne Natl Lab,Univ Claude Bernard,Univ Grenoble Alpes,Google"
10.1103/PhysRevA.96.052330,"CN,PK,SA","Beijing Normal Univ,King Abdulaziz Univ,Qingdao Univ Technol,Tsinghua Univ,Quaid I Azam Univ"
10.1038/s41467-023-36760-1,"CA,US","Los Alamos Natl Lab,D Wave Quantum Inc,Univ Toronto,Univ Waterloo"
10.1103/PhysRevA.82.054303,CN,Hangzhou Normal Univ
10.1088/0031-8949/82/06/065010,CN,"Dalian Univ Technol,Liaoning Normal Univ"
