DOI,Country Code,Institutions
10.1038/s41467-024-49302-0,"DE,NL,SE,US","MIT,Univ Munster,KTH Royal Inst Technol,Delft Univ Technol"
10.1038/s41467-022-32083-9,CN,Huazhong Univ Sci & Technol
10.1063/5.0180732,US,"Univ Maryland,Duke Univ,Natl Inst Stand & Technol"
10.1364/OE.499778,CN,Fuzhou Univ
10.1103/PhysRevA.101.042319,US,Stanford Univ
10.1088/2058-9565/aafaba,"PT,GB","Univ Oxford,Univ Bristol,Bosch Car Multimedia Portugal SA,Univ Nottingham,Univ Southampton"
10.1364/OL.503126,US,"Univ Calif Santa Barbara,Honeywell Aerosp"
10.1088/1361-6455/aa8b40,PK,"Pakistan Inst Engn & Appl Sci,Natl Inst Lasers & Optron,COMSATS Inst Informat Technol"
10.1103/PhysRevLett.116.070503,"AU,DE,ES","Univ Queensland,Univ Basque Country UPV EHU,Univ Ulm,Basque Fdn Sci"
10.1103/PhysRevA.94.022343,CN,"Tsinghua Univ,Tsinghua Natl Lab Informat Sci & Technol,Collaborat Innovat Ctr Quantum Matter"
10.1103/PhysRevA.99.022337,JP,"Natl Inst Informat,NTT Corp"
10.1103/PhysRevLett.105.093601,"IL,US,GB","USN,Technion Israel Inst Technol,CALTECH,Univ London Imperial Coll Sci Technol & Med"
10.1103/PhysRevA.106.063713,"CN,US","Soochow Univ,Tongji Univ,Shandong Normal Univ,Texas A&M Univ"
10.1038/s41566-019-0368-8,CN,"South China Normal Univ,Hong Kong Univ Sci & Technol,Nanjing Univ"
10.1103/PhysRevA.105.062437,PL,Nicolaus Copernicus Univ Torun
10.1103/PRXQuantum.2.040353,"AU,CA,JP,US","Xanadu,Univ Toronto,Univ Tokyo,RIVIIT Univ,Univ New Mexico"
10.1103/PhysRevLett.129.210501,CN,Univ Sci & Technol China
10.1103/PhysRevApplied.18.024067,"DE,GB","Ludwig Maximilians Univ Munchen,Munich Ctr Quantum Sci & Technol MCQST,Univ Cambridge,Friedrich Schiller Univ Jena,Max Planck Inst Quantum Opt"
10.1088/1367-2630/aae19f,US,"Stonehill Coll,Boston Univ"
10.1126/sciadv.abc8268,"DK,DE","Univ Copenhagen,Ruhr Univ Bochum"
10.1038/s41467-017-00987-6,"BR,CN,US,GB","NIST,Sun Yat sen Univ,Univ Maryland,Univ Southampton,South China Normal Univ,Univ Fed Campina Grande"
10.1557/s43577-023-00584-7,US,Northwestern Univ
10.1103/PhysRevLett.122.120402,"BE,FR","Univ Paris 06,PSL Univ,Katholieke Univ Leuven"
10.1038/s41566-023-01332-8,"US,GB","Univ Cambridge,MIT"
10.1038/NPHOTON.2013.10,GB,"Toshiba Res Europe Ltd,Univ Cambridge"
10.1016/j.ssc.2015.08.007,"IT,SA","Al Imam Mohammad Ibn Saud Islamic Univ IMSIU,Abdus Salam Int Ctr Theoret Phys"
10.1038/s41534-020-00337-3,US,MIT
10.1049/el.2010.0959,BR,Pontif Catholic Univ Rio de Janeiro
10.1103/PhysRevLett.125.070603,"SG,GB","Univ Oxford,Natl Univ Singapore"
10.1038/ncomms14107,US,CALTECH
10.1063/5.0087005,US,"Harvard Univ,MIT"
10.1016/j.optcom.2009.10.078,US,Univ Arkansas
10.1080/09500340.2014.1000412,FR,Univ Paris Diderot
10.1364/OE.26.032878,CZ,Palacky Univ
10.1038/NPHOTON.2012.283,US,Cornell Univ
10.1103/PhysRevA.82.053814,"CA,CH","Univ Geneva,Univ Calgary"
10.1088/2058-9565/acc7c2,JP,NTT Corp
10.1103/PhysRevLett.106.240505,"DE,NL","Leiden Univ,Max Planck Inst Sci Light"
10.1038/s41534-020-00340-8,"AT,IT,SG,US","Univ Vienna,Consiglio Nazl Ric IFN CNR,Singapore Univ Technol & Design,Natl Univ Singapore,Univ Maryland,Erwin Schrodinger Int Inst Math & Phys,Politecn Milan"
10.1038/srep33959,CN,Shanxi Univ
10.1016/j.physa.2015.01.048,IR,"Persian Gulf Univ,Bushehr Nucl Power Plant Operating Co"
10.1103/PhysRevLett.124.160501,"DK,US","Tech Univ Denmark,MIT,US Army,Univ Massachusetts,Louisiana State Univ"
10.1103/PhysRevA.91.042326,"CN,IE","Southwest Jiaotong Univ,Beijing Univ Posts & Telecommun,Henan Univ,Dublin City Univ"
10.1021/acs.nanolett.9b02443,US,"Univ Maryland,Naval Res Lab,Stanford Univ"
10.1364/OPTICA.412211,"AU,US","CALTECH,Univ Sydney"
10.1038/s41534-021-00372-8,"AU,CN,RU","Ioffe Inst,Australian Natl Univ,Sun Yat sen Univ,ITMO Univ"
10.1016/j.aop.2014.12.010,CN,"Qufu Normal Univ,Chinese Acad Sci"
10.1088/1367-2630/aaf2ac,"AU,DE,SG","Nanyang Technol Univ,Raith GmbH,Univ Technol Sydney"
10.1007/s11128-024-04593-6,BR,Inst Nacl Metrol Qualidade & Tecnol
10.1088/2040-8986/ace5be,GB,Univ Exeter
10.1002/qute.201900074,"QA,US","Purdue Univ,HBKU"
10.1103/PhysRevA.99.032339,US,"Argonne Natl Lab,CUNY"
10.1103/PhysRevA.85.062309,JP,"NTT Basic Res Labs,Osaka Univ,Univ Tokyo"
10.1038/ncomms11511,"AU,CN,GB","Univ Bristol,Univ Western Australia,Sun Yat sen Univ"
10.1103/PhysRevLett.110.220402,AU,Griffith Univ
10.1103/PhysRevX.14.021018,"CN,GB","Tsinghua Univ,Hefei Natl Lab"
10.1103/PhysRevA.105.062445,"DK,IL","Univ Copenhagen,Weizmann Inst Sci"
10.1007/s10773-015-2744-6,CN,"Ocean Univ China,Qingdao Technol Univ,Jianghan Univ"
10.1140/epjc/s10052-017-5371-y,CN,"Chinese Acad Sci,Lanzhou Univ,Univ Chinese Acad Sci"
10.1088/1361-6633/ad10b3,"AU,CN","RMIT Univ,Univ Melbourne,Univ Sci & Technol China"
10.1103/PhysRevB.81.045309,DE,Max Planck Inst Quantum Opt
10.1073/pnas.1711003114,"AT,US","Harvard Smithsonian Ctr Astrophys,Harvard Univ,Univ Innsbruck,Austrian Acad Sci"
10.1103/PhysRevA.83.054303,CN,"Yanbian Univ,Harbin Inst Technol"
10.1103/PhysRevLett.108.040503,GB,"Toshiba Res Europe Ltd,Univ Cambridge"
10.1063/1.4890083,US,"Univ Calif Santa Barbara,Univ Chicago"
10.1103/PhysRevLett.110.080502,ES,"Univ Autonoma Madrid,Univ Complutense"
10.1103/PhysRevB.81.193301,"ES,GB","Univ Autonoma Madrid,CSIC,Univ Sheffield"
10.1103/PhysRevA.97.043862,NL,AMOLF
10.1109/JPHOT.2017.2781731,CN,Jiangnan Univ
10.1134/S0030400X10020037,SE,Royal Inst Technol
10.1007/s11128-011-0298-y,GB,Univ London Imperial Coll Sci Technol & Med
10.1016/j.physleta.2014.01.045,AU,Swinburne Univ Technol
10.1364/OL.39.002924,US,"Univ Oregon,Bell Labs"
10.1103/PhysRevA.84.032315,US,Northwestern Univ
10.1103/PhysRevLett.116.037402,US,NIST
10.1016/j.jlumin.2024.120906,IN,Rajagiri Sch Engn & Technol Autonomous
10.2478/qic-2024-0002,PL,Nicolaus Copernicus Univ Torun
10.1007/s11082-016-0717-5,MA,"Univ Hassan 2,Univ Mohammed 5"
10.1007/s11128-011-0232-3,"BR,GB","Univ Fed ABC,Queens Univ Belfast"
10.1016/j.optcom.2018.02.071,KR,"Korea Inst Sci & Technol,Yonsei Univ,Korea Univ Sci & Technol"
10.1103/PhysRevA.106.013709,US,Univ Maryland
10.1103/PhysRevB.106.155409,"ID,LU","Natl Res & Innovat Agcy BRIN,Univ Luxembourg,Inst Teknol Bandung,Res Collaborat Ctr Quantum Technol 2 0"
10.1016/j.physa.2013.07.055,AR,"Inst Balseiro,Consejo Nacl Invest Cient & Tecn"
10.1002/andp.201800071,CN,Univ Sci & Technol Beijing
10.1364/OE.22.019141,"IT,RS","LENS,Vinca Inst Nucl Sci,Univ Firenze,CNR INO"
10.1103/PhysRevB.87.235410,"JP,RU,US,GB","Nizhnii Novgorod State Univ,Univ Michigan,RIKEN,Univ Loughborough"
10.1103/PhysRevA.87.012117,CA,Univ Toronto
10.1103/PhysRevA.81.062339,US,Oak Ridge Natl Lab
10.1038/ncomms10685,"SG,KR","Max Planck POSTECH KOREA Res Initiat,POSTECH,Nanyang Technol Univ,UNIST,KIER"
10.1364/OPTICA.491965,GB,Univ Bristol
10.1364/OL.530977,US,Tufts Univ
10.1364/OE.522501,US,Univ Penn
10.1103/PhysRevA.96.022124,JP,"Kyoto Univ,Hokkaido Univ,Osaka Univ,Chuo Univ"
10.1103/PhysRevA.90.052328,KR,Pohang Univ Sci & Technol
10.1103/PhysRevLett.120.230402,"AU,GB","Griffith Univ,Univ Bristol,Australian Natl Univ"
10.1364/OE.21.005988,"CN,KR","Harbin Inst Technol,Yanbian Univ,Chungbuk Natl Univ"
10.35848/1347-4065/ad3533,JP,"Tohoku Univ,Japan Sci & Technol Agcy JST"
10.1364/OE.390209,"CN,DE,GB","Univ Sci & Technol China,Sun Yat sen Univ,Univ Wurzburg,Univ St Andrews"
10.1103/PhysRevA.90.012335,"JP,GB","Natl Inst Informat,Univ Sussex"
10.1126/sciadv.aar3931,"CN,US,GB","Tsinghua Univ,Univ Michigan"
10.1088/1674-1056/20/4/040308,CN,Hengyang Normal Univ
10.1103/PhysRevA.89.022340,CH,Univ Basel
10.1103/PhysRevA.86.032334,ES,Univ Valladolid
10.1002/qute.201900011,CN,Univ Sci & Technol China
10.1103/PhysRevA.96.053812,"CA,GB","Univ Ottawa,Natl Res Council Canada"
10.1103/PhysRevA.89.042323,"AU,CN,SG","Univ Queensland,Tsinghua Univ,Natl Univ Singapore"
10.1103/PhysRevLett.123.100501,CN,"Southern Univ Sci & Technol,South China Normal Univ,City Univ Hong Kong,Shenzhen Key Lab Quantum Sci & Engn,Huawei Technol"
10.1088/1367-2630/17/3/033037,FR,PSL Res Univ
10.1103/PhysRevA.105.052412,"CA,IL,US","Xanadu,MIT"
10.1103/PhysRevLett.111.230504,"AU,SG,GB","Univ Queensland,Nanyang Technol Univ,Queens Univ Belfast,Natl Univ Singapore"
10.1007/s11082-020-02685-y,MA,"Casablanca Hassan II Univ,Univ Mohammed V Agdal"
10.1109/JQE.2016.2578041,"CN,IE,US","Southwest Jiaotong Univ,Univ Michigan,Sichuan Univ Sci Engn,Dublin City Univ"
10.1088/1367-2630/13/9/095001,JP,"Natl Inst Informat,NTT Corp"
10.1007/s11128-016-1299-7,CN,Shanxi Univ
10.1103/PhysRevApplied.20.044032,"CN,FR,ES","Univ Sci & Technol China,Barcelona Inst Sci & Technol,Inria Saclay,Ecole Polytech"
10.1103/PhysRevA.99.033853,"CA,CN,GR,US","Polytech Montreal,Fdn Res & Technol Hellas,Univ Crete,Iowa State Univ,New York Univ Shanghai,NYU Shanghai"
10.1088/1361-6455/aab5dd,DK,Tech Univ Denmark
10.1103/PhysRevLett.110.250501,"AU,FR","CNRS,Univ Queensland"
10.1063/5.0056534,"NL,US","Delft Univ Technol,MIT,Brookhaven Natl Lab"
10.1103/PhysRevX.8.021078,GB,"Toshiba Res Europe Ltd,Univ Cambridge,Univ Sheffield,Cardiff Univ"
10.1515/nanoph-2023-0927,"FR,DE","Ulm Univ,Tours Univ"
10.1088/1674-1056/24/5/050304,KR,Korea Univ
10.1103/PhysRevLett.133.150201,"AT,CN,ES,SE","Univ Vienna,BCAM Basque Ctr Appl Math,Univ Sci & Technol China,Lund Univ,Austrian Acad Sci"
10.1007/s11128-022-03682-8,PL,Nicolaus Copernicus Univ Torun
10.1103/PhysRevX.10.041046,US,"MIT,NTT Res Inc"
10.1103/PhysRevA.82.055801,CL,Univ Concepcion
10.1364/OE.20.024714,"NL,US","Univ Calif Santa Barbara,Leiden Univ"
10.1103/PhysRevA.101.012309,AU,"Australian Natl Univ,Univ New South Wales"
10.1038/s41586-020-2160-9,"AU,SG,US","CALTECH,Univ Colorado,NIST,Univ Sydney,ASTAR"
10.1103/PhysRevApplied.13.054064,"CN,FR,US","Aix Marseille Univ,Ctr Tech Velizy,City Univ Hong Kong,Oak Ridge Natl Lab"
10.1103/PRXQuantum.1.020315,"AT,NZ","IST Austria,Univ Otago,Dodd Walls Ctr Photon & Quantum Technol"
10.1103/PhysRevLett.120.030502,US,"Purdue Univ,Oak Ridge Natl Lab,Univ Tennessee"
10.1088/1367-2630/acd270,CN,"Beijing Computat Sci Res Ctr,Anhui Univ"
10.1103/PhysRevApplied.10.054011,CN,"East China Normal Univ,Shanghai Jiao Tong Univ,Shanxi Univ"
10.1103/PhysRevLett.114.220404,"FR,CH","Univ Nice Sophia Antipolis,Univ Geneva"
10.1103/PhysRevA.109.022421,"BR,ME",Univ Fed Paraiba
10.1103/PhysRevLett.117.223601,"DE,US","Cornell Univ,Humboldt Univ,Columbia Univ"
10.1126/sciadv.1501772,"DE,JP,GB","Univ Tokyo,Johannes Gutenberg Univ Mainz"
10.1103/PhysRevLett.108.190503,CH,Univ Geneva
10.7567/JJAP.56.04CK04,"JP,GB",Osaka Univ
10.1103/PhysRevApplied.19.064026,"CA,FR,IT","Univ Pavia,Univ Grenoble Alpes,Univ Toronto,Adv Fiber Resources Milan Srl,LIGENTEC SA,Ctr Europeen Ceram,SOITEC SA"
10.1126/sciadv.1602743,"AU,FR,GB","Griffith Univ,Univ Oxford,CNRS,Univ Grenoble Alpes"
10.1016/j.physleta.2022.128287,IN,"Indian Inst Technol,Jawaharlal Nehru Univ,Birla Inst Technol & Sci Pilani,Univ Sci & Technol"
10.1103/PhysRevLett.117.260401,"CL,HU,ES","Univ Concepcion,Univ Seville,Univ Basque Country,Hungarian Acad Sci"
10.1088/2058-9565/ac120a,"CN,GB","Xi An Jiao Tong Univ,Chinese Acad Sci,Univ Glasgow"
10.1103/PhysRevLett.120.050404,"CN,IT","Shanxi Univ,INO CNR,LENS"
10.1088/1367-2630/18/1/013006,CH,Univ Geneva
10.1038/ncomms1570,IT,"Consiglio Nazl Ric IFN CNR,Politecn Milan,Sapienza Univ Roma,Consiglio Nazl Ric INO CNR,Museo Stor Fis,Centro Studi & Ric Enrico Fermi"
10.1103/PhysRevLett.125.060501,KR,Seoul Natl Univ
10.1103/PhysRevLett.116.033603,US,"Iowa State Univ,Northeastern Univ,Univ Chicago,US DOE"
10.1103/PhysRevA.96.023814,TW,Acad Sinica
10.1038/ncomms1641,GB,Toshiba Res Europe Ltd
10.1103/PhysRevA.97.013806,CN,"East China Normal Univ,Shanghai Jiao Tong Univ,Tsung Dao Lee Inst,Shanxi Univ"
10.1364/OE.512318,ES,"Barcelona Inst Technol,ICREA Inst Catalana Recerca & Estudis Avancats"
10.1364/OE.460026,TW,"Inst Atom & Mol Sci,Natl Taiwan Univ,Ctr Quantum Technol"
10.1103/PhysRevA.105.042212,"CA,IR,IT","Univ Guilan,Islamic Azad Univ,Univ Palermo,INRS EMT,Univ Ottawa"
10.1103/PhysRevLett.132.180803,CN,"Univ Sci & Technol China,Chinese Acad Sci"
10.1103/PhysRevLett.122.120505,DE,Univ Siegen
10.1002/lpor.201700067,GB,"Toshiba Res Europe Ltd,Univ Cambridge"
10.1038/s41534-024-00925-7,CH,Swiss Fed Inst Technol
10.1063/5.0065222,"CA,GB","Natl Res Council Canada,Univ Ottawa"
10.1126/sciadv.abm8171,"BR,KR,GB","Heriot Watt Univ,Univ Fed ABC,Korea Inst Sci & Technol"
10.1103/PhysRevLett.118.210502,ES,"Barcelona Inst Sci & Technol,ICREA"
10.1364/JOSAB.31.000405,CN,"Anhui Univ,Huaibei Normal Univ"
10.1038/NPHOTON.2015.278,"DE,US","Univ Chicago,Univ Calif Santa Barbara,Univ Konstanz"
10.1021/acs.nanolett.0c00339,"JP,US","Univ Chicago,Argonne Natl Lab,Harvard Univ,Natl Inst Quantum & Radiol Sci & Technol"
10.1088/1612-202X/acde73,SA,"Imam Mohammad Ibn Saud Islamic Univ IMSIU,Univ Sharjah,Abu Dhabi Univ"
10.1103/PhysRevA.90.012111,AU,Swinburne Univ Technol
10.1038/ncomms4316,GB,"Toshiba Res Europe Ltd,Univ Cambridge"
10.1364/OL.493410,CN,"Jilin Univ,Univ Sci & Technol China"
10.1103/PhysRevB.107.125104,ES,"Univ Andes,Univ Autonoma Madrid"
10.1109/ACCESS.2024.3474014,"IT,KR","Pukyong Natl Univ,Fdn Bruno Kessler,Univ Trento"
10.1103/PhysRevA.93.053807,DE,Tech Univ Darmstadt
10.1103/PhysRevLett.114.110504,CN,Univ Sci & Technol China
10.1103/PhysRevA.90.012304,"DE,MX","Tech Univ Darmstadt,Univ Sonora"
10.1103/PhysRevLett.114.230501,ES,"ICFO Inst Ciencies Foton,ICREA"
10.1103/PhysRevApplied.18.024076,"IT,JP,PL,US","RIKEN Cluster Pioneering Res,RIKEN Ctr Quantum Comp,Univ Messina,Adam Mickiewicz Univ,Univ Michigan"
10.1038/s41534-021-00402-5,"BR,CL,ES","Univ Fed Rio de Janeiro,Barcelona Inst Sci & Technol,Univ Fed Rio Grande do Norte,Univ Concepcion,Technol Innovat Inst"
10.1038/ncomms1746,NL,"Delft Univ Technol,Eindhoven Univ Technol"
10.1038/s41534-019-0173-8,US,"Purdue Univ,Univ Tecnol Pereira,Oak Ridge Natl Lab"
10.1038/ncomms13632,DE,"Univ Stuttgart,Max Planck Inst Solid State Res"
10.1038/ncomms1951,"BR,IT,ES","Univ Roma La Sapienza,Univ Fed Rio de Janeiro,ICFO Inst Ciencies Foton,Univ Naples Federico II,CNR SPIN"
10.1038/NPHYS2763,"AT,SG,GB","Univ Vienna,Singapore Univ Technol & Design,Natl Univ Singapore,Univ Edinburgh"
10.1038/NPHOTON.2016.234,GB,"Univ Oxford,Univ Bristol,Univ Warwick"
10.1103/PhysRevA.86.052315,"CN,DE,GB","Shanxi Univ,Queens Univ Belfast,Univ Ulm"
10.1002/andp.202400144,CN,"Univ Sci & Technol Beijing,Tianjin Normal Univ"
10.1038/s41467-018-06601-7,AU,"Griffith Univ,Macquarie Univ"
10.1021/acsanm.9b01453,"IT,US","Univ Massachusetts,Politecn Bari"
10.1142/S0217984920500177,CN,Beijing Univ Posts & Telecommun
10.1007/s11082-019-2011-9,IR,Iran Univ Sci & Technol
10.1038/srep12233,CN,"S China Normal Univ,Univ Hong Kong,Chinese Univ Hong Kong,Huazhong Univ Sci & Technol,Nanjing Univ,Univ Sci & Technol China"
10.1103/PhysRevLett.110.173601,"CZ,PL","Palacky Univ,Acad Sci Czech Republ,Adam Mickiewicz Univ"
10.1038/ncomms9206,US,CALTECH
10.1103/PhysRevA.105.052444,US,"Univ Texas Dallas,William & Mary,Univ Calif Santa Cruz"
10.1088/1361-6528/ad2e4b,CN,"Peking Univ,Shanxi Univ,Hefei Natl Lab"
10.1103/PhysRevA.87.042325,US,MIT
10.1038/s42005-021-00670-9,CN,Shanxi Univ
10.1038/srep09126,CN,E China Normal Univ
10.1093/nsr/nwae161,CN,Univ Sci & Technol China
10.1038/s41534-023-00773-x,"FR,PT,US","Univ Lisbon,Ctr Fis & Engn Mat Avancados CeFEMA,PQI Portuguese Quantum Inst,Sorbonne Univ,Inst Telecomunicacoes,MIT,Univ Massachusetts"
10.1103/PhysRevA.102.012403,"AU,CN,FR,JP,TW,US","Univ Sci & Technol China,New York Univ Shanghai,NYU Shanghai,ESIEA,Univ Queensland,Natl Cheng Kung Univ,East China Normal Univ,Natl Inst Informat,NYU"
10.1103/PhysRevA.86.062107,CA,"Perimeter Inst Theoret Phys,Univ Waterloo"
10.1038/s41534-024-00803-2,"IT,US","SUNY Stony Brook,Qunnect Inc,Univ Padua,Brookhaven Natl Lab"
10.1103/PhysRevA.91.032324,CN,"Tsinghua Univ,Tsinghua Natl Lab Informat Sci & Technol,Collaborat Innovat Ctr Quantum Matter"
10.1038/s41598-021-91778-z,"ES,GB","Univ Zaragoza,Univ Exeter"
10.1038/s41566-023-01193-1,"DE,NL","Leibniz Univ Hannover,Univ Twente,QuiX Quantum,Lionix Int"
10.1088/1367-2630/aca559,CN,"Zhejiang Univ Technol,Hangzhou Normal Univ,Zhejiang Univ Sci & Technol,Zhejiang Univ"
10.1007/s11468-023-02149-5,IN,Indian Inst Technol Delhi
10.1103/PhysRevLett.126.110501,CN,"Shanghai Jiao Tong Univ,Univ Sci & Technol China"
10.1109/JSTQE.2014.2364131,"DE,IT,GB","Univ Munich,Qutools GmbH,CNR,Politecn Milan,Max Planck Inst Quantum Opt"
10.1038/s41566-022-01054-3,CN,"Univ Sci & Technol China,Univ Elect Sci & Technol China"
10.1364/JOSAB.377687,MX,"Ctr Invest Cient & Educ Super Ensenada,Univ Nacl Autonoma Mexico"
10.1103/PhysRevLett.132.170601,FR,"Univ Paris Diderot,Univ Paris Saclay"
10.1103/PhysRevX.14.041013,"DE,NL,US","Delft Univ Technol,Netherlands Org Appl Sci Res TNO,Univ Stuttgart,SandboxAQ,QphoX BV"
10.1038/srep04623,CN,Beijing Normal Univ
10.1364/OE.374292,"CN,SA","Beijing Normal Univ,Natl Univ Def Technol,State Key Lab Cryptol,Capital Normal Univ,King Abdulaziz Univ"
10.1103/PhysRevLett.131.103601,CN,"Fudan Univ,Shanghai Qi Zhi Inst,Tsinghua Univ,Frontier Sci Ctr Quantum Informat,Collaborat Innovat Ctr Quantum Matter,Shanghai Artificial Intelligence Lab,Shanghai Res Ctr Quantum Sci"
10.1103/PhysRevApplied.19.044095,"CN,DE","Forschungszentrum Julich GmbH,Rhein Westfal TH Aachen,Ruhr Univ Bochum,Zhejiang Univ,Chinese Acad Sci"
10.1038/s41565-020-00827-7,CN,Sun Yat sen Univ
10.1038/s41467-024-52912-3,CN,Univ Sci & Technol China
10.1103/PhysRevA.109.042427,DE,"Johannes Gutenberg Univ Mainz,Free Univ Berlin"
10.1103/PhysRevA.97.012335,US,Louisiana State Univ
10.1038/s41699-024-00455-y,"CN,HU","HUN REN Wigner Res Ctr Phys,Budapest Univ Technol & Econ,Beijing Computat Sci Res Ctr,MTA WFK Lendulet Momentum Semicond Nanostruct Res"
10.1103/PhysRevA.104.033101,GR,Univ Patras
10.1038/s42005-022-01038-3,IT,"Univ Padua,CNR"
10.1103/PhysRevA.93.032339,"AT,FR,GB","Univ Oxford,Austrian Acad Sci,Univ Innsbruck,Sch Informat,CNRS Telecom ParisTech"
10.1038/s41467-021-23632-9,"CN,FR,DE,ES","Barcelona Inst Sci & Technol,PSL Univ,Southern Univ Sci & Technol,Sorbonne Univ,Ludwig Maximilians Univ Munchen,Karlsruher Inst Technol,Karlsruhe Inst Technol,ICREA Inst Catalana Recerca & Estudis Avancats"
10.1103/PRXQuantum.5.040302,CA,"Xanadu,Perimeter Inst Theoret Phys,Univ Waterloo"
10.1038/s41565-023-01410-6,US,"Univ Washington,Pacific Northwest Natl Lab"
10.1038/s41586-018-0375-9,"CN,DE,CH,US","Empa,Shanghai Jiao Tong Univ,Max Planck Inst Polymer Res,Rensselaer Polytech Inst,Tech Univ Dresden,Univ Bern"
10.1038/s41467-024-53150-3,US,"Univ Chicago,Arizona State Univ,Argonne Natl Lab"
10.1142/S0219749921500131,IN,"ISRO,Univ Allahabad"
10.1364/OPTICA.6.000034,DE,"IQST,3rd Inst Phys,Max Planck Inst Solid State Res"
10.1103/PhysRevA.99.032302,US,Univ Arizona
10.1039/d0cp04525j,US,Univ Calif Los Angeles
10.1103/PhysRevA.101.052334,"CN,US","SUNY Stony Brook,Chinese Acad Sci"
10.1364/JOSAB.483916,CN,"Tongji Univ,Soochow Univ"
10.1364/OE.27.025603,"FR,DE,IT,CH,GB","Univ Cote Azur,Univ Stuttgart,Inst Quantum Sci & Technol,Ist Italiano Tecnol,Univ Geneva,Univ Bristol"
10.12693/APhysPolA.127.1189,TR,"Bogazici Univ,Isik Univ"
10.1021/acsphotonics.3c00713,GB,Univ Bristol
10.1109/TNANO.2024.3354460,"IN,JP","Indian Inst Informat Technol Design & Mfg Kancheep,Manipal Acad Higher Educ,Natl Inst Technol,Shibaura Inst Technol,IIT Madras"
10.1364/OL.418488,CN,"Shanghai Jiao Tong Univ,Univ Sci & Technol China"
10.1038/s41534-018-0068-0,"AT,DE","Univ Vienna,Univ Rostock,Friedrich Schiller Univ Jena"
10.1103/PhysRevA.98.042324,"CA,CN,ES","Univ Toronto,Univ Vigo,Univ Sci & Technol China"
10.1088/2058-9565/aa9212,IT,"Univ Roma Tre,Univ Milan"
10.1364/OE.460119,US,"Stanford Univ,Flux Photon Inc,NTT Res Inc"
10.1038/s41534-019-0137-z,US,"Purdue Univ,Oak Ridge Natl Lab,Univ Tennessee"
10.1103/PhysRevApplied.14.064040,RU,ITMO Univ
10.1142/S0217984917502669,"CN,IR,GB","Chinese Acad Sci,Univ Chinese Acad Sci,Univ South Wales"
10.1038/nature22986,"AU,CA,CN,IT,RU,GB","Ctr Energie Mat & Telecommun INRS EMT,Univ Glasgow,Univ Palermo,Univ Sussex,City Univ Hong Kong,Chinese Acad Sci,Swinburne Univ Technol,Univ Strathclyde,Heriot Watt Univ,Univ Elect Sci & Technol China,Natl Res Univ Informat Technol Mech & Opt"
