DOI,gate,spin,cavity,entanglement,state,photon,error,mode,silicon,measurement,ion,chip,fidelity,scheme,atom,polarization,control,information,generation,center,device,circuit,microwave,waveguide,source,field,frequency,noise,platform,emitter,couple,diamond,quantum computing,phase,network,protocol,quantum network,interaction,qkd,rate,memory,computation,number,technology,emission,quantum state,defect,loss,coherence,electron,level,channel,efficiency,code,resource,crystal,interface,resonator,distribution,wave,scale,order,property,process,structure,fiber,architecture,correlation,quantum dot,node,algorithm,material,dynamic,distance,quantum communication,optic,space,transition,realization,pair,tomography
10.1038/s41565-023-01410-6,0.0,0.0,0.0,0.0,1.36,2.36,0.0,3.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.06,0.0,0.0,0.0,0.0,0.0,0.0,1.93,0.0,0.0,0.0,0.0,10.34,12.38,0.0,0.0,0.0,0.0,0.0,0.0,1.65,0.0,1.83,0.0,0.0,0.0,1.51,6.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.08,0.0,0.0,0.0,1.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1364/JOSAB.483916,0.0,0.0,7.74,2.48,4.55,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.8,0.0,0.0,0.0,1.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.61,0.0,1.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.4,0.0,0.0,15.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.55,0.0,2.05,2.2,0.0,0.0,0.0,0.0,0.0
10.1021/acsphotonics.3c00713,0.0,4.85,0.0,0.0,0.91,3.15,0.0,0.0,1.89,1.33,0.0,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.71,0.0,1.61,0.0,4.17,0.0,0.0,0.0,0.0,1.47,2.07,0.0,2.63,0.0,0.0,0.0,0.0,0.0,1.65,0.0,0.0,0.0,0.0,0.0,0.0,2.3,0.0,0.0,0.0,0.0,2.47,0.0,0.0,0.0,0.0,0.0,0.0,2.08,0.0,0.0,0.0,1.82,0.0,0.0,0.0,0.0,2.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,0.0,0.0,0.0,0.0,0.0
10.1038/s41534-024-00910-0,0.0,1.62,0.0,0.0,0.91,1.57,0.0,0.0,0.0,0.0,0.0,0.0,1.32,0.0,0.0,0.0,0.0,0.0,0.0,7.28,0.0,0.0,0.0,0.0,0.0,0.0,1.87,1.98,0.0,0.0,0.0,2.63,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,4.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1103/PRXQuantum.5.030322,0.0,0.0,0.0,0.0,0.0,0.79,3.68,0.0,0.0,0.0,2.6,0.0,0.0,1.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.33,0.0,0.0,0.0,1.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.06,0.0,0.0,0.0,0.0,0.0,3.92,0.0,0.0,0.0,0.0,0.0,15.6,1.8,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.0,0.0,0.0,0.0,4.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.96,0.0,0.0
10.1038/s41586-024-07252-z,2.16,6.46,3.09,7.44,0.0,0.79,1.84,0.0,1.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.73,0.0,0.0,0.0,0.0,2.63,0.0,0.0,3.95,0.0,5.0,1.65,0.0,0.0,2.32,0.0,0.0,0.0,0.0,0.0,0.0,1.96,0.0,2.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.62,0.0,0.0,0.0,2.13,2.05,0.0,0.0,0.0,0.0,0.0,0.0
10.1103/PhysRevApplied.21.044030,0.0,0.0,0.0,2.48,0.0,1.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.69,1.06,3.25,0.0,1.56,0.0,9.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.69,0.0,0.0,0.0,1.67,0.0,0.0,0.0,2.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.22,0.0,0.0,0.0,0.0,1.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.05,0.0,0.0,0.0,0.0,0.0,0.0
10.1103/PhysRevB.109.134106,0.0,3.23,0.0,0.0,1.36,0.39,0.0,0.0,1.89,0.0,0.0,0.0,0.0,1.55,0.0,0.0,0.0,1.06,3.25,12.13,0.0,0.0,0.0,0.0,1.93,0.0,0.0,0.0,0.0,0.0,0.0,2.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.13,1.54,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1103/PhysRevLett.132.150604,1.08,0.0,0.0,0.0,0.0,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.07,0.0,0.0,1.63,0.0,0.0,0.0,0.0,2.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,0.0,0.0,1.96,0.0,0.0
10.1109/JLT.2023.3311806,0.0,0.0,0.0,0.0,0.45,0.79,0.0,0.0,1.89,0.0,0.0,1.95,0.0,0.0,0.0,0.0,5.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.93,0.0,0.0,3.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.61,3.02,0.0,0.0,0.0,0.0,0.0,4.95,0.0,0.0,0.0,0.0,0.0,0.0,2.08,0.0,0.0,0.0,3.63,0.0,0.0,0.0,0.0,2.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1103/PhysRevApplied.22.054043,1.08,0.0,0.0,0.0,0.0,0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.69,0.0,0.0,0.0,0.0,3.21,0.0,0.0,3.87,0.0,3.73,9.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.34,0.0,0.0,0.0,0.0,2.4,0.0,7.49,1.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1103/PhysRevLett.133.203603,0.0,0.0,0.0,0.0,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.76,2.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.13,0.0,0.0,0.0,3.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.54,0.0,0.0,0.0,0.0,2.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,0.0,0.0,0.0
10.1002/qute.202400141,0.0,0.0,0.0,0.0,2.73,0.0,0.0,9.46,0.0,0.0,0.0,3.9,0.0,0.0,2.1,0.0,0.0,2.13,0.0,0.0,0.0,0.0,0.0,2.08,0.0,10.68,14.93,0.0,1.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.33,1.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.17,7.21,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.05,0.0,0.0,0.0,0.0,0.0,0.0
10.1088/1402-4896/ad6dae,0.0,0.0,0.0,0.0,0.0,2.75,0.0,1.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.43,0.0,0.0,0.0,4.17,0.0,0.0,3.73,0.0,0.0,0.0,1.77,0.0,0.0,1.89,0.0,0.0,0.0,1.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.09,2.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1038/s41534-024-00914-w,0.0,0.0,0.0,0.0,0.0,0.39,0.0,0.0,0.0,0.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.56,0.0,0.0,0.0,0.0,0.0,0.0,1.98,0.0,0.0,0.0,0.0,0.0,0.0,1.98,3.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.22,2.52,0.0,0.0,0.0,0.0,2.55,0.0,0.0,0.0,0.0,0.0,1.96,0.0,0.0
10.1038/s41567-024-02408-0,0.0,0.0,0.0,3.72,0.0,3.54,0.0,0.0,0.0,1.33,0.0,0.0,1.32,1.55,0.0,0.0,0.0,0.0,6.5,0.0,0.0,1.61,4.64,2.08,0.0,0.0,0.0,0.0,0.0,6.2,0.0,0.0,1.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.02,0.0,3.02,2.3,1.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.22,0.0,0.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,4.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.05,0.0,0.0,0.0,0.0,0.0,0.0
10.1109/JSSC.2024.3459392,4.32,0.0,0.0,0.0,0.0,0.39,0.0,0.0,0.0,0.0,0.0,1.95,1.32,0.0,0.0,0.0,3.38,0.0,0.0,12.13,0.0,0.0,0.0,0.0,0.0,3.56,3.73,0.0,0.0,0.0,1.77,5.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,2.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.78
10.1038/s41467-024-47882-5,1.08,0.0,0.0,0.0,0.45,0.39,0.0,0.0,0.0,1.33,26.0,1.95,0.0,0.0,0.0,0.0,1.69,1.06,0.0,0.0,0.0,0.0,0.0,8.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,1.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.81,1.96,0.0,0.0
10.1038/s41565-023-01515-y,0.0,0.0,3.09,1.24,0.0,0.39,0.0,0.0,5.68,0.0,0.0,1.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.56,0.0,2.32,0.0,0.0,0.0,0.0,3.95,0.0,0.0,0.0,0.0,3.38,0.0,0.0,0.0,1.67,0.0,0.0,3.66,0.0,0.0,1.8,1.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.2,0.0,0.0,0.0,2.08,4.81,0.0,0.0,0.0,0.0,0.0,1.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.41,0.0,0.0,0.0,0.0,0.0
10.1038/s41467-024-49467-8,0.0,0.0,0.0,0.0,0.0,0.79,0.0,1.58,1.89,0.0,0.0,1.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.82,11.59,2.08,0.0,0.0,5.6,0.0,1.47,0.0,3.54,0.0,0.0,0.0,0.0,0.0,1.67,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.07,0.0,0.0,0.0,2.08,7.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1038/s42005-024-01610-z,3.24,0.0,0.0,0.0,0.0,1.57,0.0,0.0,0.0,1.33,0.0,1.95,1.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.56,3.21,0.0,0.0,0.0,0.0,0.0,0.0,2.93,0.0,0.0,0.0,3.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.96,0.0,0.0
10.1002/qute.202400171,1.08,0.0,0.0,0.0,0.91,0.39,0.0,0.0,9.47,0.0,0.0,11.69,1.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.61,0.0,0.0,0.0,0.0,0.0,0.0,1.47,0.0,0.0,0.0,1.69,0.0,5.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1063/5.0207714,1.08,0.0,0.0,3.72,0.91,1.57,0.0,0.0,5.68,1.33,0.0,1.95,7.92,0.0,0.0,0.0,0.0,0.0,3.25,0.0,0.0,1.61,0.0,0.0,1.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.34,2.78
10.1103/PhysRevA.109.022413,0.0,0.0,0.0,0.0,1.82,0.79,0.0,0.0,0.0,1.33,0.0,0.0,0.0,0.0,0.0,1.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.55
10.1103/PhysRevApplied.21.L061002,0.0,4.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,0.0,2.1,0.0,0.0,3.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.78,0.0,0.0,0.0,0.0,3.54,0.0,0.0,0.0,0.0,0.0,3.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.96,0.0,0.0,0.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.49,0.0,0.0,0.0,1.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1103/PhysRevApplied.21.014015,1.08,0.0,3.09,0.0,0.0,0.0,0.0,4.73,1.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.32,0.0,0.0,1.78,3.73,0.0,1.47,0.0,5.3,0.0,0.0,0.0,0.0,0.0,0.0,3.29,0.0,0.0,0.0,2.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.95,0.0,0.0,0.0,0.0,0.0,11.3,0.0,7.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,0.0,0.0,0.0,0.0,0.0
10.1364/OE.520492,6.48,0.0,0.0,0.0,0.91,0.79,0.0,0.0,0.0,1.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.63,0.0,0.0,1.61,0.0,6.25,0.0,0.0,0.0,0.0,1.47,0.0,0.0,0.0,3.38,0.0,1.98,0.0,0.0,0.0,0.0,0.0,0.0,2.02,0.0,1.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0,1.82,0.0,0.0,0.0,11.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.68,0.0
10.1038/s41467-024-50667-5,0.0,3.23,12.38,1.24,0.0,1.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.13,0.0,7.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.93,0.0,3.54,7.88,0.0,0.0,0.0,0.0,0.0,1.65,0.0,0.0,0.0,0.0,0.0,4.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,4.13,0.0,1.8,2.26,4.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.95,0.0,0.0,0.0,7.97,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1063/5.0193471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.78,0.0,0.0,0.0,0.0,3.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1088/2058-9565/ad0a48,7.56,0.0,0.0,0.0,0.45,1.18,0.0,1.58,0.0,0.0,0.0,0.0,2.64,0.0,0.0,0.0,1.69,1.06,0.0,0.0,0.0,0.0,0.0,4.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.98,0.0,0.0,1.65,0.0,0.0,0.0,0.0,0.0,1.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1098/rsta.2024.0393,0.0,0.0,0.0,0.0,0.0,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1103/PhysRevA.109.032415,0.0,0.0,0.0,1.24,2.73,0.0,0.0,0.0,0.0,2.66,0.0,0.0,1.32,0.0,0.0,1.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1021/acsnano.3c11739,0.0,1.62,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.43,0.0,0.0,0.0,0.0,1.93,3.56,0.0,0.0,1.47,4.13,0.0,5.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.66,0.0,0.0,0.0,0.0,4.6,0.0,5.91,0.0,0.0,2.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,0.0,0.0,0.0
10.1103/PhysRevLett.133.030601,0.0,0.0,0.0,0.0,0.0,0.39,5.52,0.0,0.0,0.0,0.0,0.0,0.0,1.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1103/PhysRevA.110.032422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.38,4.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.41,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,8.4,2.13,0.0,4.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1088/1572-9494/ad696c,4.32,0.0,0.0,0.0,0.0,1.97,0.0,1.58,0.0,0.0,0.0,0.0,0.0,3.09,0.0,1.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.17,0.0,0.0,0.0,0.0,0.0,4.13,0.0,0.0,1.69,0.0,0.0,1.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.05,0.0,0.0,0.0,0.0,0.0,0.0
10.1038/s41467-024-52086-y,0.0,16.15,0.0,8.69,0.91,4.33,0.0,1.58,0.0,0.0,0.0,0.0,1.32,0.0,0.0,0.0,0.0,0.0,1.63,0.0,0.0,0.0,0.0,4.17,9.67,0.0,0.0,0.0,0.0,6.2,0.0,0.0,3.38,0.0,1.98,0.0,1.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.04,0.0,0.0,0.0,0.0,0.0,0.0,2.2,0.0,0.0,0.0,0.0,0.0
10.1103/PhysRevLett.133.033603,0.0,0.0,1.55,0.0,1.82,0.0,9.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.87,5.93,0.0,0.0,3.54,0.0,0.0,0.0,0.0,1.63,0.0,1.65,0.0,0.0,0.0,2.02,0.0,0.0,0.0,1.87,0.0,0.0,0.0,0.0,0.0,4.41,0.0,3.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.55,0.0,0.0,0.0,0.0,0.0,0.0,2.34,0.0
10.1088/1612-202X/ad6e6c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.12,0.0,0.0,0.0,0.0,8.84,0.0,0.0,7.57,5.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.92,0.0,0.0,0.0,0.0,0.0,4.17,0.0,0.0,2.5,0.0,0.0,0.0,1.54,2.2,0.0,0.0,0.0,0.0,2.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1038/s41467-024-54541-2,0.0,0.0,0.0,1.24,0.0,0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.69,0.0,0.0,0.0,1.56,1.61,0.0,0.0,0.0,0.0,3.73,0.0,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.67,0.0,0.0,1.83,6.96,0.0,0.0,0.0,0.0,0.0,0.0,1.96,0.0,0.0,0.0,0.0,4.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.82,2.1,0.0,0.0,0.0,0.0,2.22,0.0,0.0,10.62,0.0,0.0,0.0,0.0,0.0,2.2,0.0,0.0,0.0,0.0,0.0
