DOI,Addresses
10.1038/s41467-024-54989-2,"[Zhou, Aimei] Zhejiang Univ, Dept Chem, Hangzhou, Zhejiang Prov, Peoples R China; [Zhou, Aimei; Liu, Shi; Sun, Lei] Westlake Univ, Sch Sci, Dept Chem, Hangzhou, Zhejiang Prov, Peoples R China; [Zhou, Aimei; Li, Denan; Liu, Shi; Sun, Lei] Westlake Univ, Res Ctr Ind Future, Hangzhou, Zhejiang Prov, Peoples R China; [Zhou, Aimei; Liu, Shi; Sun, Lei] Westlake Inst Adv Study, Inst Nat Sci, Hangzhou, Zhejiang Prov, Peoples R China; [Li, Denan; Liu, Shi; Sun, Lei] Westlake Univ, Sch Sci, Dept Phys, Hangzhou, Zhejiang Prov, Peoples R China; [Tan, Mingshu; Jin, Feng] Chinese Acad Sci, Inst Phys, Beijing Natl Lab Condensed Matter Phys, Beijing, Peoples R China; [Lv, Yanpei; Pang, Simin; Zhang, Jun] Chinese Acad Sci, Inst Semicond, State Key Lab Superlatt & Microstruct, Beijing, Peoples R China; [Lv, Yanpei; Pang, Simin; Zhang, Jun] Univ Chinese Acad Sci, Ctr Mat Sci & Optoelect Engn, Beijing, Peoples R China; [Zhao, Xinxing; Shi, Zhifu] CIQTEK Co Ltd, Hefei, Anhui Prov, Peoples R China"
10.1038/s41567-024-02614-w,"[Tanttu, Tuomo; Lim, Wee Han; Huang, Jonathan Y.; Stuyck, Nard Dumoulin; Gilbert, Will; Su, Rocky Y.; Feng, Mengke; Cifuentes, Jesus D.; Seedhouse, Amanda E.; Leon, Ross C. C.; Huang, Wister; Escott, Christopher C.; Hudson, Fay E.; Morello, Andrea; Laucht, Arne; Yang, Chih Hwan; Saraiva, Andre; Dzurak, Andrew S.] UNSW, Sch Elect Engn & Telecommun, Sydney, NSW, Australia; [Tanttu, Tuomo; Lim, Wee Han; Stuyck, Nard Dumoulin; Gilbert, Will; Feng, Mengke; Cifuentes, Jesus D.; Seedhouse, Amanda E.; Escott, Christopher C.; Hudson, Fay E.; Laucht, Arne; Yang, Chih Hwan; Saraiva, Andre; Dzurak, Andrew S.] Diraq, Sydney, NSW, Australia; [Seritan, Stefan K.] Sandia Natl Labs, Quantum Performance Lab, Livermore, CA USA; [Ostrove, Corey I.; Rudinger, Kenneth M.; Blume-Kohout, Robin] Sandia Natl Labs, Quantum Performance Lab, Albuquerque, NM USA; [Itoh, Kohei M.] Keio Univ, Sch Fundamental Sci & Technol, Yokohama 2238522, Japan; [Abrosimov, Nikolay V.] Leibniz Inst Kristallzuchtung, Berlin, Germany; [Pohl, Hans-Joachim] VITCON Projectconsult GmbH, Jena, Germany; [Thewalt, Michael L. W.] Simon Fraser Univ, Dept Phys, Vancouver, BC, Canada; [Bartlett, Stephen D.] Univ Sydney, Ctr Engn Quantum Syst, Sch Phys, Sydney, NSW, Australia; [Leon, Ross C. C.] Quantum Mot Technol Ltd, London, England; [Huang, Wister] Swiss Fed Inst Technol, Zurich, Switzerland"
10.35848/1347-4065/acb4f8,"[Perez-Rodriguez, Elias A. A.; Tanamoto, Tetsufumi] Teikyo Univ, Dept Informat & Elect Engn, 1-1 Toyosatodai, Utsunomiya, Tochigi 3208551, Japan; [Orvananos-Guerrero, Maria T.] Univ Panamericana, Fac Ingn, Aguascalientes 20296, Mexico"
10.1038/nature11023,"[Ritter, Stephan; Noelleke, Christian; Hahn, Carolin; Reiserer, Andreas; Neuzner, Andreas; Uphoff, Manuel; Muecke, Martin; Figueroa, Eden; Bochmann, Joerg; Rempe, Gerhard] Max Planck Inst Quantum Opt, D-85748 Garching, Germany"
10.1103/PhysRevLett.123.260503,"[Zarantonello, G.; Hahn, H.; Morgner, J.; Bautista-Salvador, A.; Ospelkaus, C.] Leibniz Univ Hannover, Inst Quantenopt, Welfengarten 1, D-30167 Hannover, Germany; [Zarantonello, G.; Hahn, H.; Morgner, J.; Bautista-Salvador, A.; Ospelkaus, C.] Phys Tech Bundesanstalt, Bundesallee 100, D-38116 Braunschweig, Germany; [Schulte, M.; Werner, R. F.; Hammerer, K.] Leibniz Univ Hannover, Inst Theoret Phys, Appelstr 2, D-30167 Hannover, Germany; [Schulte, M.; Hammerer, K.] Leibniz Univ Hannover, Albert Einstein Inst, Inst Gravitat Phys, Appelstr 2, D-30167 Hannover, Germany; [Bautista-Salvador, A.; Ospelkaus, C.] Leibniz Univ Hannover, Lab Nano & Quantenengn, Schneiderberg 39, D-30167 Hannover, Germany; [Werner, R. F.] Leibniz Univ Hannover, D-30167 Hannover, Germany"
10.1103/PhysRevApplied.12.014038,"[Cui, Jin-Ming] Univ Sci & Technol China, CAS Key Lab Quantum Informat, Hefei 230026, Anhui, Peoples R China; Univ Sci & Technol China, CAS Ctr Excellence Quantum Informat & Quantum Phy, Hefei 230026, Anhui, Peoples R China"
10.1103/PhysRevLett.118.140501,"[Das, Sumanta; Elfving, Vincent E.; Sorensen, Anders S.] Univ Copenhagen, Niels Bohr Inst, Blegdamsvej 17, DK-2100 Copenhagen O, Denmark; [Faez, Sanli] Univ Utrecht, Debye Inst Nanomat Sci, NL-3584 CC Utrecht, Netherlands; [Faez, Sanli] Univ Utrecht, Ctr Extreme Matter & Emergent Phenomena, NL-3584 CC Utrecht, Netherlands"
10.1103/PhysRevA.96.052321,"[D'Anjou, B.; Coish, W. A.] McGill Univ, Dept Phys, Montreal, PQ H3A 2T8, Canada; [D'Anjou, B.] Univ Konstanz, Dept Phys, D-78464 Constance, Germany; [Coish, W. A.] Canadian Inst Adv Res, Quantum Informat Sci Program, Toronto, ON M5G 1Z8, Canada; [Coish, W. A.] Univ Copenhagen, Niels Bohr Inst, Ctr Quantum Devices, DK-2100 Copenhagen, Denmark"
10.1038/s41586-021-04292-7,"[Madzik, Mateusz T.; Asaad, Serwan; Joecker, Benjamin; Laucht, Arne; Schmitt, Vivien; Hudson, Fay E.; Dzurak, Andrew S.; Morello, Andrea] UNSW Sydney, Sch Elect Engn & Telecommun, Sydney, NSW, Australia; [Youssry, Akram; Laucht, Arne; Ferrie, Christopher] Univ Technol Sydney, Ctr Quantum Software & Informat, Ultimo, NSW, Australia; [Youssry, Akram] Ain Shams Univ, Fac Engn, Dept Elect & Commun Engn, Cairo, Egypt; [Rudinger, Kenneth M.; Nielsen, Erik; Blume-Kohout, Robin] Sandia Natl Labs, Quantum Performance Lab, POB 5800, Albuquerque, NM 87185 USA; [Young, Kevin C.; Proctor, Timothy J.] Sandia Natl Labs, Quantum Performance Lab, Livermore, CA USA; [Baczewski, Andrew D.] Sandia Natl Labs, Ctr Comp Res, POB 5800, Albuquerque, NM 87185 USA; [Itoh, Kohei M.] Keio Univ, Sch Fundamental Sci & Technol, Yokohama, Kanagawa, Japan; [Jakob, Alexander M.; Johnson, Brett C.; Jamieson, David N.] Univ Melbourne, Sch Phys, Melbourne, Vic, Australia; [Madzik, Mateusz T.] Delft Univ Technol, QuTech, Delft, Netherlands; [Asaad, Serwan] Univ Copenhagen, Ctr Quantum Devices, Niels Bohr Inst, Copenhagen, Denmark; [Schmitt, Vivien] Univ Grenoble Napes, IRIG PHELIQS, CEA, Grenoble INP, Grenoble, France"
10.1038/s41467-018-03578-1,"[Broadway, David A.; Tetienne, Jean-Philippe; Stacey, Alastair; Wood, James D. A.; Hollenberg, Lloyd C. L.] Univ Melbourne, Sch Phys, Ctr Quantum Computat & Commun Technol, Parkville, Vic 3010, Australia; [Broadway, David A.; Tetienne, Jean-Philippe; Stacey, Alastair; Wood, James D. A.; Simpson, David A.; Hall, Liam T.; Hollenberg, Lloyd C. L.] Univ Melbourne, Sch Phys, Parkville, Vic 3010, Australia; [Stacey, Alastair] Melbourne Ctr Nanofabricat, Clayton, Vic 3168, Australia; [Wood, James D. A.] Univ Basel, Dept Phys, Klingelbergstr 82, CH-4056 Basel, Switzerland"
10.1038/s41467-018-02982-x,"[Broome, M. A.; Gorman, S. K.; House, M. G.; Hile, S. J.; Keizer, J. G.; Keith, D.; Watson, T. F.; Baker, W. J.; Simmons, M. Y.] Univ New South Wales, Sch Phys, Ctr Excellence Quantum Computat & Commun Technol, Sydney, NSW 2052, Australia; [Hill, C. D.; Hollenberg, L. C. L.] Univ Melbourne, Ctr Excellence Quantum Computat & Commun Technol, Sch Phys, Parkville, Vic 3010, Australia"
10.1021/jacs.5b11641,"[Zhou, Shen; Briggs, G. Andrew D.; Porfyrakis, Kyriakos] Univ Oxford, Dept Mat, Parks Rd, Oxford OX1 3PH, England; [Yamamoto, Masanori; Imahori, Hiroshi] Kyoto Univ, Grad Sch Engn, Dept Mol Engn, Nishikyo Ku, Kyoto 6158510, Japan; [Imahori, Hiroshi] Kyoto Univ, Inst Integrated Cell Mat Sci WPI iCeMS, Nishikyo Ku, Kyoto 6158510, Japan"
10.1103/PhysRevA.89.032305,"[Owen, E. T.] UCL, London Ctr Nanotechnol, Dept Phys & Astron, London WC1H OAH, England; [Owen, E. T.; Dean, M. C.; Barnes, C. H. W.] Univ Cambridge, Dept Phys, Cavendish Lab, Cambridge CB3 0HE, England"
10.1103/PhysRevA.97.042324,"[Yang, Xu-Chen; Wang, Xin] City Univ Hong Kong, Dept Phys, Tat Chee Ave, Kowloon, Hong Kong, Peoples R China; [Yang, Xu-Chen; Wang, Xin] City Univ Hong Kong, Shenzhen Res Inst, Shenzhen 518057, Guangdong, Peoples R China; [Yung, Man-Hong] Southern Univ Sci & Technol, Inst Quantum Sci & Engn, Shenzhen 518055, Peoples R China; [Yung, Man-Hong] Southern Univ Sci & Technol, Dept Phys, Shenzhen 518055, Peoples R China; [Yung, Man-Hong] Shenzhen Key Lab Quantum Sci & Engn, Shenzhen 518055, Peoples R China"
10.1088/1367-2630/12/11/113019,"[Ludwig, S.] Univ Munich, Fak Phys, D-80539 Munich, Germany; [Bougeard, D.] Univ Regensburg, Inst Expt & Angew Phys, D-93040 Regensburg, Germany; [Ludwig, S.] Univ Munich, Ctr NanoSci, D-80539 Munich, Germany; [Wild, A.; Sailer, J.; Nuetzel, J.; Abstreiter, G.; Bougeard, D.] Tech Univ Munich, Walter Schottky Inst, D-85748 Garching, Germany"
10.1007/s10909-022-02871-0,"[Bolgar, Aleksey N.; Strelnikov, Aleksandr; Astafiev, Oleg, V] Skolkovo Inst Sci & Technol, Bolshoy Blvd 30, Moscow 121205, Russia; [Bolgar, Aleksey N.; Sanduleanu, Shtefan, V; Strelnikov, Aleksandr; Astafiev, Oleg, V] Moscow Inst Phys & Technol, Lab Artificial Quantum Syst, 9 Inst Skiy Per, Dolgoprudnyi 141700, Moscow Region, Russia; [Sanduleanu, Shtefan, V] Natl Univ Sci & Technol MISiS, Leninskiy Pereulok 4, Moscow 119049, Russia; [Astafiev, Oleg, V] Royal Holloway Univ London, Phys Dept, Egham TW20 0EX, Surrey, England; [Astafiev, Oleg, V] Natl Phys Lab, Hampton Rd, Teddington TW11 0LW, Middx, England"
10.1103/PhysRevB.82.180518,"[Matsuzaki, Y.; Saito, S.; Kakuyanagi, K.; Semba, K.] NTT Corp, NTT Basic Res Labs, Kanagawa 2430198, Japan"
10.1103/PhysRevA.96.032341,"[Brown, Kenneth R.] Georgia Inst Technol, Sch Computat Sci & Engn, Atlanta, GA 30332 USA; Georgia Inst Technol, Sch Chem & Biochem, Atlanta, GA 30332 USA; Georgia Inst Technol, Sch Phys, Atlanta, GA 30332 USA"
10.1103/PhysRevB.96.180408,"[Martens, M.; Franco, G.; Chiorescu, I.] Florida State Univ, Dept Phys, Tallahassee, FL 32306 USA; [Martens, M.; Franco, G.; Dalal, N. S.; Chiorescu, I.] Natl High Magnet Field Lab, Tallahassee, FL 32310 USA; [Dalal, N. S.] Florida State Univ, Dept Chem & Biochem, Tallahassee, FL 32306 USA; [Bertaina, S.] Aix Marseille Univ, CNRS, IM2NP UMR7334, F-13397 Marseille 20, France"
10.1103/PhysRevB.109.035157,"[Monir, S.; Osika, E. N.; Hsueh, Y. -l.; Rahman, R.] Univ New South Wales, Sch Phys, Sydney, NSW 2052, Australia; [Monir, S.; Osika, E. N.; Gorman, S. K.; Thorvaldson, I.; Hsueh, Y. -l.; Macha, P.; Kranz, L.; Reiner, J.; Simmons, M. Y.; Rahman, R.] UNSW Sydney, Silicon Quantum Comp Pty Ltd, Level 2,Newton Bldg, Kensington, NSW 2052, Australia; [Gorman, S. K.; Thorvaldson, I.; Macha, P.; Kranz, L.; Reiner, J.; Simmons, M. Y.] Univ New South Wales, Ctr Quantum Computat & Commun Technol, Sch Phys, Sydney, NSW 2052, Australia"
10.1103/PhysRevLett.114.100503,"[Xia, T.; Lichtman, M.; Maller, K.; Carr, A. W.; Piotrowicz, M. J.; Isenhower, L.; Saffman, M.] Univ Wisconsin, Dept Phys, Madison, WI 53706 USA"
10.1016/j.physc.2021.1353977,"[Ayoub, Areeda; Akram, Javed] COMSATS Univ Islamabad, Dept Phys, Islamabad 44000, Pakistan"
10.1364/OL.38.004735,"[Noek, Rachel; Vrijsen, Geert; Gaultney, Daniel; Mount, Emily; Kim, Taehyun; Maunz, Peter; Kim, Jungsang] Duke Univ, Elect & Comp Engn Dept, Durham, NC 27708 USA; [Maunz, Peter] Sandia Natl Labs, Albuquerque, NM 87123 USA"
10.1063/5.0153617,"[Kar, Soumen; Bhatia, Ekta; Martinick, Brian; Nalaskowski, Jakub; Mucci, John; Olson, Stephen; Hung, Pui Yee; Wells, Ilyssa; Johnson, Corbet S.; Murray, Thomas; Kaushik, Vidya; Rao, Satyavolu S. Papa S.] NY CREATES, Albany, NY 12203 USA; [Weiland, Conan] NIST, Mat Measurement Lab, Gaithersburg, MD 20899 USA; [Zhou, Chenyu; Liu, Mingzhao] Brookhaven Natl Lab, Ctr Funct Nanomat, Upton, NY 19973 USA; [Frost, Hunter] SUNY Polytech Inst, Coll Nanoscale Sci & Engn, Albany, NY 12203 USA; [Kirkpatrick, Sean; Chau, Kiet; Walsh, Michael J.; Rao, Satyavolu S. Papa S.] Neutral Phys Corp, Billerica, MA 01821 USA"
10.1103/PhysRevLett.112.190502,"[Choi, T.; Debnath, S.; Manning, T. A.; Figgatt, C.; Gong, Z. -X.; Monroe, C.] Univ Maryland, Dept Phys, Joint Quantum Inst, College Pk, MD 20742 USA; [Choi, T.; Debnath, S.; Manning, T. A.; Figgatt, C.; Gong, Z. -X.; Monroe, C.] NIST, College Pk, MD 20742 USA; [Gong, Z. -X.; Duan, L. -M.] Univ Michigan, Dept Phys, Ann Arbor, MI 48109 USA"
10.1103/PhysRevA.82.052339,"[Wu, Lian-Ao] Univ Basque Country, Dept Theoret Phys & Hist Sci, EHU UPV, Bilbao 48080, Spain; [Wu, Lian-Ao] Basque Fdn Sci, IKERBASQUE, Bilbao 48011, Spain; [Byrd, Mark] So Illinois Univ, Dept Phys, Carbondale, IL 62901 USA; [Byrd, Mark] So Illinois Univ, Dept Comp Sci, Carbondale, IL 62901 USA; [Wang, Z. D.] Univ Hong Kong, Dept Phys, Hong Kong, Hong Kong, Peoples R China; [Wang, Z. D.] Univ Hong Kong, Ctr Theoret & Computat Phys, Hong Kong, Hong Kong, Peoples R China; [Shao, Bin] Beijing Inst Technol, Dept Phys, Beijing 100081, Peoples R China"
10.1140/epjb/e2012-30765-x,"[Zhang, F. Y.; Shi, Y.; Li, C.; Song, H. S.] Dalian Univ Technol, Sch Phys & Optoelect Technol, Dalian 116024, Peoples R China"
10.1063/5.0036520,"[Geyer, Simon; Camenzind, Leon C.; Warburton, Richard J.; Zumbuhl, Dominik M.; Kuhlmann, Andreas V.] Univ Basel, Dept Phys, Klingelbergstr 82, CH-4056 Basel, Switzerland; [Czornomaz, Lukas; Deshpande, Veeresh; Fuhrer, Andreas; Kuhlmann, Andreas V.] IBM Res Zurich, Saumerstr 4, CH-8803 Ruschlikon, Switzerland; [Deshpande, Veeresh] Helmholtz Zentrum Berlin Mat & Energie, Inst IFOX, Hahn Meitner Pl 1, D-14109 Berlin, Germany"
10.1021/nl402744s,"[Yakes, Michael K.; Yang, Lily; Bracker, Allan S.; Sweeney, Timothy M.; Brereton, Peter G.; Kim, Chul Soo; Vora, Patrick M.; Park, Doewon; Carter, Samuel G.; Gammon, Daniel] Naval Res Lab, Washington, DC 20375 USA; [Kim, Mijin] Sotera Def Solut, Annapolis Jct, MD 20701 USA"
10.1063/10.0004230,"[Nakonechnyi, M. A.; Karpov, D. S.; Omelyanchouk, A. N.; Shevchenko, S. N.] Natl Acad Sci Ukraine, B Verkin Inst Low Temp Phys & Engn, UA-61103 Kharkiv, Ukraine; [Shevchenko, S. N.] Kharkov Natl Univ, UA-61022 Kharkov, Ukraine"
10.1021/nl2025079,"[Mahapatra, Suddhasatta; Buech, Holger; Simmons, Michelle Y.] Univ New S Wales, Australian Res Council, Ctr Excellence Quantum Computat & Commun Technol, Sydney, NSW 2052, Australia"
10.1103/PhysRevA.97.012304,"[Wang, Xin] City Univ Hong Kong, Dept Phys, Tat Chee Ave, Kowloon, Hong Kong, Peoples R China; City Univ Hong Kong, Shenzhen Res Inst, Shenzhen 518057, Guangdong, Peoples R China"
10.1038/s41467-017-01905-6,"[Veldhorst, M.; Eenink, H. G. J.] Delft Univ Technol, Qutech & Kavli Inst Nanosci, NL-2600 GA Delft, Netherlands; [Veldhorst, M.; Eenink, H. G. J.; Yang, C. H.; Dzurak, A. S.] Univ New South Wales, Ctr Quantum Computat & Commun Technol, Sch Elect Engn & Telecommun, Sydney, NSW 2052, Australia"
10.1063/1.4984745,"[Flentje, Hanno; Bertrand, Benoit; Mortemousque, Pierre-Andre; Thiney, Vivien; Wieck, Andreas D.; Bauerle, Christopher; Meunier, Tristan] CNRS, Inst Neel, F-38042 Grenoble, France; [Flentje, Hanno; Bertrand, Benoit; Mortemousque, Pierre-Andre; Thiney, Vivien; Wieck, Andreas D.; Bauerle, Christopher; Meunier, Tristan] Univ Grenoble Alpes, F-38042 Grenoble, France; [Ludwig, Arne] Ruhr Univ Bochum, Lehrstuhl Angew Festkorperphys, Univ Str 150, D-44780 Bochum, Germany"
10.1103/PhysRevLett.133.010403,"[Shapira, Shahaf Aharony; Shapira, Yotam; Markov, Jovan; Teza, Gianluca; Akerman, Nitzan; Raz, Oren; Ozeri, Roee] Weizmann Inst Sci, Dept Phys Complex Syst, IL-7610001 Rehovot, Israel"
10.1038/s41567-022-01590-3,"[Kim, Yosep; Morvan, Alexis; Nguyen, Long B.; Naik, Ravi K.; Junger, Christian; Santiago, David, I; Siddiqi, Irfan] Lawrence Berkeley Natl Lab, Computat Res Div, Berkeley, CA 94720 USA; [Naik, Ravi K.; Chen, Larry; Kreikebaum, John Mark; Santiago, David, I; Siddiqi, Irfan] Univ Calif Berkeley, Dept Phys, Berkeley, CA 94720 USA; [Kreikebaum, John Mark; Siddiqi, Irfan] Lawrence Berkeley Natl Lab, Mat Sci Div, Berkeley, CA USA"
10.1103/PhysRevB.87.081410,"[Echeverria-Arrondo, C.; Sherman, E. Ya.] Univ Basque Country, Dept Quim Fis, Bilbao 48080, Spain; [Sherman, E. Ya.] Basque Fdn Sci IKERBASQUE, Bilbao 48011, Spain"
10.1038/s41534-019-0218-z,"[Bruzewicz, C. D.; McConnell, R.; Sage, J. M.; Chiaverini, J.] MIT, Lincoln Lab, Lexington, MA 02421 USA; [Stuart, J.; Sage, J. M.] MIT, 77 Massachusetts Ave, Cambridge, MA 02139 USA"
10.1209/0295-5075/99/40004,"[Shim, J. H.; Niemeyer, I.; Zhang, J.; Suter, D.] Tech Univ Dortmund, Fak Phys, D-44221 Dortmund, Germany"
10.1002/adma.202405006,"[Jakob, Alexander M.; Robson, Simon G.; Mccallum, Jeffrey C.; Jamieson, David N.] Univ Melbourne, Sch Phys, Parkville, Vic 3010, Australia; [Jakob, Alexander M.; Robson, Simon G.; Firgau, Hannes R.; Mourik, Vincent; Schmitt, Vivien; Holmes, Danielle; Mccallum, Jeffrey C.; Morello, Andrea; Jamieson, David N.] Univ Technol Sydney, ARC Ctr Quantum Computat & Commun Technol CQC2T, Sydney, NSW 2007, Australia; [Firgau, Hannes R.; Mourik, Vincent; Schmitt, Vivien; Holmes, Danielle; Morello, Andrea] UNSW, Sch Elect Engn & Telecommun, Sydney, NSW 2052, Australia; [Posselt, Matthias] Helmholtz Zent Dresden Rossendorf HZDR, D-01328 Dresden, Saxony, Germany; [Mayes, Edwin L. H.] RMIT Univ, RMIT Microscopy & Microanal Facil, Melbourne, Vic 3001, Australia; [Spemann, Daniel] Leibniz Inst Oberflachenmodifizierung e V, D-04318 Leipzig, Saxony, Germany"
10.1103/PhysRevApplied.13.024019,"[Connors, Elliot J.; Nelson, J. J.; Nichol, John M.] Univ Rochester, Dept Phys & Astron, Rochester, NY 14627 USA"
10.1038/s41534-021-00457-4,"[Neuman, Tomas; Trusheim, Matthew E.; Narang, Prineha] Harvard Univ, John A Paulson Sch Engn & Appl Sci, Cambridge, MA 02138 USA; [Eichenfield, Matt; Hackett, Lisa] Sandia Natl Labs, POB 5800, Albuquerque, NM 87185 USA; [Trusheim, Matthew E.; Englund, Dirk] MIT, 77 Massachusetts Ave, Cambridge, MA 02139 USA; [Trusheim, Matthew E.] CCDC Army Res Lab, Adelphi, MD USA; [Englund, Dirk] MIT, Elect Res Lab, Cambridge, MA 02139 USA; [Englund, Dirk] Brookhaven Natl Lab, Upton, NY 11973 USA"
10.1063/5.0004777,"[Benito, M.; Burkard, Guido] Univ Konstanz, Dept Phys, D-78457 Constance, Germany"
10.1103/PhysRevB.98.165301,"[Gungordu, Utkan; Kestner, J. P.] Univ Maryland Baltimore Cty, Dept Phys, Baltimore, MD 21250 USA"
10.1038/srep38822,"[Tham, W. K.; Ferretti, H.; Sadashivan, A. V.; Steinberg, A. M.] Univ Toronto, Ctr Quantum Informat & Quantum Control, 60 St George St, Toronto, ON M5S 1A7, Canada; [Tham, W. K.; Ferretti, H.; Sadashivan, A. V.; Steinberg, A. M.] Univ Toronto, Dept Phys, Inst Opt Sci, 60 St George St, Toronto, ON M5S 1A7, Canada; [Steinberg, A. M.] Canadian Inst Adv Res, 180 Dundas St W, Toronto, ON M5G 1Z8, Canada"
10.1007/s00340-017-6806-8,"[Krutyanskiy, V.; Meraner, M.; Schupp, J.; Lanyon, B. P.] Inst Quantenopt & Quanteninformat, Tech Str 21A, A-6020 Innsbruck, Austria; [Schupp, J.] Univ Innsbruck, Inst Expt Phys, A-6020 Innsbruck, Austria"
10.1103/PhysRevLett.125.050402,"[Zhu, Han-Jie; Xu, Kai; Zhang, Guo-Feng] Beihang Univ, Sch Phys, Minist Educ, Key Lab Micronano Measurement Manipulat & Phys, Xueyuan Rd 37, Beijing 100191, Peoples R China; [Liu, Wu-Ming] Chinese Acad Sci, Inst Phys, Beijing Natl Lab Condensed Matter Phys, Beijing 100190, Peoples R China; [Liu, Wu-Ming] Univ Chinese Acad Sci, Sch Phys Sci, Beijing 100190, Peoples R China; [Liu, Wu-Ming] Songshan Lake Mat Lab, Dongguan 523808, Guangdong, Peoples R China"
10.1103/PhysRevA.110.L010601,"[Weber, M. A.; Gely, M. F.; Hanley, R. K.; Harty, T. P.; Leu, A. D.; Loschnauer, C. M.; Nadlinger, D. P.; Lucas, D. M.] Univ Oxford, Dept Phys, Clarendon Lab, Parks Rd, Oxford OX1 3PU, England"
10.1143/JPSJ.80.114003,"[Lapasar, Elham Hosseini; Kasamatsu, Kenichi; Kondo, Yasushi; Nakahara, Mikio; Ohmi, Tetsuo] Kinki Univ, Interdisciplinary Grad Sch Sci & Engn, Res Ctr Quantum Comp, Osaka 5778502, Japan; [Kasamatsu, Kenichi; Kondo, Yasushi; Nakahara, Mikio] Kinki Univ, Dept Phys, Osaka 5778502, Japan"
10.1103/PhysRevLett.121.183603,"[Zhong, Tian; Kindem, Jonathan M.; Bartholomew, John G.; Rochman, Jake; Craiciu, Ioana; Faraon, Andrei] CALTECH, Kavli Nanosci Inst, Pasadena, CA 91125 USA; [Zhong, Tian; Kindem, Jonathan M.; Bartholomew, John G.; Rochman, Jake; Craiciu, Ioana; Faraon, Andrei] CALTECH, Thomas J Watson Sr Lab Appl Phys, Pasadena, CA 91125 USA; [Zhong, Tian; Kindem, Jonathan M.; Bartholomew, John G.; Rochman, Jake; Craiciu, Ioana; Faraon, Andrei] CALTECH, Inst Quantum Informat & Matter, Pasadena, CA 91125 USA; [Zhong, Tian] Univ Chicago, Inst Mol Engn, Chicago, IL 60637 USA; [Verma, Varun; Nam, Sae Woo] NIST, 325 Broadway,MC 815-04, Boulder, CO 80305 USA; [Marsili, Francesco; Shaw, Matthew D.; Beyer, Andrew D.] CALTECH, Jet Prop Lab, 4800 Oak Grove Dr, Pasadena, CA 91109 USA"
10.1103/PhysRevB.109.184515,"[Fauvel, Yoan; Meyer, Julia S.; Houzet, Manuel] Univ Grenoble Alpes, CEA, Grenoble INP, IRIG,Pheliqs, F-38000 Grenoble, France"
10.1038/s41566-017-0050-y,"[Koeber, M.; Morin, O.; Langenfeld, S.; Neuzner, A.; Ritter, S.; Rempe, G.] Max Planck Inst Quantum Opt, Garching, Germany; [Neuzner, A.] OHB Syst AG, Wessling, Germany; [Ritter, S.] TOPTICA Photon AG, Grafelfing, Germany"
10.1103/PhysRevA.107.022617,"[Bazavan, O.; Saner, S.; Minder, M.; Hughes, A. C.; Lucas, D. M.; Srinivas, R.; Ballance, C. J.] Univ Oxford, Dept Phys, Clarendon Lab, Parks Rd, Oxford OX1 3PU, England; [Sutherland, R. T.] Univ Texas San Antonio, Dept Elect & Comp Engn, San Antonio, TX 78249 USA; [Ballance, C. J.] Oxford Ion, Oxford OX5 1PF, England"
10.1038/s41586-023-06438-1,"[Ma, Shuo; Liu, Genyue; Peng, Pai; Zhang, Bichen; Burgers, Alex P.; Thompson, Jeff D.] Princeton Univ, Dept Elect & Comp Engn, Princeton, NJ 08544 USA; [Ma, Shuo] Princeton Univ, Dept Phys, Princeton, NJ USA; [Jandura, Sven; Pupillo, Guido] Univ Strasbourg, Strasbourg, France; [Jandura, Sven; Pupillo, Guido] CNRS, CESQ, Strasbourg, France; [Jandura, Sven; Pupillo, Guido] aQCess, ISIS, UMR 7006, Strasbourg, France; [Claes, Jahan; Puri, Shruti] Yale Univ, Dept Appl Phys, New Haven, CT USA; [Claes, Jahan; Puri, Shruti] Yale Univ, Yale Quantum Inst, New Haven, CT 06520 USA; [Burgers, Alex P.] Univ Michigan, Coll Engn, Dept Elect & Comp Engn, Ann Arbor, MI USA"
10.1038/s41467-022-28670-5,"[Honl, Simon; Popoff, Youri; Caimi, Daniele; Seidler, Paul] IBM Res Europe, 1BM Quantum, Saumerstr 4, CH-8803 Ruschlikon, Switzerland; [Popoff, Youri] Swiss Fed Inst Technol, Swiss Fed Inst Technol Zurich, Integrated Syst Lab, CH-8092 Zurich, Switzerland; [Beccari, Alberto; Kippenberg, Tobias J.] Swiss Fed Inst Technol Lausanne FPFL, Inst Phys, CH-1015 Lausanne, Switzerland"
10.1103/PhysRevB.82.155312,"[Culcer, Dimitrie; Cywinski, Lukasz; Li, Qiuzi; Hu, Xuedong; Das Sarma, S.] Univ Maryland, Dept Phys, Condensed Matter Theory Ctr, College Pk, MD 20742 USA; [Cywinski, Lukasz] Polish Acad Sci, Inst Phys, PL-02668 Warsaw, Poland; [Hu, Xuedong] Univ Maryland, Dept Phys, Joint Quantum Inst, College Pk, MD 20742 USA; [Hu, Xuedong] SUNY Buffalo, Dept Phys, Buffalo, NY 14260 USA"
10.1103/PhysRevApplied.22.024030,"[Martinez, Biel] Univ Grenoble Alpes, CEA, Leti, F-38000 Grenoble, France; [de Franceschi, Silvano] Univ Grenoble Alpes, CEA, Grenoble INP, IRIG PHELIQS, F-38000 Grenoble, France; [Niquet, Yann-Michel] Univ Grenoble Alpes, CEA, IRIG MEM L Sim, F-38000 Grenoble, France"
