DOI,institution
10.22331/q-2023-05-31-1024,"Palacky Univ,Tech Univ Denmark"
10.1088/1361-6501/ab150d,"Ctr Quantum Informat & Quantum Control,Inst Opt Sci,Canadian Inst Adv Res"
10.1103/PhysRevX.12.011059,Yale Univ
10.1039/d3cp02322b,"Huazhong Normal Univ,Chinese Acad Sci,Hubei Minzu Univ,Hunan Univ"
10.1088/1361-648X/ac268f,"Purdue Univ,Univ Wyoming,NIST,Univ Calif Irvine,Univ Wisconsin,Aarhus Univ,Tohoku Univ"
10.1038/srep25084,Loughborough Univ Technol
10.1103/PhysRevApplied.12.044054,"Delft Univ Technol,Kavli Inst Nanosci,Okinawa Inst Sci & Technol,Intel Corp,Ecole Polytech Fed Lausanne"
10.1088/2058-9565/ab1a71,"Colorado Sch Mines,Ludwig Maximilians Univ Munchen"
10.1109/TMTT.2023.3238543,Chalmers Univ Technol
10.1038/s41586-022-04854-3,"Zhejiang Univ,Tsinghua Univ,Alibaba Zhejiang Univ,Univ Maryland,NIST,Iowa State Univ,Ames Lab,QuEra Comp Inc,Colorado Sch Mines,Natl Inst Stand & Technol,Shanghai Qi Zhi Inst"
10.1088/2058-9565/ac7b41,"Leibniz Univ Hannover,Phys Tech Bundesanstalt,St Kliment Ohridski Univ Sofia,Natl Inst Stand & Technol"
10.1038/NPHOTON.2016.2,"Univ Grenoble Alpes,CNRS,Univ Strasbourg,Univ Wurzburg,Univ St Andrews,Cardiff Univ"
10.1038/NPHOTON.2013.287,"Univ Tokyo,Australian Natl Univ,Univ Sydney"
10.1103/PhysRevX.5.031031,"Max Planck Inst Quantum Opt,Harvard Univ,Harvard Smithsonian Ctr Astrophys,Donostia Int Phys Ctr,Ikerbasque,Delft Univ Technol"
10.1103/PhysRevX.13.041035,"Univ Colorado,Natl Inst Stand & Technol,Univ Bonn"
10.1038/nature16984,"Florida State Univ,Univ Valencia"
10.1103/PhysRevB.101.054510,"Univ Minnesota,Univ Calif Santa Barbara"
10.1007/s11128-015-1152-4,"NIST,IBM Corp,CUNY"
10.1038/s41524-023-01135-z,"Wigner Res Ctr Phys,MTA ELTE Lendulet Momentum NewQubit Res Grp,Univ Alabama,Tech Univ Munich,Eotvos Lorand Univ,Linkoping Univ"
10.1038/nature12366,"Univ Tokyo,Johannes Gutenberg Univ Mainz"
10.1007/s11128-022-03649-9,Politecnico Torino
10.1140/epjqt/s40507-023-00192-z,"Riverlane,Natl Phys Lab"
10.1038/nature10119,"Univ Vienna,Austrian Acad Sci"
10.1038/ncomms1556,Univ Sci & Technol China
10.1038/ncomms2738,"Rhein Westfal TH Aachen,Forschungszentrum Julich"
10.1038/s41598-022-05061-w,"Keio Univ,Mitsubishi Chem Corp"
10.1103/PhysRevA.101.022308,"Aarhus Univ,Univ Amsterdam,QuSoft"
10.1038/nature13017,"Yale Univ,Peter Grunberg Inst PGI 2"
10.1103/PhysRevA.94.052321,"Austrian Acad Sci,Univ Innsbruck,Univ Siegen"
10.1109/JPROC.2016.2561274,"Univ Chicago,Argonne Natl Lab"
10.1039/d0nr08554e,"Siberian Fed Univ,Uppsala Univ,Bohdan Khmelnytsky Natl Univ,Natl Res Tomsk Polytech Univ,Univ Helsinki,Henan Univ"
10.1038/NNANO.2014.153,"Delft Univ Technol,Univ Wisconsin"
10.1038/nature15263,"Univ New S Wales,Keio Univ"
10.1002/qute.202300168,Palacky Univ
10.1088/1367-2630/17/6/065018,"Austrian Acad Sci,Univ Innsbruck,Indian Inst Sci Educ & Res,Johannes Gutenberg Univ Mainz"
10.1103/PhysRevApplied.15.024054,"Austrian Acad Sci,Univ Innsbruck,CSIC,Univ Carlos III Madrid"
10.1103/PhysRevLett.116.105301,Univ Ulm
10.1016/j.physleta.2020.126743,"Univ Tabriz,Imam Khomeini Int Univ"
10.1038/NMAT3182,"Princeton Univ,Keio Univ,Univ Oxford,Inst Kristallzuchtung,Phys Tech Bundesanstalt,VITCON Projectconsult GMBH,Univ Calif Berkeley,Simon Fraser Univ"
10.1038/srep18414,"Shandong Univ,Natl Univ Singapore,Uppsala Univ,UMI 3654,Nanyang Technol Univ"
10.1103/PRXQuantum.2.030334,"Univ Waterloo,Univ Ulm,Univ Autonoma Barcelona,Univ Innsbruck,Austrian Acad Sci,DESY Zeuthen,Perimeter Inst Theoret Phys"
10.1103/PhysRevB.105.L140301,"Univ Chicago,Lab Phys Sci"
10.1109/ACCESS.2021.3139085,"Penn State Univ,IBM Corp"
10.1103/PhysRevA.90.022325,Natl Univ Singapore
10.1137/100816559,Univ Politecn Madrid
10.1103/PhysRevB.92.134204,"Austrian Acad Sci,Univ Innsbruck,Tech Univ Munich"
10.1002/qute.202000028,"NIST,Univ Colorado,Natl Inst Metrol,QUARTIQ GmbH,EOSpace Inc,Univ Sydney,Univ Oregon"
10.1103/PhysRevA.85.022511,"CSIC,Univ Complutense,Univ Waterloo"
10.1126/sciadv.aay3050,"Delft Univ Technol,Leiden Univ,Netherlands Org Appl Sci Res TNO"
10.1103/PhysRevA.101.052327,"Fudan Univ,Collaborat Innovat Ctr Adv Microstruct,Shanghai Res Ctr Quantum Sci"
10.1103/PhysRevA.102.032611,Tech Univ Dresden
10.1063/5.0001922,NTT Corp
10.1103/PhysRevX.12.031013,"Univ Calif Berkeley,Lawrence Berkeley Natl Lab,MIT,Harvard Univ,Univ Maryland,Perimeter Inst Theoret Phys"
10.1038/s41598-020-59749-y,"Karlsruhe Inst Technol,Google,Natl Univ Sci & Technol MISiS,Russian Quantum Ctr"
10.1038/nature16184,Univ Oxford
10.1038/ncomms7979,IBM Corp
10.1038/s41567-022-01661-5,Tsinghua Univ
10.1038/s41598-020-61766-w,St Kliment Ohridski Univ Sofia
10.1088/2058-9565/ad1f3b,Palacky Univ
10.1038/NPHYS4251,"JILA,Univ Colorado,NIST,Yale Univ,Rigetti Comp"
10.1063/1.5096182,Lawrence Livermore Natl Lab
10.1103/PhysRevX.14.041028,Quantinuum
10.1038/s41586-020-2171-6,"Univ New South Wales,Univ Sherbrooke,Aalto Univ,Keio Univ,Canadian Inst Adv Res,Univ Sydney,IQM Finland Oy"
10.1038/s41566-017-0007-1,"Tsinghua Univ,Univ Michigan,Princeton Univ"
10.1134/S0021364022601956,"Russian Quantum Ctr,Higher Sch Syst Engn MIPT"
10.1103/PhysRevA.101.032330,Weizmann Inst Sci
10.1103/PhysRevA.107.042422,"Rhein Westfal TH Aachen,Forschungszentrum Julich,Univ Innsbruck,Alpine Quantum Technol GmbH"
10.1038/s41567-018-0210-0,"Univ Colorado,NIST"
10.1364/AO.56.00B222,"US Army Res Lab,Univ Maryland"
10.1109/TIT.2021.3130155,"Duke Univ,Univ Arizona"
10.22331/q-2020-07-06-290,"Univ Innsbruck,Austrian Acad Sci"
10.1103/PhysRevA.104.012606,"Univ Sydney,Q CTRL Pty Ltd,Univ Innsbruck,Univ Calif Berkeley,Paul Scherrer Inst"
10.1088/1572-9494/ac490d,Kunming Univ Sci & Technol
10.1007/s00340-018-6955-4,"Natl Phys Lab,Univ Strathclyde,Imperial Coll,M Squared Lasers,Univ Oxford"
10.1088/1367-2630/ab2a45,"US Army Res Lab,Yale Univ,Univ Maryland"
10.1103/PhysRevX.8.041027,Univ Oregon
10.1038/s41534-019-0147-x,"Univ Waterloo,Univ Maryland,Army Res Lab,Univ Calif Berkeley,Lawrence Berkeley Natl Lab"
10.1063/5.0149778,MIT
10.1103/PhysRevLett.108.190504,"ICFO Inst Ciencies Foton,ICREA"
10.1088/1367-2630/aa7b22,Univ Siegen
10.1103/PhysRevLett.108.260503,NIST
10.1038/NPHOTON.2011.52,"Hewlett Packard Labs,Univ Calgary,Natl Inst Nanotechnol,Univ Washington"
10.1103/PRXQuantum.4.030312,"Virginia Tech,Univ Colorado Boulder,Leiden Univ,Univ Delaware"
10.1007/s10836-022-05987-z,"Guangxi Univ Sci & Technol,Jinggangshan Univ"
10.1088/0953-2048/29/6/064004,"Univ Waterloo,Univ Montpellier"
10.1088/2058-9565/1/1/015004,"Natl Inst Informat & Commun Technol,Wuhan Inst Technol,Univ Electrocommun,Waseda Univ,NIST"
10.1038/nature13821,"CEA Saclay,CNRS"
10.1063/1.5129135,"Katholieke Univ Leuven,IMEC,Univ Antwerp"
10.1038/nature10012,"D Wave Syst Inc,Univ Agder,Simon Fraser Univ"
10.1038/s41586-024-07294-3,"Alice & Bob,Univ PSL,Ecole Normale Super Lyon"
10.1038/nature16186,NIST
10.1103/PhysRevA.99.052332,"Harvard Univ,Perimeter Inst Theoret Phys"
10.1088/0953-4075/46/18/185502,Fuzhou Univ
10.1103/PhysRevLett.117.015301,"Boston Univ,Univ Calif Berkeley"
10.1070/QEL16663,"Russian Acad Sci,Novosibirsk State Univ,Novosibirsk State Tech Univ"
10.21468/SciPostPhys.15.4.170,"Nanyang Technol Univ,Natl Univ Singapore,ASTAR"
10.1088/1367-2630/13/6/063015,"Karlsruhe Inst Technol,DFG CFN"
10.1103/PhysRevX.11.041039,"Univ Calif Berkeley,Lawrence Berkeley Natl Lab,MIT,Quantum Benchmark Inc,Keysight Technol Canada,Univ Waterloo,Google Quantum AI"
10.1002/qute.202300192,"Univ Florence,European Lab Non Linear Spect LENS,CINECA,Consiglio Nazl Ric CNR"
10.1038/s41534-019-0235-y,"Univ Turku,Aalto Univ"
10.1073/pnas.2006103117,"Max Planck Inst Phys Komplexer Syst,Freie Univ,Univ Granada,Helmholtz Zentrum Berlin Mat & Energie"
10.1038/s41586-020-2619-8,"MIT,Pacific Northwest Natl Lab,Harvard Univ"
10.1088/1402-4896/ac97ca,"Acad Sci & Innovat Res AcSIR,Natl Phys Lab"
10.1103/PhysRevA.87.022338,"Univ Nottingham,Univ Leeds"
10.1038/srep04291,"Natl Univ Singapore,Singapore Univ Technol & Design,Nankai Univ,Univ Michigan,Univ Calif Santa Barbara"
10.1038/nature09256,"Harvard Univ,CALTECH,Bates Coll,Univ Pittsburgh,Univ Copenhagen,Texas A&M Univ"
10.1038/nature12422,ETH
10.1088/1361-6668/ace660,"Chinese Acad Sci,CAS Ctr Excellence Superconducting Elect CENSE,Univ Chinese Acad Sci,Shanghai Univ"
10.1088/1361-6668/aae548,"Univ Waterloo,McMaster Univ"
10.1007/s10773-011-0759-1,"Hunan Univ Technol,Hunan Normal Univ"
10.1038/s41586-020-2603-3,"Yale Univ,INRIA Paris,Natl Univ Singapore,Univ Texas Austin"
10.1103/PhysRevA.83.022305,Marquette Univ
10.1007/s00723-021-01392-5,"Osaka City Univ,Univ Guilan,JST PRESTO,TCG Ctr Res & Educ Sci & Technol TCG CREST"
10.1038/NNANO.2016.188,"Delft Univ Technol,ETH"
10.1038/s41467-020-14376-z,"Tsinghua Univ,Huazhong Univ Sci & Technol,China Acad Engn Phys,Beijing Acad Quantum Informat Sci"
10.1103/RevModPhys.85.1083,"Ecole Normale Super,Coll France"
10.1103/PhysRevLett.119.180503,Univ Bonn
10.1103/PhysRevA.103.052437,"Univ Amsterdam,QuSoft"
10.1103/PhysRevApplied.11.014064,"Hebrew Univ Jerusalem,Max Planck Inst Biophys Chem"
10.1103/PhysRevLett.115.043003,Penn State Univ
10.1038/nature25737,Univ Oxford
10.1103/PhysRevApplied.18.044042,"Northeast Normal Univ,Univ Nottingham"
10.1038/s41567-022-01678-w,"Univ Colorado,NIST,Los Alamos Natl Lab"
10.3390/photonics10111280,"Novosibirsk State Univ,RAS,Al Azhar Univ,Novosibirsk State Tech Univ,Chinese Acad Sci,Wuhan Inst Quantum Technol,Open Univ"
10.1103/PhysRevA.85.033414,Univ Nevada
10.1145/3511064,"Princeton Univ,Duke Univ,Google Quantum AI"
10.1103/PhysRevA.94.062307,"Rzhanov Inst Semicond Phys SB RAS,Novosibirsk State Univ,Univ Wisconsin,Open Univ,Inst Appl Phys RAS"
10.1103/PhysRevLett.126.200603,"Univ Strathclyde,Brandeis Univ,Univ Stuttgart"
10.1002/qute.202300398,"Korea Adv Inst Sci & Technol KAIST,Korea Univ,Pasqal Korea"
10.1364/OE.410158,Northeast Normal Univ
10.1016/j.rinp.2022.105778,"Natl Taiwan Normal Univ,Minghsin Univ Sci & Technol"
10.1103/PhysRevApplied.11.044035,Xidian Univ
10.1103/PhysRevA.108.032620,"Univ Complutense,Seoul Natl Univ"
10.1007/s11467-021-1069-6,Xidian Univ
10.1038/s41567-020-0903-z,"CALTECH,Univ Waterloo"
10.1103/PhysRevLett.129.200501,Univ Strathclyde
10.1364/PRJ.415795,"Harbin Inst Technol,Zhengzhou Univ,Fuzhou Univ"
10.1103/PhysRevA.104.012615,Xidian Univ
10.1038/ncomms13005,MIT
10.1103/PhysRevLett.121.240501,"Chinese Acad Sci,Univ Chinese Acad Sci"
10.1103/PhysRevA.87.052314,"Univ New Mexico,Sandia Natl Labs"
10.1364/OE.23.023571,Shanxi Univ
10.1103/PhysRevB.106.115411,Univ Basel
10.1038/NPHYS1778,Univ Otago
10.1016/j.optcom.2014.11.038,Northwestern Univ
10.1088/1367-2630/12/6/065027,Univ Bonn
10.1103/PhysRevA.107.023102,Xidian Univ
10.1103/PhysRevA.85.012328,"Univ Connecticut,Harvard Smithsonian Ctr Astrophys"
10.1007/s11128-011-0297-z,Tech Univ Darmstadt
10.1103/PhysRevApplied.18.014016,Tech Univ Darmstadt
10.1103/PhysRevA.96.042306,"Aarhus Univ,FORTH,Univ Wisconsin"
10.1088/2058-9565/ac82c3,"Argonne Natl Lab,Univ Chicago"
10.1103/PhysRevA.103.012415,"Univ Texas Dallas,Univ Texas Austin"
10.1103/PhysRevA.110.042821,"Atom Comp Inc,Univ Stuttgart,Friedrich Alexander Univ Erlangen Nurnberg,Univ Bonn"
10.1038/nature11449,"Univ New S Wales,Univ Oxford,Univ Melbourne"
10.1038/nature16073,"NIST,Univ Colorado,Joint Quantum Inst"
10.1088/1402-4896/ad635b,Zhengzhou Univ
10.1103/PhysRevX.8.011018,"Max Planck Inst Quantum Opt,TOPTICA Photon AG"
10.1103/PhysRevApplied.13.024059,"Chinese Acad Sci,Natl Univ Def Technol"
10.1063/5.0139670,IBM Res Zurich
10.1103/PhysRevApplied.13.024008,Xidian Univ
10.1103/PhysRevA.84.042315,"Univ Ulm,Free Univ Berlin,Univ Kassel,MIT,Natl Univ Ireland,Dublin Inst Adv Studies,Univ Calif Berkeley"
10.1038/s41586-024-07275-6,Intel Corp
10.1103/PhysRevLett.121.123603,"Harvard Univ,Sorbonne Univ,CALTECH,MIT"
10.1103/PhysRevLett.104.203601,Max Planck Inst Quantum Opt
10.1063/5.0171334,"Univ Complutense,Seoul Natl Univ"
10.1007/s00340-023-08106-8,"Natl Univ Def Technol,Hunan Key Lab Mech & Technol Quantum Informat,Hefei Natl Lab"
10.1103/PhysRevA.107.062609,"Univ New Mexico,Los Alamos Natl Lab,Univ Oklahoma"
10.1103/PhysRevA.81.012708,"Univ Ulm,Max Planck Inst Plasma Phys,Univ Warsaw,ECT"
10.1140/epjqt17,Aarhus Univ
10.1063/1.3543841,NTT Corp
10.1088/1674-1056/21/4/040305,"Fuzhou Univ,Univ Sci & Technol China"
10.1103/PRXQuantum.2.030322,Princeton Univ
10.1038/s41467-024-51902-9,"Univ New South Wales,Univ Basel,RIKEN,Diraq"
10.1038/s41586-018-0365-y,"Swiss Fed Inst Technol,Univ Sherbrooke,Canadian Inst Adv Res"
10.1039/c9mh01594a,"CSIC,Univ Zaragoza,Ctr Univ Def"
10.1364/OE.480513,Chinese Acad Sci
10.1103/PhysRevA.104.042422,Xidian Univ
10.3390/e21111042,CNR
10.1134/S1019331613040047,"RAS Siberian Branch ISP SB RAS,ISP SB RAS,Novosibirsk State Tech Univ"
10.1103/PhysRevX.10.011060,"RIKEN,Univ Tokyo,Slovak Acad Sci,Ruhr Univ Bochum,Univ Basel,Univ New South Wales,PRESTO,Tohoku Univ,Univ Paris Diderot"
10.1038/nature11559,"Princeton Univ,Joint Quantum Inst NIST"
10.1103/PhysRevA.106.032605,Tech Univ Darmstadt
10.1103/PhysRevA.109.032433,IBM Res Zurich
10.1103/PhysRevA.103.022410,Tech Univ Darmstadt
10.1364/OL.44.004801,South China Normal Univ
10.1103/PhysRevApplied.10.034006,Xidian Univ
10.1103/PhysRevA.86.042321,Univ Aarhus
10.1364/OPTICA.529577,Shanxi Univ
10.1021/acs.nanolett.4c03882,"Georgia Inst,Univ Calif San Diego,Natl Inst Adv Ind Sci & Technol"
10.1016/j.physb.2023.415196,Shandong Normal Univ
10.3390/nano11102486,"Univ Sci & Technol China,Chinese Acad Sci,Origin Quantum Comp Co Ltd"
10.1038/s41534-018-0112-0,"Natl Inst Stand & Technol & Univ Maryland,NIST,Southern Univ Sci & Technol"
10.22331/q-2023-10-09-1129,"Ludwig Maximilians Univ Munchen,Munich Ctr Quantum Sci & Technol MCQST,Harvard Smithsonian Ctr Astrophys,Harvard Univ"
10.3389/fphy.2022.875673,"Korea Adv Inst Sci & Technol,Xidian Univ"
10.22331/q-2020-09-21-327,"Pasqal,Univ Paris Saclay,Quantonation"
10.1038/s41534-024-00864-3,"IMEC,Katholieke Univ Leuven"
10.1038/s41467-019-10848-z,"Univ Grenoble Alpes,CEA"
10.1038/s41586-021-03582-4,"Harvard Univ,QuEra Comp Inc,Univ Innsbruck,Austrian Acad Sci,Stanford Univ,Univ Calif Berkeley,MIT"
10.1103/PhysRevLett.123.050401,Delft Univ Technol
10.1103/PhysRevB.85.205425,Univ Wurzburg
10.1039/d0nr05070a,Korea Inst Sci & Technol Informat
10.1140/epjp/s13360-022-03442-8,"Univ Malakand Chakdara,Govt Degree Coll,Pakistan Inst Engn & Appl Sci,Gomal Univ"
10.1103/PhysRevA.95.012312,"Univ Calif Berkeley,Peking Univ"
10.1038/s41467-022-28328-2,"Univ Wurzburg,Univ Stuttgart,Univ St Andrews,Princeton Univ"
10.1038/s41534-021-00378-2,"Univ Sheffield,Lahore Univ Management Sci"
10.1038/nature10319,"Univ Siegen,Univ Ulm"
10.1364/OE.22.022111,Vienna Univ Technol
10.1021/acs.nanolett.3c00213,"Univ Sci & Technol China,Qilu Inst Technol,Chinese Acad Sci,Southern Univ Sci & Technol,Int Quantum Acad,Origin Quantum Comp Co Ltd"
10.1103/PhysRevB.105.L121402,Univ Konstanz
10.1038/s41467-024-50355-4,"Univ Chicago,Ctr Nanoscale Mat,Argonne Natl Lab"
10.1021/nl101662v,"Harvard Univ,Stanford Univ,Humboldt Univ"
10.1088/1674-1056/ad1747,"Univ Sci & Technol China,Suzhou Univ"
10.1038/s41524-023-01082-9,Trinity Coll Dublin
10.1038/s41567-023-02071-x,"Delft Univ Technol,Jozef Stefan Inst,Univ Ljubljana,Univ Copenhagen,CSIC,Leiden Univ,Univ Roma La Sapienza,Univ Illinois"
10.1103/PRXQuantum.4.020336,"Univ Strasbourg,CNRS,Princeton Univ"
10.1103/PhysRevLett.128.123601,Univ Michigan
10.1038/NNANO.2013.168,"Harvard Univ,Univ Copenhagen,NIST,Univ Sydney,Rhein Westfal TH Aachen,Forschungszentrum Julich,Univ Calif Santa Barbara"
10.1140/epjqt/s40507-024-00219-z,Xi An Jiao Tong Univ
10.1038/s41467-024-45364-2,"Univ Sheffield,Johannes Kepler Univ Linz,Indian Inst Technol Delhi"
10.1088/0256-307X/37/2/020302,Univ Sci & Technol China
10.1063/1.4921291,Rhein Westfal TH Aachen
10.1103/PhysRevB.93.235428,"Univ Oxford,Heriot Watt Univ"
10.1063/1.4979521,"Univ Sci & Technol China,Chinese Acad Sci"
10.1103/PRXQuantum.5.010306,"Univ Maryland,Princeton Univ,Univ Calif Los Angeles"
10.1088/1367-2630/ab51f5,"Natl Univ Singapore,Max Planck Inst Sci Light,TU Wien,Tech Univ Crete"
10.1109/TCAD.2023.3261244,"Univ Sci & Technol China,Chinese Acad Sci,Wuhan Inst Quantum Technol"
10.1103/PhysRevB.88.075301,SUNY Buffalo
10.1103/PhysRevB.81.144519,Delft Univ Technol
10.1038/s41586-024-07371-7,"MIT,Delft Univ Technol,Army Res Lab,Univ Munster,MITRE Corp,Cornell Univ"
10.1088/0953-4075/43/13/135502,"Harbin Inst Technol,Yanbian Univ,Chungbuk Natl Univ"
10.3367/UFNe.0186.201602k.0206,"Russian Acad Sci,Novosibirsk State Univ"
10.1016/j.aej.2023.12.053,"Umm Al Qura Univ,Univ Bisha,Al Azhar Univ,Prince Sattam bin Abdulaziz Univ,Univ Sharjah,Abu Dhabi Univ,Texas A&M Univ"
10.1103/PhysRevLett.119.010503,"Univ Cambridge,Univ Sheffield,Univ Cote Azur,Quantum Opus LLC,Univ Calif Berkeley"
10.1002/adfm.201801695,"CSIC,Univ Zaragoza,Ctr Univ Def,UPMC Univ Paris 06,Univ Paris 05,Synchrotron SOLEIL"
10.1038/s41467-019-13000-z,"Swiss Fed Inst Technol,IBM Res Zurich,Univ Wisconsin,Univ New South Wales"
10.1021/jacs.9b13398,Northwestern Univ
10.1063/1.4893242,"UNSW Australia,Bayer Akad Wissensch,NIM"
10.1109/JLT.2022.3210466,"Univ Calgary,Natl Res Council Canada,Univ Alberta"
10.1103/PhysRevB.90.174402,"Kazan Fed Univ,CNRS,Univ Grenoble 1"
10.1038/s41563-021-01022-2,"IST Austria,Politecn Milan,Univ Konstanz,Autonomous Univ Barcelona,Catalan Inst Res & Adv Studies"
10.1103/PhysRevLett.108.190506,Karlsruhe Inst Technol
10.1103/PhysRevB.109.155304,Polish Acad Sci
10.1039/c5dt04062k,"Univ Manchester,Univ Calif Berkeley"
10.1038/npjqi.2015.3,"Univ Maryland,City Univ Hong Kong"
10.1103/PhysRevA.101.030301,"Univ New Mexico,Los Alamos Natl Lab,Sandia Natl Labs,Univ Oklahoma"
10.1103/PhysRevB.98.245409,Norwegian Univ Sci & Technol
10.1021/acs.jpca.3c03827,Washington Univ St Louis
10.1088/0957-4484/27/24/244001,"Univ New S Wales,Beijing Normal Univ"
10.1515/zpch-2016-0799,"Osaka City Univ,JSPS,Osaka Univ"
10.1038/s41534-016-0003-1,"Harvard Univ,Purdue Univ"
10.1038/s41567-021-01364-3,Univ Calgary
10.1002/adma.201906523,"Chinese Acad Sci,Univ Chinese Acad Sci,IST Austria,Xi An Jiao Tong Univ,Univ Basel,Univ Utah,Songshan Lake Mat Lab"
10.1038/ncomms9955,"Stanford Univ,Natl Inst Informat,Univ Glasgow,Yokohama Natl Univ,Hewlett Packard Labs,Heriot Watt Univ,Univ Wurzburg,Univ St Andrews"
10.1103/PhysRevB.95.241303,Norwegian Univ Sci & Technol
10.1103/PhysRevLett.110.160402,"Univ Cambridge,CNR,LENS,Univ Bonn"
10.1038/s41928-022-00727-9,"Delft Univ Technol,Intel Corp"
10.1103/PhysRevB.105.075313,"Chinese Acad Sci,Univ Chinese Acad Sci,Beijing Acad Quantum Informat Sci"
10.1103/PhysRevA.104.032407,"Delft Univ Technol,Forschungszentrum Julich"
10.22331/q-2017-05-11-11,"Univ Sherbrooke,Rigetti Quantum Comp,Inria Paris,Canadian Inst Adv Res"
10.1038/s41467-024-45235-w,"Univ Basel,Lund Univ,Ecole Polytech Fed Lausanne,Univ Twente"
10.1021/acs.jpcb.1c00946,Argonne Natl Lab
10.1209/0295-5075/100/57006,Delft Univ Technol
10.1103/PRXQuantum.5.020339,"Univ Rhode Isl,Univ Maryland,NIST,Univ Calif Los Angeles"
10.1038/s41467-022-31231-5,"Rhein Westfal TH Aachen,Forschungszentrum Julich,Natl Inst Mat Sci"
10.1038/srep04298,"CNR MATIS IMM,Dipartimento Fis & Astron,Natl Univ Singapore,Nanyang Technol Univ"
10.1103/PhysRevB.101.035204,Univ Konstanz
10.1103/PhysRevB.104.235411,Univ New South Wales
10.1038/nature11577,"Stanford Univ,Heriot Watt Univ,Natl Inst Informat,Univ Wurzburg"
10.1063/1.4934693,"Univ New S Wales,Univ Wisconsin"
10.1103/PhysRevB.96.165301,Univ Maryland
10.1038/s41467-024-49182-4,"Forschungszentrum Julich GmbH,Rhein Westfal TH Aachen,ARQUE Syst GmbH"
10.1063/5.0137259,"Univ Sci & Technol China,Chinese Acad Sci,Beijing Superstring Acad Memory Technol,Origin Quantum Comp Co Ltd"
10.1103/PhysRevB.103.035301,Lab Phys Sci
10.1103/PhysRevB.98.245424,"Lab Phys Sci,Delft Univ Technol,Univ New South Wales"
10.1103/PhysRevLett.118.147701,"Univ Basel,IBM Res Zurich"
10.1103/PhysRevB.90.195440,Univ Oxford
10.1103/PhysRevB.92.115448,"Rhein Westfal TH Aachen,Forschungszentrum Julich"
10.1103/PhysRevB.86.104511,Univ Copenhagen
10.1103/PhysRevB.100.064405,Univ Valencia
10.1038/s41567-024-02694-8,"Delft Univ Technol,QuTech & Netherlands Org Appl Sci Res TNO"
10.1038/s41467-021-23437-w,"Univ New South Wales,Univ Sherbrooke,Keio Univ,Canadian Inst Adv Res,Quantum Mot Technol Ltd,Univ Sydney"
10.1103/PhysRevApplied.19.064038,"Purdue Univ,Northeast Normal Univ,Univ New South Wales"
10.1103/PhysRevB.99.174416,"Univ Palermo,Ist Nazl Fis Nucl,St Kliment Ohridski Univ Sofia"
10.1038/s41586-022-04821-y,"Simon Fraser Univ,Photonic Inc,Univ Montreal"
10.1038/s41467-022-29977-z,Atom Comp Inc
10.1103/PRXQuantum.4.020345,"Quantum Mot,Univ Oxford"
10.1364/OL.460836,"Purdue Univ,Northeast Normal Univ"
10.1088/0256-307X/28/7/070305,Southeast Univ
10.1126/sciadv.aba3442,"UNSW Sydney,HRL Labs LLC,Keio Univ,Univ Melbourne"
10.1103/PhysRevB.101.195438,"Uppsala Univ,Univ Konstanz"
10.1103/PhysRevB.81.045304,"Santa Clara Univ,SUNY Buffalo"
10.1038/s41565-019-0426-x,"RIKEN,Slovak Acad Sci,Univ Tokyo,PRESTO,Ruhr Univ Bochum,Univ Basel,Univ Paris Diderot,Tohoku Univ"
10.1021/acs.jpclett.0c00193,"Univ Florida,Ctr Mol Magnet Quantum Mat,Univ Connecticut,Florida State Univ"
10.1103/PhysRevB.81.085313,"Univ Maryland,Polish Acad Sci,SUNY Buffalo"
10.1103/PhysRevApplied.17.024022,Univ Grenoble Alpes
10.1103/PhysRevA.85.052125,"Univ Guadalajara,Los Alamos Natl Lab"
10.1103/PhysRevB.84.033301,Delft Univ Technol
10.1103/PhysRevApplied.19.044078,"Delft Univ Technol,QuTech & Netherlands Org Appl Sci Res TNO"
10.1038/s41467-022-33453-z,"RIKEN Ctr Emergent Matter Sci CEMS,RIKEN Ctr Quantum Comp RQC,Delft Univ Technol,Netherlands Organizat Appl Sci Res TNO"
10.1103/PhysRevB.105.024507,"Harvard Univ,Univ Calif Berkeley,Lawrence Berkeley Natl Lab,Swiss Fed Inst Technol"
10.1103/PhysRevLett.107.030506,"Harvard Univ,Delft Univ Technol,Univ Calif Santa Barbara"
10.1140/epjqt/s40507-023-00199-6,"Univ Basel,Univ Twente"
10.1103/PhysRevB.101.035424,Technion Israel Inst Technol
10.1103/PhysRevB.94.205421,"Lab Phys Sci,Univ Maryland,NIST"
10.1103/PhysRevApplied.16.064019,Lab Phys Sci
10.1038/s41534-023-00716-6,"Inst Basic Sci IBS,Ewha Womans Univ,Univ Tokyo,Univ Paris Saclay,Univ Oxford"
10.1038/srep23169,"SUNY Buffalo,NIST,Univ Maryland"
10.1103/PhysRevLett.107.210502,Univ Copenhagen
10.1103/PRXQuantum.4.030303,"Delft Univ Technol,QuTech,Netherlands Org Appl Sci Res TNO"
10.1103/PhysRevLett.124.153201,"Chinese Acad Sci,Univ Chinese Acad Sci,Qingdao Univ Sci & Technol"
