DOI,Institutions
10.1038/s41567-021-01307-y,"European Lab Nonlinear Spect LENS,INFN,CNR INO,Univ Firenze,Tech Univ Munich"
10.1038/s41567-021-01430-w,"MIT,Lab Phys Sci"
10.1103/RevModPhys.89.015006,"St Kliment Ohridski Univ Sofia,618 Escondido Circle,Tech Univ Kaiserslautern"
10.1038/s41598-020-75282-4,"Univ Maryland,NIST"
10.1063/5.0157654,"Lawrence Livermore Natl Lab,Rigetti Comp"
10.1088/2058-9565/ad5abb,"Sandia Natl Labs,Cornell Univ,Univ New Mexico,Los Alamos Natl Lab"
10.1103/PhysRevB.105.155409,"Natl Inst Res & Dev Isotop & Mol Technol,Babes Bolyai Univ"
10.1038/s41567-023-02308-9,"Univ Chicago,Korea Inst Adv Study"
10.1103/PhysRevA.105.062409,"Univ Oxford,Natl Univ Singapore,IBM Res Zurich,Sci Tech Daresbury,Univ Hamburg"
10.1103/PhysRevB.96.205109,"Univ Paris Saclay,Technion Israel Inst Technol"
10.1109/TASC.2021.3054347,"Univ Texas Austin,Intel Corp"
10.1103/PRXQuantum.2.010302,"NIST,Univ Colorado"
10.3390/e20090692,"Russian Acad Sci,Moscow Inst Phys & Technol,Tomsk State Univ"
10.1038/s41586-018-0470-y,"Yale Univ,HRL Labs"
10.1038/s41467-021-25209-y,"CNR,Scuola Normale Super Pisa,Ist Nazl Fis Nucl,Scuola Super Sant Anna"
10.1109/TTHZ.2014.2379433,"Natl Univ Sci & Technol,Karlsruhe Inst Technol,Russian Quantum Ctr"
10.1103/PhysRevA.91.012333,"Tsinghua Univ,Chinese Acad Sci,Univ Michigan"
10.1088/1367-2630/aa5a3f,"Univ Konstanz,Ludwig Maximilians Univ Munchen,McGill Univ"
10.1021/acsnano.4c11001,"CALTECH,Arizona State Univ,MIT"
10.1109/TASC.2014.2364214,"Natl Inst Informat & Commun & Technol,Chinese Acad Sci"
10.1038/s41565-022-01314-x,"MIT,Weizmann Inst Sci,Natl Inst Mat Sci"
10.1039/d3sc02516k,"IBM Quantum,IBM TJ Watson Res Ctr,Univ Calif Berkeley,Lawrence Berkeley Natl Lab,Rice Univ"
10.1016/j.scib.2021.02.035,"Southern Univ Sci & Technol,Sun Yat sen Univ"
10.1016/j.aop.2020.168326,"Univ Illinois,Max Planck Inst Phys Komplexer Syst,Univ Florida,Stanford Univ"
10.1504/IJNT.2010.031731,"CNRS,Univ Grenoble 1"
10.1103/PhysRevA.103.042422,"Chinese Acad Sci,Univ Chinese Acad Sci,Natl Univ Singapore"
10.1103/PhysRevA.103.042604,"Raytheon BBN Technol,Keysight Technol,AWS Ctr Quantum Comp,IBM Corp,Microsoft Quantum"
10.1063/9.0000760,"Jawaharlal Nehru Univ,Univ Delhi"
10.1103/PhysRevApplied.17.034025,"Lab Phys Sci,Univ Maryland,Karlsruhe Inst Technol"
10.1038/s42005-023-01386-8,"Katholieke Univ Leuven,Univ Liege,Chalmers Univ Technol"
10.1103/PhysRevApplied.22.064035,"Inst Polytech Paris,Natl Inst Mat Sci"
10.3390/electronics13122380,"Xi An Jiao Tong Univ,Xian Simitech Co Ltd,Aviat Gyro Xian Photoelect Technol Co Ltd,Beijing Acad Quantum Informat Sci,Tsinghua Univ"
10.1021/acs.nanolett.8b01010,"CNR,Scuola Normale Super Pisa,SPIN CNR"
10.1103/PhysRevMaterials.5.014001,"Carnegie Mellon Univ,Univ Pittsburgh,Natl Inst Mat Sci"
10.1103/PhysRevA.101.052303,"NIT Corp,Osaka Univ,PRESTO"
10.1103/PhysRevA.105.042434,"Hangzhou Normal Univ,Nanjing Univ,Shangrao Normal Univ"
10.1038/s41563-024-01804-4,"Tata Inst Fundamental Res,Free Univ Berlin"
10.1364/JOSAB.30.002277,"Zhejiang Univ,Zhejiang Univ Technol"
10.1103/PhysRevA.93.012109,"PSL Reseach Univ,Univ Paris Diderot,Sorbonne Univ,INRIA Paris Rocquencourt"
10.1103/PhysRevLett.113.093602,"Univ Basque Country,Chalmers Univ Technol,Basque Fdn Sci"
10.1088/1674-1056/24/11/110304,"Zhejiang Univ,Zhejiang Univ Technol"
10.1103/PhysRevB.99.220504,"Delft Univ Technol,Univ Copenhagen,Microsoft Quantum Lab Delft"
10.1007/s11128-018-1913-y,"Tianjin Polytech Univ,King Abdulaziz Univ,Beijing Normal Univ,Quaid I Azam Univ,Univ Sci & Technol Beijing"
10.1103/PhysRevApplied.11.044048,"NIST,Univ Colorado,Yale Univ"
10.1103/PhysRevB.106.224511,"Ames Natl Lab,Iowa State Univ,Politecn Torino,Ist Nazl Fis Nucl,Rigetti Comp,Northwestern Univ,Louisiana State Univ"
10.1103/PhysRevApplied.21.014052,"Delft Univ Technol,Univ Copenhagen"
10.22331/q-2021-06-01-464,"Polish Acad Sci,Max Planck Inst Quantum Opt,Wigner Res Ctr Phys,BME MTA Lendblet Quantum Informat Theory Res Grp,Budapest Univ Technol & Econ"
10.1016/j.aop.2014.04.008,"Dalian Nationalities Univ,Beijing Computat Sci Res Ctr CSRC,Dalian Univ Technol"
10.1021/acs.nanolett.9b03886,"Cornell Univ,Univ Chicago"
10.1038/nature19843,"Weizmann Inst Sci,CSIC,Barcelona Inst Sci & Technol,Univ Manchester,MIT,Columbia Univ"
10.1103/PhysRevB.109.024417,"Penn State Univ,Princeton Univ,Univ Massachusetts,Stanford Univ"
10.1557/mrs.2013.229,"MIT,SLAC Natl Accelerator Lab"
10.1103/PhysRevA.96.053809,"Huazhong Univ Sci & Technol,Zhejiang Univ"
10.1002/adfm.202401365,"Northwestern Univ,NIST,Colorado Sch Mines,Rigetti Comp,Univ Oregon,Louisiana State Univ,Univ Colorado"
10.1016/j.aop.2014.09.011,"Austrian Acad Sci,Univ Bern,Univ Strasbourg,CNRS,NIST Univ Maryland,Univ Maryland,Inst Atom & Subat Phys,Univ Innsbruck"
10.1109/TASC.2010.2090330,"Lab Phys Sci,Univ Maryland"
10.1103/PhysRevB.109.064518,"Hubei Univ Automot Technol,Wuhan Univ"
10.1038/NPHYS1811,"CEA,Univ Paris 07,Univ Paris 11,CEA Saclay,Univ Autonoma Madrid"
10.1038/s42005-024-01531-x,"Univ Basel,Univ Copenhagen,Purdue Univ,Louisiana State Univ"
10.1038/NPHYS3240,"Univ Paris 06,CNRS,ESPCI ParisTech,Univ Autonoma Madrid,Univ Fed Ceara,Univ Antwerp"
10.1038/s41467-021-23076-1,"ShanghaiTech Univ,Univ Oxford,ShanghaiTech Lab Topol Phys,Univ Chinese Acad Sci,Chinese Acad Sci,Peking Univ,China Jiliang Univ,Nanjing Univ,Collaborat Innovat Ctr Adv Microstruct,Tsinghua Univ,Lawrence Berkeley Natl Lab,SLAC Natl Accelerator Lab,Elettra Sincrotrone Trieste,Diamond Light Source,Gyeongsang Natl Univ,Univ Calif Berkeley,MIT,Frontier Sci Ctr Quantum Informat"
10.1021/acsaelm.4c01268,"ASTAR,Nanyang Technol Univ,Natl Univ Singapore"
10.1063/5.0060370,"Univ Colorado,NIST,Rigetti Comp,Maryland"
10.1063/1.4981904,"Univ Lancaster,Univ Manchester,Oxford Instruments NanoSci"
10.1126/sciadv.ado4032,"Polish Acad Sci,Aalto Univ"
10.1103/PhysRevApplied.20.024031,"Ames Natl Lab,Iowa State Univ,Rigetti Comp,Louisiana State Univ"
10.1103/PhysRevC.108.024313,"Univ Bielefeld,GSI Helmholtzzentrum Schwerionenforsch,Univ Washington,Inst Nucl Theory"
10.1103/PhysRevLett.111.110504,"Austrian Acad Sci,TU Wien,Univ Ulm,Univ Innsbruck"
10.1016/j.apsusc.2014.05.219,"Comenius Univ,Slovak Acad Sci"
10.1038/s41598-017-11670-7,"Royal Inst Technol,Univ Agder,Stockholm Univ"
10.1103/PhysRevB.104.205122,"Chinese Acad Sci,Univ Chinese Acad Sci,Songshan Lake Mat Lab"
10.1088/2058-9565/ad1ecf,"Univ Waterloo,MIT,Dartmouth Coll,Univ Southern Calif,Swiss Fed Inst Technol"
10.1103/PhysRevA.83.041801,"Univ Massachusetts,Louisiana State Univ"
10.1038/s41567-022-01844-0,"Univ Grenoble Alpes,Univ Konstanz,Aalto Univ"
10.1140/epjp/s13360-024-05473-9,"Yazd Univ,Nimruz Univ"
10.1103/PhysRevA.99.022323,"Forschungszentrum Julich,Rhein Westfal TH Aachen,IBM Res Zurich,Swiss Fed Inst Technol,Pfenning Meinig & Partner mbB"
10.1103/PhysRevApplied.17.034032,"Univ Cologne,Forschungszentrum Julich,IST Austria"
10.1038/ncomms6836,"Yale Univ,Forschungszentrum Julich"
10.1038/s41534-020-00348-0,"Chalmers Univ Technol,Univ Valencia,RMIT Univ"
10.1038/s41565-020-00814-y,"Univ Grenoble Alpes,Univ Lyon,Univ Estadual Campinas,Univ Nottingham"
10.1063/5.0102092,"Univ Calif Berkeley,Lawrence Berkeley Natl Lab"
10.1088/1361-6668/ad44e1,"Tsinghua Univ,Beijing Natl Res Ctr Informat Sci & Technol,Beijing Innovat Ctr Future Chips"
10.1103/PhysRevApplied.7.024028,"Nat Inst Stand & Technol,Raytheon BBN Technol"
10.1038/s42005-022-01017-8,"Inst Nanociencia & Mat Aragon CSIC UNIZAR,Univ Zaragoza,Ctr Astrobiol CSIC INTA,Univ Copenhagen,Univ Parma,UdR Parma,INFN,IMDEA Nanociencia"
10.1038/NMAT2781,"IBM Almaden Res Ctr,Tohoku Univ,Japan Sci & Technol Agcy,Japan Atom Energy Agcy"
10.1038/s41467-023-39249-z,"Royal Holloway Univ London,Chalmers Univ Technol,Google Res,Natl Phys Lab"
10.1103/PhysRevB.84.085121,"Univ British Columbia,Canadian Inst Adv Res"
10.1116/6.0002965,"CALTECH,Pasadena City Coll,Oxford Instruments Plasma Technol,Eindhoven Univ Technol"
10.1142/S0217979213500562,"Jiangxi Normal Univ,Key Lab Photoelectron & Telecommun Jiangxi Prov"
10.1103/PhysRevB.84.184528,"Scuola Normale Super Pisa,Ist NanoSci CNR,Politecn Torino,Rutgers State Univ,Univ Texas Austin"
10.1103/PhysRevA.84.012329,"Huazhong Univ Sci & Technol,Peking Univ"
10.1038/s41534-021-00382-6,"Harvard Univ,MIT,Univ Toronto,Vector Inst Artificial Intelligence,Canadian Inst Adv Res CIFAR Lebov"
10.1063/5.0029855,"Univ Colorado,NIST,Univ Calif Santa Barbara"
10.1088/0256-307X/41/3/038502,"Tsinghua Univ,Beijing Acad Quantum Informat Sci,Frontier Sci Ctr Quantum Informat,Hefei Natl Lab,Southern Univ Sci & Technol"
10.1103/PhysRevB.89.224510,"Univ Oxford All Souls Coll,Rudolf Peirels Ctr Theoret Phys"
10.1103/PhysRevB.87.064506,"CALTECH,Univ Calif Riverside,Sabanci Univ,Rhein Westfal TH Aachen"
10.1038/s41598-018-24449-1,"Aalto Univ,NIST,VTT Tech Res Ctr Finland Ltd,Univ Oulu,Loughborough Univ,Brown Univ"
10.1038/ncomms5119,"Natl Phys Lab,Univ London,Univ Paris 06,Univ Paris 07,Rutgers State Univ,Inst Microelect Technol & High Pur Mat"
10.1103/PhysRevB.84.060501,"Karlsruhe Inst Technol,RMIT Univ,Chalmers Univ Technol,DFG Ctr Funct Nanostruct CFN"
10.1103/PhysRevMaterials.7.L063201,"FNAL,Cornell Univ"
10.1088/1367-2630/aca87e,"Xi An Jiao Tong Univ,North China Univ Water Resources & Elect Power"
10.1103/PhysRevB.95.235305,"Microsoft Res,Univ Calif Santa Barbara,CALTECH,Univ Copenhagen,Heinrich Heine Univ,Weizmann Inst Sci"
10.1103/PhysRevLett.125.147702,"Univ Victoria,Univ Fed Rural Rio de Janeiro"
10.1103/PhysRevA.92.020301,"CEA Saclay,Aarhus Univ,Chinese Univ Hong Kong,Chinese Acad Sci,Tokyo Gas Co Ltd,Univ Tsukuba,Japan Atom Energy Agcy,Univ Paris 11,ENS Cachan"
10.1103/PhysRevLett.105.140501,"Yale Univ,Univ Oxford,Univ Calif Santa Barbara"
10.1103/PhysRevMaterials.7.086201,"Tsinghua Univ,Beijing Acad Quantum Informat Sci,Chinese Acad Sci,Hefei Natl Lab,Frontier Sci Ctr Quantum Informat,Southern Univ Sci & Technol"
10.1103/PhysRevLett.109.147205,"Max Planck Inst Quantum Opt,Univ Autonoma Barcelona"
10.1038/s41467-023-36799-0,"CALTECH,Univ Sydney"
10.1038/NPHYS4150,"Delft Univ Technol,Yale Univ,Univ Copenhagen"
10.1364/OPTICA.416264,"Chinese Acad Sci,Univ Chinese Acad Sci,Fuzhou Univ"
10.1007/s10909-024-03093-2,"HSE Univ,Russian Quantum Ctr,Landau Inst Theoret Phys"
10.1063/5.0203515,"VTT Tech Res Ctr Finland Ltd,Aalto Univ"
10.1103/PhysRevA.109.033723,"Tsinghua Univ,Beijing Natl Res Ctr Informat Sci & Technol"
10.1088/1361-6668/ab6179,"Chalmers Univ Technol,Natl Phys Lab"
10.1103/PhysRevB.100.134505,"Aalto Univ,Bayer Akad Wissensch,NIST,VTT Tech Res Ctr Finland Ltd,Univ Oulu"
10.1021/acsanm.0c02937,"Univ Electrocommun,Yamagata Univ"
10.1103/PhysRevApplied.15.064013,"Tokyo Univ Sci,RIKEN"
10.1063/1.4789310,"Amer Phys Soc,SUNY Stony Brook,NIST,Tsinghua Univ"
10.1038/s41534-022-00590-8,"Univ Waterloo,Northrop Grumman Corp,MIT,Univ Southern Calif,Lawrence Livermore Natl Lab"
10.1103/PhysRevB.99.035312,"Univ Maryland,Univ Chinese Acad Sci"
10.1109/TASC.2023.3263807,"INFN,Univ Modena & Reggio Emila,Inst Nanosci CNR NANO Modena,Inst Nanosci CNR NANO,Loughborough Univ,Italys Natl Metrol Inst,CNR,Ruhr Univ Bochum,Leibniz Inst Photon Technol,Univ Campania L Vanvitelli,Karlsruhe Inst Technol"
10.1038/s41467-024-50173-8,"Univ Calif Berkeley,Lawrence Berkeley Natl Lab,Pacific Northwest Natl Lab,Argonne Natl Lab,Univ Chicago,Univ Massachusetts Amherst,Queens Univ,TRIUMF,Florida State Univ,Natl High Magnet Field Lab,Univ Toronto,SLAC Natl Accelerator Lab,Texas A&M Univ,Northwestern Univ,Univ Zurich,High Energy Accelerator Res Org KEK,Univ Michigan"
10.1002/advs.202300921,"Princeton Univ,Brookhaven Natl Lab,NIST"
10.1038/s41467-024-54389-6,"Berg Univ Wuppertal,Leibniz Inst Solid State & Mat Res IFW Dresden,CNEA CONICET,Univ Nacl Cuyo,Bar Ilan Univ,Tech Univ Dresden,Univ Amsterdam"
10.1038/s41467-022-29634-5,"Univ Copenhagen,Univ Chinese Acad Sci,Jozef Stefan Inst,Univ Ljubljana"
10.1038/s41598-022-20172-0,"Natl Inst Adv Ind Sci & Technol,Fujitsu Res,Yokohama Natl Univ"
10.1038/s41467-024-53077-9,"ZJU Hangzhou Global Sci & Technol Innovat Ctr,Zhejiang Key Lab Micronano Quantum Chips & Quantum,Tsinghua Univ,Hefei Natl Lab,NIST,Univ Maryland,QuEra Comp Inc,Colorado Sch Mines,Harvard Univ,Iowa State Univ,Ames Natl Lab,Harvard Smithsonian Ctr Astrophys,Shanghai Qi Zhi Inst"
10.1103/PhysRevA.99.053421,"Natl Univ Singapore,Nanyang Technol Univ,Atominst TU Wien,Univ Teknol Malaysia"
10.1016/j.physa.2021.126852,"Natl Inst Technol,SASTRA Deemed Univ"
10.1063/1.4952721,"Keio Univ,Natl Inst Mat Sci,Gunma Univ,JST PRESTO"
10.1103/PhysRevA.85.020302,"Univ Maryland,Stanford Univ"
10.1021/acsanm.3c05111,"Sandia Natl Labs,William & Mary,Lawrence Livermore Natl Lab"
10.1007/s11128-015-1185-8,"S China Normal Univ,Anhui Xinhua Univ,Nanjing Univ,Univ Elect Sci & Technol China,West Anhui Univ"
10.1109/TASC.2024.3355024,"Leibniz Inst Photon Technol,FLUXONICS eV,Supracon AG,Tech Univ Ilmenau,CiS Forschungsinst Mikrosensor GmbH"
10.1088/1367-2630/ab52d7,"Univ Zaragoza,Fdn ARAID"
10.1103/PhysRevA.100.022124,"Natl Univ Singapore,Nanyang Technol Univ"
10.1063/5.0189597,"NYU,Cornell Univ,DEVCOM Army Res Lab"
10.1103/PhysRevA.88.043806,"Univ Sherbrooke,Univ Calgary,ETH"
10.1088/0953-2048/26/3/035004,"CNR,Univ Naples Federico II,Univ Politecn Marche,Portici Res Ctr"
10.1103/PhysRevApplied.18.064003,"Delft Univ Technol,SRON Netherlands Inst Space Res"
10.1126/sciadv.aao0043,"Jozef Stefan Inst,Ctr Excellence Nanosci & Nanotechnol Nanoctr,Univ Antwerp,Jozef Stefan Int,Univ Ljubljana,Ecole Polytech Fed Lausanne"
10.1109/TASC.2010.2089403,"Univ Colorado,Natl Inst Stand & Technol"
10.1103/PhysRevLett.106.060401,"Univ Calif Santa Barbara,Zhejiang Univ,NEC Corp Ltd"
10.1063/1.4977194,"Lawrence Livermore Natl Lab,San Francisco State Univ"
10.1038/s41534-018-0078-y,"Aalto Univ,Swiss Fed Inst Technol,Moscow Inst Phys & Technol,LD Landau Inst Theoret Phys RAS"
10.1103/PhysRevA.99.052316,"Ecole Polytech Fed Lausanne,IBM Res GmbH,Swiss Fed Inst Technol"
10.1103/PhysRevApplied.16.064041,"Tokyo Univ Sci,RIKEN"
10.1088/1367-2630/14/5/055005,"Austrian Acad Sci,Univ Innsbruck"
10.1103/PhysRevA.87.022320,"Hangzhou Normal Univ,E China Normal Univ,Fuzhou Univ,Univ Kansas"
10.1103/PhysRevApplied.14.064038,"Delft Univ Technol,Microsoft Quantum Lab Delft,Univ Illinois,Netherlands Org Appl Sci Res TNO,Univ Copenhagen,Microsoft Quantum Mat Lab Copenhagen"
10.1103/PhysRevB.94.224510,"RIKEN,NTT Corp,Univ Michigan"
10.1088/1361-6668/ac64cd,"Forschungszentrum Julich,Rhein Westfal TH Aachen"
10.1063/5.0048621,"NIST,Univ Colorado,Bluefors Oy,Fermilab Natl Accelerator Lab,Univ Wisconsin"
10.1002/pssb.202300004,"Shandong Inspur Artificial Intelligence Res Inst C,Nanjing Univ"
10.1038/s41467-023-37511-y,"Chinese Acad Sci,Univ Chinese Acad Sci,Univ Calif Santa Barbara,Beijing Acad Quantum Informat Sci,Hefei Natl Lab,Songshan Lake Mat Lab"
10.1038/s41565-021-00894-4,"MIT,Natl Inst Mat Sci"
10.1038/s41598-023-34051-9,"Bauman Moscow State Tech Univ,VNIIA"
10.1103/PhysRevLett.128.197701,"Univ Cambridge,Quantum Motion Technol,Hitachi Cambridge Lab,CEA Grenoble"
10.1103/PhysRevLett.121.047001,"Yale Univ,QuTech,Delft Univ Technol,Univ Copenhagen"
10.1103/PhysRevA.84.053846,"Tsinghua Univ,Inst Appl Phys & Computat Math,Chinese Acad Sci,Tsinghua Natl Lab Informat Sci & Technol"
10.1007/s11433-011-4280-6,"Hunan Inst Humanities Sci & Technol,Chinese Acad Sci"
10.21468/SciPostPhys.7.4.050,"Microsoft Corp,Univ Calif Santa Barbara,Delft Univ Technol"
10.1126/science.aba5211,"Univ Calif Santa Barbara,Univ Pittsburgh,Eindhoven Univ Technol,Univ Grenoble Alpes"
10.1063/5.0029351,"NIST,Univ Colorado"
10.1126/science.aaa8525,"Univ Calif Berkeley,MIT,King Abdulaziz Univ"
10.1103/PhysRevB.92.014516,"Moscow MV Lomonosov State Univ,Lukin Sci Res Inst Phys Problems,State Univ,RAS,Lobachevsky State Univ Nizhni Novgorod,Nizhny Novgorod State Tech Univ Na RE Alekseev,Leibniz Inst Photon Technol,Chalmers Univ Technol"
10.1103/PhysRevLett.120.150401,"Saarland Univ,Weizmann Inst Sci"
10.1063/5.0088094,"Nanjing Univ,Southern Univ Sci & Technol,Int Quantum Acad"
10.1103/PhysRevA.96.022304,"Fuzhou Univ,Harbin Inst Technol"
10.1103/PhysRevLett.125.170503,"Univ Sci & Technol China,Shanghai Res Ctr Quantum Sci,NTT Basic Res Labs,Res Ctr Theoret Quantum Phys,Natl Inst Informat,TU Wien"
10.1051/epjap/2017170297,"Univ Calif San Diego,Aalto Univ"
10.1038/s41928-018-0055-7,"Univ Grenoble Alpes,Univ Paris Saclay,Univ Sherbrooke"
10.1088/1612-2011/13/8/085202,"Prince Sattam Bin Abdulaziz Univ,Assiut Univ"
10.1038/s41467-017-02608-8,"Karlsruhe Inst Technol,Natl Univ Sci & Technol MISIS,Moscow Inst Phys & Technol,Leibniz Inst Photon Technol,Inst for Basic Sci Korea,Univ London Egham"
10.1103/PhysRevLett.116.107002,"Rutgers State Univ,Univ Massachusetts,CNRS"
10.1021/acs.nanolett.3c04990,"Tata Inst Fundamental Res,Natl Inst Mat Sci"
10.1103/PhysRevApplied.20.014034,"IMEC,Katholieke Univ Leuven"
10.1038/s41598-022-21256-7,"Univ Maryland,Ben Gurion Univ Negev,Karlsruhe Inst Technol,Lawrence Livermore Natl Lab,Tulane Univ"
10.1063/5.0035945,"Univ Chicago,Argonne Natl Lab,Univ Calif Santa Barbara,Univ Claude Bernard,Univ Grenoble Alpes"
10.1109/TASC.2023.3254485,"SKKU Adv Inst Nano Technol,Korea Res Inst Stand & Sci"
10.1103/PhysRevX.12.011005,"MIT,Chalmers Univ Technol,Duke Univ"
10.1103/PhysRevApplied.14.054019,"Forschungszentrum Julich,Rhein Westfal TH Aachen,RIKEN,Univ Warwick"
10.1103/PhysRevApplied.18.L031001,"Univ Buffalo,Norwegian Univ Sci & Technol"
10.1038/s41467-023-39064-6,"Chinese Acad Sci,Univ Chinese Acad Sci,Tianjin Univ,RIKEN,Northwest Univ,Beijing Acad Quantum Informat Sci,Songshan Lake Mat Lab,Hefei Natl Lab"
10.1063/5.0069549,"Lawrence Berkeley Natl Lab,Kings Coll London,Univ Calif Berkeley,NIST"
10.1038/srep16036,"Univ Parma,Univ Pavia,Princeton Univ"
10.1103/PhysRevB.106.174506,"Univ Trieste,Ist Nazl Fis Nucl,CNR IOM DEMOCRITOS Simulat Ctr,CNR"
10.1063/1.4919759,"NIST,Univ Colorado"
10.1002/andp.201700402,"Beijing Normal Univ,King Abdulaziz Univ,Tianjin Polytech Univ,Quaid I Azam Univ"
10.1103/PhysRevA.104.022405,"Chinese Acad Sci,Univ Chinese Acad Sci,Beihang Univ,Songshan Lake Mat Lab"
10.1126/sciadv.aba4935,"Chinese Acad Sci,Zhejiang Univ,RIKEN Cluster Pioneering Res,Univ Michigan,UCAS"
10.1103/PhysRevX.6.011032,"Princeton Univ,CUNY,Ecole Normale Super,Katholieke Univ Leuven"
10.1103/PhysRevApplied.21.064029,"Louisiana State Univ,Cornell Univ"
10.1103/PhysRevB.99.144304,"Inst Fis UFRGS,Aarhus Univ"
10.1088/0953-2048/28/2/025009,"Karlsruhe Inst Technol,Natl Univ Sci & Technol MISIS,Russian Quantum Ctr,Russian Acad Sci,State Univ"
10.1007/s10773-011-0984-7,"Anhui Univ,Fu Yang Normal Coll"
10.1021/acsnano.6b06553,"Natl Chiao Tung Univ,IBM Thomas J Watson Res Ctr"
10.1103/PRXQuantum.5.030315,"Swiss Fed Inst Technol,Univ British Columbia,Univ Chicago,IBM TJ Watson Res Ctr"
10.1016/j.aop.2015.07.005,"Rhein Westfal TH Aachen,Forschungszentrum Julich"
10.1103/PhysRevApplied.21.064052,"Univ Calgary,Univ Alberta,UNSW Sydney"
10.1038/s41598-023-42332-6,"Bauman Moscow State Tech Univ,Dukhov Automat Res Inst VNIIA"
10.1088/1361-6668/aaf048,"Univ Calif Santa Barbara,Google"
10.1038/s41534-021-00478-z,"Zapata Comp,MIT,IBM TJ Watson Res Ctr"
10.1103/PhysRevB.96.064504,"Karlsruhe Inst Technol,Natl Univ Sci & Technol MISIS"
10.1007/s10946-016-9541-4,"Russian Acad Sci,State Univ"
10.1088/1612-202X/acb043,"Sohag Univ,Univ Chinese Acad Sci,Inst Res Fundamental Sci IPM,Saeeds Quantum Informat Grp"
10.1103/PhysRevB.98.155313,"Univ Paris Diderot,Chalmers Univ Technol,Univ Colorado"
10.1038/s41467-023-44111-3,"RIKEN,Tokyo Univ Sci,Osaka Univ,Purdue Univ,Nagoya Univ"
10.1103/PhysRevB.86.024514,"Rutgers State Univ,Argonne Natl Lab"
10.1038/s41567-023-01999-4,"Univ Grenoble Alpes,Inst RadioAstron Millimetr IRAM"
10.1038/s41567-023-02076-6,"CALTECH,IBM Res Almaden"
10.1103/PhysRevB.104.054504,"Bhabha Atom Res Ctr,Homi Bhabha Natl Inst"
10.1103/PhysRevB.84.024524,"Inst Max Von Laue Paul Langevin,Univ Grenoble 1,CNRS,DIPC,Natl Inst Adv Ind Sci & Technol,JST CREST,Univ Twente,Moscow MV Lomonosov State Univ,Ctr Mixto CSIC UPV EHU"
10.1103/PhysRevLett.116.167002,"Lab Phys Sci,Univ Maryland,Tulane Univ"
10.7566/JPSJ.91.064004,"Natl Inst Adv Ind Sci & Technol,Keio Univ"
10.1103/PhysRevA.91.062309,"Univ Georgia,Univ Calif Santa Barbara,Univ Calif Davis,Georgia Regents Univ"
10.1103/PhysRevApplied.14.061001,"Univ Calif Santa Barbara,Univ Chicago,Argonne Natl Lab,Univ Claude Bernard,Univ Grenoble Alpes,Google"
10.1103/PhysRevA.96.052330,"Beijing Normal Univ,King Abdulaziz Univ,Qingdao Univ Technol,Tsinghua Univ,Quaid I Azam Univ"
10.1038/s41467-023-36760-1,"Los Alamos Natl Lab,D Wave Quantum Inc,Univ Toronto,Univ Waterloo"
10.1088/0031-8949/82/06/065010,"Dalian Univ Technol,Liaoning Normal Univ"
10.1103/PhysRevB.105.085424,"Beijing Acad Quantum Informat Sci,Tsinghua Univ,Frontier Sci Ctr Quantum Informat,Beijing Computat Sci Res Ctr,Huazhong Univ Sci & Technol"
10.1103/PhysRevA.98.042337,"Ctr Atom Bariloche,Inst Balseiro"
10.1063/1.5124967,"Karlsruhe Inst Technol,Univ Zaragoza,Ist Nazl Fis Nucl,Natl Univ Sci & Technol MISIS,Forschungszentrum Julich"
10.1364/OE.22.024497,"Univ Calgary,NIST,CALTECH"
10.1007/s10909-019-02265-9,"Ist Nazl Fis Nucl,Forschungszentrum Julich,Karlsruhe Inst Technol,Univ Milano Bicocca,Sapienza Univ Roma,Univ Zaragoza,Fdn ARAID,Univ South Carolina"
10.1103/PhysRevLett.122.247401,"Univ PSL,Montana State Univ,Univ Calgary"
10.1103/PhysRevApplied.12.054015,"Rigetti Comp,Microsoft Res"
10.1063/1.4918775,"Lab Phys Sci,Univ Maryland,Tulane Univ"
10.1007/s10762-024-00966-1,"Phys Tech Bundesanstalt,VTT Tech Res Ctr Finland Ltd"
10.1038/s41467-022-34851-z,"Univ Calif Berkeley,Lawrence Berkeley Natl Lab,Keysight Technol Canada"
10.1038/s41567-024-02529-6,"Zhejiang Univ,Tsinghua Univ,Nankai Univ,Hefei Natl Lab,Shanghai Qi Zhi Inst"
10.1109/TASC.2023.3241270,"Natl Inst Informat & Commun Technol,Tohoku Univ,Nagoya Univ,Natl Inst Adv Ind Sci & Technol"
10.1038/s41467-024-49648-5,"CALTECH,ASTAR,MIT,Natl Univ Singapore"
10.1103/PRXQuantum.2.030341,"Boston Univ,ResearchPULSE LLC,MIT"
10.1038/s41928-021-00680-z,"Aalto Univ,Huazhong Univ Sci & Technol,IQM,Finland Ltd,Nankai Univ"
10.1109/TASC.2022.3145782,"Univ Salerno,Ist Nazl Fis Nucl,CNR SPIN Salerno Sect,Univ Sannio,Univ Milano Bicocca,Univ Salento,INRiM Ist Nazl Ric Metrol,Politecn Torino,Univ Trento,Fdn Bruno Kessler,CNR IFN,CNR INO,Inst Basic Sci IBS,Korea Adv Inst Sci & Technol KAIST,Univ Roma Tre"
10.1002/prop.201700080,"Al Azhar Univ,Univ Sci & Technol,Appl Sci Univ,Texas A&M Univ"
