DOI,gate,noise,silicon,electron,state,field,quantum dot,donor,charge,control,hole,couple,photon,fidelity,interaction,exchange,dot,valley,relaxation,orbit,center,readout,entanglement,decoherence,coherence,resonator,measurement,phase,device,semiconductor,sequence,bath,frequency,error,diamond,information,resonance,scheme,temperature,transition,ion,energy,cavity,dynamic,order,environment,singlet,phonon,architecture,structure,parameter,triplet,interface,metal,distance,complex,molecule,regime,level,vacancy,computation,microwave,function
10.1103/PhysRevA.96.042337,1.78,0.0,0.0,0.0,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.98
10.1103/PhysRevB.96.045302,2.67,0.0,2.85,1.41,0.64,0.93,1.56,0.0,1.53,0.0,0.0,2.07,0.0,0.0,0.0,0.0,0.0,2.67,0.0,1.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.67,1.51,0.0,0.0,7.45,0.0,0.0,0.0,11.27,0.0,0.0,1.98,0.0,1.85,0.0,0.0,1.61,0.0,0.0,0.0,0.0,0.0,0.0,2.21,0.0,2.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.98
10.1103/PhysRevB.96.241410,0.0,0.0,0.0,0.71,1.29,0.0,1.56,0.0,0.0,0.0,0.0,0.0,8.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25,1.8,0.0,0.0,1.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.85,0.0,0.0,0.0,0.0,4.38,0.0,0.0,0.0,0.0,4.42,2.48,0.0,0.0,0.0,5.48,0.0,0.0,0.0,0.0,0.0,0.0
10.1021/acs.jpclett.7b01376,0.0,0.0,0.0,0.0,1.29,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.23,8.23,2.17,2.15,0.0,0.0,0.0,0.0
10.1088/1361-648X/aa7f86,0.0,0.0,0.0,0.0,0.0,0.93,2.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.16,0.0,3.08,0.0,0.0,5.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1103/PhysRevB.95.195316,0.0,0.0,0.0,0.71,0.0,2.8,1.56,0.0,0.0,2.44,16.99,1.03,0.0,0.0,3.12,3.58,1.54,0.0,0.0,3.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.19,0.0,0.0,0.0,0.0,2.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.98
10.1103/PhysRevLett.118.167204,0.0,0.0,0.0,0.71,0.64,1.86,0.0,0.0,0.0,4.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.73,0.0,4.17,1.47,5.64,0.0,0.0,1.98,0.0,0.0,0.0,0.0,0.0,4.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.21,0.0,2.45,0.0
10.1103/PhysRevB.95.075403,0.89,0.0,5.69,0.71,0.64,1.86,2.34,0.0,0.0,2.44,0.0,2.07,0.0,0.0,0.0,0.0,0.0,2.67,0.0,1.99,0.0,0.0,2.25,0.0,0.0,0.0,0.0,0.0,0.0,1.51,0.0,0.0,1.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.98
10.1103/PhysRevA.96.012307,7.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.17,0.0,0.0
10.1016/j.optcom.2017.01.056,0.0,0.0,0.0,0.71,2.58,0.0,1.56,0.0,0.0,0.0,0.0,0.0,6.26,1.42,3.12,0.0,0.0,0.0,0.0,0.0,1.99,0.0,13.52,0.0,0.0,0.0,3.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.47,0.0,3.82,0.0,0.0,0.0,0.0,18.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1007/s11128-016-1480-z,0.89,0.0,0.0,0.71,2.58,0.0,1.56,0.0,0.0,1.22,0.0,0.0,0.0,0.0,0.0,1.79,1.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.95,0.0,0.0,0.0,2.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1021/acs.nanolett.7b01796,0.89,0.0,2.85,1.41,3.22,0.0,0.0,0.0,6.11,1.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.98,0.0,0.0,0.0,4.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.17,1.47,0.0,0.0,0.0,0.0,2.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.21,0.0,0.0,0.0
10.1103/PhysRevA.96.042108,0.0,5.42,0.0,0.0,0.0,0.93,0.0,0.0,0.0,0.0,0.0,1.03,0.0,0.0,1.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,2.93,0.0,1.54,0.0,0.0,0.0,2.37,0.0,0.0,0.0,0.0,1.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1134/S1070328417040066,0.0,0.0,0.0,0.71,1.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.04,3.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.85,0.0,0.0,1.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.28,0.0,0.0,0.0,0.0,0.0,8.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1088/1367-2630/aa7faf,3.56,4.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.85,1.04,0.0,0.0,0.0,0.0,1.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1038/ncomms15923,5.34,4.07,0.0,0.0,0.64,0.93,0.78,0.0,6.11,0.0,0.0,0.0,0.0,1.42,1.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.61,1.46,0.0,0.0,0.0,0.0,0.0,2.37,0.0,0.0,0.0,0.0,0.0,0.0,3.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1038/NNANO.2017.154,0.89,0.0,4.27,1.41,0.0,2.8,0.0,12.27,0.0,2.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.48,0.0,0.0,1.67,1.51,0.0,0.0,1.86,0.0,0.0,1.47,1.88,1.91,0.0,1.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.74,0.0,4.29,0.0,0.0,0.0,0.0
10.1063/1.5004147,0.0,0.0,0.0,0.0,3.22,0.0,0.78,0.0,0.0,0.0,0.0,0.0,4.17,0.0,0.0,0.0,1.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.51,0.0,0.0,0.0,0.0,0.0,2.95,0.0,1.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1103/PhysRevB.95.245422,2.67,0.0,0.0,0.0,0.0,0.0,1.56,0.0,1.53,0.0,0.0,2.07,0.0,0.0,1.04,0.0,1.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.19,0.0,0.0,0.0,0.0,2.21,0.0,0.0,4.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1103/PhysRevB.96.235434,0.0,0.0,1.42,1.41,0.0,1.86,2.34,0.0,1.53,0.0,0.0,7.24,12.52,0.0,1.04,0.0,0.0,0.0,0.0,0.0,0.0,2.21,2.25,0.0,0.0,0.0,0.0,0.0,0.0,1.51,0.0,0.0,1.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.96,0.0,0.0,0.0,2.35,0.0,0.0,0.0,0.0,0.0,0.0,2.45,0.0
10.1103/PhysRevB.96.245426,0.0,0.0,0.0,0.0,0.0,0.93,0.78,0.0,0.0,3.65,7.28,1.03,0.0,2.85,0.0,0.0,1.54,0.0,0.0,0.0,0.0,4.42,0.0,0.0,0.0,0.0,0.0,2.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1103/PhysRevB.95.045414,0.0,0.0,0.0,1.41,1.93,0.0,0.78,0.0,7.64,0.0,0.0,1.03,0.0,0.0,1.04,0.0,0.0,0.0,2.15,0.0,0.0,2.21,0.0,0.0,0.0,2.48,0.0,0.0,0.0,0.0,0.0,0.0,3.73,0.0,0.0,0.0,0.0,0.0,1.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.98
10.1088/1367-2630/aa695f,0.0,0.0,0.0,0.71,0.64,3.73,0.0,0.0,0.0,0.0,9.71,1.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.51,0.0,0.0,1.86,0.0,0.0,0.0,5.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.61,0.0,0.0,0.0,0.0,0.0,1.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.98
10.1103/PhysRevLett.118.216802,3.56,5.42,0.0,0.0,0.0,0.0,0.78,0.0,3.05,9.74,0.0,0.0,0.0,1.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,2.93,0.0,0.0,0.0,0.0,1.51,0.0,0.0,0.0,0.0,0.0,1.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.61,0.0,6.56,0.0,0.0,0.0,0.0,6.63,0.0,0.0,0.0,0.0,0.0,0.0,2.15,0.0,0.0,0.0,0.0
10.1103/PhysRevA.96.052321,0.0,5.42,0.0,0.0,3.22,0.0,0.0,0.0,4.58,0.0,0.0,0.0,0.0,1.42,0.0,0.0,0.0,0.0,2.15,0.0,0.0,11.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.51,0.0,0.0,0.0,2.23,0.0,0.0,0.0,5.73,0.0,1.98,0.0,0.0,0.0,2.09,1.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1103/PhysRevB.96.180408,0.0,0.0,0.0,0.71,0.0,2.8,0.0,0.0,0.0,0.0,0.0,1.03,0.0,0.0,0.0,0.0,1.54,0.0,0.0,3.99,0.0,0.0,0.0,7.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,1.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.98
10.1038/s41467-017-01905-6,0.89,0.0,2.85,0.71,0.64,0.93,0.78,0.0,1.53,1.22,0.0,0.0,0.0,1.42,1.04,1.79,0.0,0.0,0.0,0.0,0.0,2.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.71,0.0,0.0,0.0,0.0,0.0,4.8,0.0,0.0,0.0,2.48,2.28,0.0,0.0,0.0,0.0,0.0,0.0,2.17,2.45,0.0
10.1063/1.4984745,0.0,0.0,0.0,2.82,0.0,0.0,2.34,0.0,3.05,1.22,0.0,0.0,0.0,0.0,0.0,1.79,3.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,0.0,0.0,0.0,0.0,0.0
10.1103/PhysRevB.95.205420,4.45,0.0,0.0,0.0,0.64,0.0,0.0,0.0,0.0,1.22,0.0,2.07,4.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.97,0.0,0.0,0.0,2.93,0.0,0.0,6.38,0.0,0.0,0.0,0.0,1.86,0.0,4.17,0.0,0.0,0.0,0.0,1.98,0.0,0.0,13.53,0.0,1.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.21,2.17,0.0,0.0
10.1007/s00723-016-0857-6,0.0,0.0,0.0,2.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.04,0.0,0.0,0.0,4.29,0.0,0.0,0.0,0.0,0.0,1.46,0.0,1.54,2.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.21,2.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1016/j.chaos.2017.03.029,0.0,0.0,0.0,0.0,0.0,0.0,1.56,0.0,0.0,0.0,0.0,1.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.97,1.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.95,0.0,3.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.17,0.0,0.0
10.1016/j.physleta.2017.01.052,0.0,0.0,0.0,2.82,1.93,0.0,1.56,0.0,0.0,0.0,0.0,0.0,6.26,1.42,1.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.55,0.0,0.0,0.0,0.0,10.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1007/s11128-016-1499-1,1.78,0.0,0.0,0.0,1.29,0.93,0.0,0.0,0.0,0.0,0.0,2.07,2.09,1.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.17,0.0,0.0,0.0,3.7,0.0,0.0,0.0,2.71,2.09,0.0,0.0,0.0,0.0,2.4,0.0,0.0,0.0,12.41,0.0,0.0,0.0,0.0,2.17,0.0,2.21,0.0,0.0,0.0
10.1016/j.commatsci.2016.12.032,0.0,0.0,0.0,0.0,1.29,0.93,0.0,0.0,1.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.97,0.0,0.0,0.0,1.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.91,0.0,1.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.28,0.0,2.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1002/anie.201706181,0.0,0.0,0.0,0.0,0.0,0.93,0.0,0.0,0.0,0.0,0.0,1.03,0.0,0.0,0.0,0.0,0.0,0.0,2.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.47,0.0,1.91,0.0,0.0,0.0,1.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.74,0.0,2.15,0.0,0.0,0.0,0.0
10.1038/s41598-017-12217-6,0.0,0.0,0.0,0.0,0.64,0.0,2.34,0.0,1.53,0.0,0.0,2.07,0.0,0.0,0.0,0.0,1.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.54,0.0,0.0,1.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.43,3.21,2.23,0.0,0.0,0.0,0.0,1.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1103/PhysRevB.96.195424,5.34,6.78,0.0,0.0,0.0,1.86,0.0,0.0,1.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.93,0.0,0.0,0.0,0.0,0.0,21.37,0.0,1.86,2.23,0.0,0.0,0.0,1.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.38,0.0,0.0,0.0,0.0,4.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.95
10.1103/PhysRevA.96.012318,0.0,8.13,0.0,0.71,0.0,0.0,1.56,0.0,6.11,7.31,0.0,0.0,0.0,0.0,2.08,3.58,4.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.85,0.0,0.0,0.0,0.0,4.38,0.0,0.0,0.0,0.0,4.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.98
10.1038/NNANO.2016.170,2.67,5.42,0.0,0.71,0.0,0.0,2.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.04,1.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.39,0.0,0.0,0.0,0.0,0.0,2.37,0.0,7.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.61,2.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1103/PhysRevLett.118.177702,0.0,1.36,0.0,0.71,0.0,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.74,7.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.21,2.23,2.19,0.0,0.0,0.0,0.0,2.21,0.0,0.0,0.0,0.0,0.0,4.33,0.0,0.0,0.0,0.0,0.0
10.1103/PhysRevB.96.125416,0.0,0.0,0.0,0.0,1.93,0.93,0.0,0.0,0.0,0.0,0.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.55,3.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.29,0.0,0.0,0.0,0.0
10.1038/nmat4959,0.0,0.0,0.0,1.41,1.29,0.0,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.46,0.0,3.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.47,0.0,0.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1103/PhysRevLett.119.233602,0.0,1.36,0.0,0.0,2.58,0.0,0.0,0.0,0.0,0.0,0.0,1.03,0.0,0.0,1.04,0.0,0.0,0.0,0.0,0.0,3.99,2.21,0.0,0.0,0.0,7.45,0.0,2.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.91,0.0,1.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.17,0.0,0.0,0.0,0.0,0.0
10.1103/PhysRevB.95.201304,0.0,0.0,0.0,0.0,0.64,0.93,1.56,0.0,0.0,1.22,2.43,0.0,0.0,1.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.21,0.0,0.0,0.0,0.0,4.61,0.0,1.67,0.0,2.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.98,0.0,1.85,0.0,0.0,1.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.98
10.1103/PhysRevA.96.012309,0.0,1.36,0.0,0.71,1.29,0.0,2.34,0.0,0.0,0.0,0.0,2.07,0.0,0.0,0.0,0.0,0.0,2.67,0.0,3.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.52,0.0,0.0,0.0,15.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.61,0.0,0.0,0.0,0.0,2.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.17,0.0,0.0
10.1103/PhysRevB.95.165429,0.0,1.36,0.0,0.0,2.58,1.86,1.56,0.0,0.0,0.0,0.0,0.0,6.26,0.0,0.0,0.0,0.0,18.69,0.0,7.98,0.0,0.0,0.0,0.0,1.46,0.0,0.0,2.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.64,0.0,0.0,15.82,0.0,1.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.45,0.0
10.1103/PhysRevA.95.052325,2.67,0.0,0.0,2.12,2.58,0.0,0.78,0.0,0.0,0.0,0.0,2.07,0.0,0.0,4.16,8.95,4.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.91,0.0,0.0,0.0,7.39,0.0,0.0,0.0,0.0,6.56,0.0,0.0,0.0,1.96,4.42,0.0,0.0,4.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.95
10.1038/s41467-017-01993-4,0.0,0.0,2.85,0.71,3.87,0.0,0.0,0.0,10.69,2.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.21,0.0,0.0,1.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.85,0.0,0.0,0.0,0.0,0.0,1.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.21,0.0,0.0,0.0
10.1021/acs.nanolett.7b00927,1.78,0.0,0.0,0.71,1.29,0.0,1.56,0.0,4.58,0.0,0.0,1.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.54,4.25,1.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.64,0.0,0.0,0.0,0.0,1.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7,0.0,0.0,0.0,8.58,0.0,0.0,0.0,0.0
10.1134/S0012500817030053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.28,0.0,0.0,2.74,0.0,0.0,0.0,0.0,0.0,0.0
10.1103/PhysRevLett.118.067701,0.89,0.0,0.0,0.0,0.0,0.0,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.04,0.0,0.0,0.0,0.0,1.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.71,0.0,0.0,0.0,2.19,15.62,0.0,0.0,0.0,2.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
