DOI,quantum dot,gate,field,entanglement,electron,noise,state,interaction,couple,valley,exchange,decoherence,control,donor,charge,silicon,hole,dot,coherence,relaxation,photon,device,temperature,dynamic,measurement,resonance,frequency,phase,semiconductor,information,singlet,fidelity,scheme,bath,pulse,triplet,diamond,transition,orbit,order
10.1016/j.cap.2014.06.017,0.0,0.0,0.0,0.0,2.66,0.0,1.07,0.0,0.0,0.0,0.0,0.0,1.41,9.58,0.0,0.0,0.0,0.0,0.0,0.0,4.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.16,0.0,0.0
10.1209/0295-5075/107/67004,0.79,0.0,4.81,5.59,0.53,0.0,0.0,1.13,0.0,0.0,0.0,1.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1126/science.1253512,0.0,0.0,0.0,3.72,0.53,0.0,1.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.36,0.0,0.0,0.0,1.63,0.0,0.0,0.0,0.0,3.03,0.0,1.86,0.0,0.0,0.0,0.0,4.27,0.0,0.0,0.0
10.1063/1.4868107,0.79,2.0,0.0,0.0,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,3.68,0.0,0.0,0.0,0.0,5.79,0.0,0.0,0.0,0.0,0.0,1.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1088/0253-6102/61/2/06,0.0,2.0,0.0,0.0,0.0,1.86,0.0,1.13,1.17,0.0,0.0,2.83,0.0,0.0,0.0,0.0,0.0,3.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.93,0.0,0.0,0.0,0.0,1.86,1.88,0.0,0.0,0.0,0.0,2.16,0.0,0.0
10.1103/PhysRevA.90.042327,0.0,3.0,0.0,0.0,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.84,0.0,0.0,2.36,0.0,0.0,0.0,0.0,0.0,0.0,7.07,0.0,0.0,0.0,1.86,5.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1038/srep07551,0.79,3.0,0.0,0.0,1.59,0.0,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.61,0.0,0.0,0.0,1.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1038/ncomms5870,0.0,4.0,0.0,0.0,0.0,1.86,1.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.76,0.0,0.0,0.0,0.0,0.0,0.0,2.14,0.0,0.0,0.0,0.0,4.72,0.0,0.0,0.0,5.59,0.0,0.0,0.0,0.0,2.14,0.0,0.0,0.0
10.1038/ncomms5822,0.0,0.0,0.0,0.0,0.53,0.0,0.0,0.0,0.0,0.0,0.0,7.07,2.83,2.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.88,12.36,4.16,0.0,0.0,0.0,0.0,1.68
10.1103/PhysRevLett.112.116802,1.57,1.0,0.0,0.0,0.53,0.0,1.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.63,0.0,0.0,0.0,1.52,0.0,1.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1103/PhysRevA.90.022320,0.0,3.0,0.0,3.72,0.53,0.0,0.54,3.38,0.0,0.0,6.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1103/PhysRevA.89.022310,0.0,8.99,0.96,0.0,0.0,9.31,0.0,0.0,0.0,0.0,2.08,0.0,1.41,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.32,1.86,0.0,0.0,4.16,8.78,0.0,0.0,0.0,0.0
10.1103/PhysRevB.89.085314,0.0,6.99,0.0,0.0,0.0,1.86,0.0,0.0,1.17,0.0,8.32,0.0,0.0,0.0,0.0,0.0,0.0,1.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.68
10.1039/c3nr04114j,1.57,0.0,0.0,0.0,0.0,0.0,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.23,0.0,0.0,0.0,0.0,2.14,0.0,0.0,0.0,0.0,0.0,1.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1103/PhysRevA.90.022118,0.79,0.0,4.81,0.0,1.06,5.59,0.0,1.13,1.17,0.0,0.0,5.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.47,0.0,0.0,0.0,0.0,0.0,3.26,1.93,4.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.22,0.0
10.1038/ncomms6156,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.13,0.0,0.0,0.0,2.83,1.41,0.0,0.0,0.0,0.0,0.0,3.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.55,2.08,0.0,0.0,2.47,0.0,2.19,0.0,0.0,0.0,0.0
10.1038/ncomms5225,0.0,0.0,0.0,0.0,0.0,0.0,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.52,2.69,0.0,0.0,0.0,0.0,12.88,0.0,0.0,0.0,0.0,0.0,0.0,6.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1209/0295-5075/106/67008,1.57,1.0,0.0,0.0,0.53,0.0,2.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.19,0.0,0.0,3.23,0.0,0.0,0.0,0.0,0.0,0.0,1.63,0.0,0.0,9.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.49,0.0,0.0
10.1007/s10773-013-1944-1,0.0,0.0,0.0,3.72,0.0,0.0,0.54,0.0,2.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1016/j.optcom.2013.11.051,1.57,3.0,0.0,0.0,0.0,0.0,0.0,2.25,1.17,0.0,2.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.08,0.0,0.0,0.0,2.22,0.0
10.1038/NNANO.2014.175,1.57,0.0,0.96,0.0,0.0,3.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.0,2.14,0.0,0.0,1.63,1.93,0.0,1.72,0.0,0.0,0.0,0.0,0.0,4.16,0.0,0.0,2.16,0.0,0.0
10.1063/1.4867905,0.0,0.0,0.96,0.0,1.06,0.0,0.0,0.0,0.0,0.0,2.08,0.0,2.83,2.39,0.0,3.52,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,1.63,0.0,0.0,1.72,0.0,0.0,7.45,0.0,2.47,2.08,0.0,0.0,0.0,0.0,0.0
10.1002/cphc.201400029,0.0,2.0,1.93,0.0,0.0,0.0,3.22,0.0,0.0,0.0,0.0,1.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1103/PhysRevA.89.032305,0.0,1.0,0.0,1.86,1.59,0.0,1.07,1.13,0.0,0.0,0.0,0.0,0.0,0.0,4.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.88,0.0,0.0,0.0,0.0,0.0,6.67,0.0
10.1103/PhysRevB.90.045308,1.57,0.0,0.96,0.0,1.06,0.0,0.0,2.25,0.0,0.0,6.24,2.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.64,0.0,0.0,0.0,0.0,1.72,0.0,0.0,0.0,0.0,0.0,2.08,0.0,0.0,0.0,0.0,3.37
10.1103/PhysRevB.90.035415,0.0,2.0,1.93,0.0,2.13,0.0,0.0,0.0,2.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.26,1.93,0.0,0.0,1.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.22,0.0
10.1103/PhysRevA.89.062318,0.0,0.0,3.85,11.17,1.06,0.0,0.54,1.13,0.0,0.0,0.0,2.83,0.0,0.0,0.0,0.0,0.0,4.84,0.0,0.0,0.0,0.0,0.0,0.0,1.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.16,0.0,0.0
10.1038/NNANO.2014.216,2.36,2.0,0.0,0.0,1.59,0.0,0.0,0.0,2.34,0.0,2.08,0.0,4.24,0.0,0.0,1.76,0.0,0.0,3.19,0.0,0.0,0.0,0.0,0.0,0.0,3.26,1.93,0.0,1.72,0.0,0.0,7.45,1.88,0.0,0.0,0.0,2.14,0.0,0.0,1.68
10.1103/PhysRevLett.112.010502,0.0,0.0,3.85,0.0,0.0,0.0,0.0,2.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.64,0.0,0.0,7.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.19,0.0,0.0,0.0,0.0
10.1103/PhysRevLett.112.050502,0.0,5.99,0.0,0.0,0.53,1.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.86,1.88,0.0,0.0,0.0,2.14,0.0,0.0,1.68
10.1103/PhysRevLett.113.020506,0.0,4.0,0.0,0.0,0.53,0.0,0.54,1.13,1.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.14,0.0,0.0,3.26,0.0,9.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.27,2.16,0.0,0.0
10.1038/NPHYS2881,0.0,0.0,0.0,0.0,0.53,0.0,1.61,0.0,0.0,0.0,0.0,0.0,1.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.3,0.0,0.0,0.0,0.0,1.52,0.0,0.0,0.0,0.0,0.0,0.0,2.14,0.0,0.0,0.0
10.1016/j.physb.2013.09.031,0.0,0.0,0.0,0.0,0.53,3.72,0.0,0.0,0.0,0.0,0.0,2.83,0.0,0.0,0.0,0.0,0.0,0.0,4.79,0.0,0.0,0.0,4.27,0.0,1.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.08,0.0,0.0,0.0,0.0,0.0
10.1038/NNANO.2014.211,0.0,1.0,0.0,0.0,2.13,3.72,1.07,1.13,0.0,0.0,0.0,1.41,1.41,0.0,0.0,1.76,0.0,0.0,4.79,0.0,0.0,3.68,0.0,0.0,0.0,0.0,0.0,0.0,3.44,4.55,0.0,1.86,0.0,2.47,0.0,0.0,0.0,0.0,0.0,0.0
10.1063/1.4875909,3.14,0.0,0.0,0.0,1.06,0.0,2.15,0.0,0.0,0.0,0.0,0.0,1.41,0.0,4.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1103/PhysRevLett.112.236801,0.0,1.0,0.96,0.0,2.13,0.0,1.61,1.13,0.0,5.49,4.16,0.0,0.0,2.39,0.0,7.03,0.0,0.0,0.0,7.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.16,1.86,1.88,0.0,0.0,2.19,0.0,0.0,2.22,0.0
10.1038/ncomms4371,0.0,1.0,0.0,5.59,1.06,0.0,0.54,1.13,1.17,0.0,0.0,0.0,5.65,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,1.84,2.14,0.0,0.0,0.0,0.0,0.0,0.0,3.03,0.0,5.59,0.0,0.0,2.08,0.0,2.14,0.0,0.0,0.0
10.1103/PhysRevA.89.012313,0.0,0.0,0.0,0.0,0.0,1.86,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.08,0.0,0.0,0.0,0.0,0.0
10.1103/PhysRevLett.113.246801,0.0,0.0,0.0,0.0,0.0,0.0,0.54,0.0,0.0,0.0,0.0,1.41,1.41,0.0,0.0,1.76,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,1.63,0.0,0.0,0.0,1.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1021/ja507846k,0.0,0.0,0.96,0.0,1.59,0.0,1.07,0.0,1.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.0,2.14,0.0,0.0,1.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.98,0.0,0.0
10.1016/j.optcom.2014.02.019,1.57,3.0,0.0,3.72,2.13,0.0,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.72,0.0,0.0,0.0,1.63,0.0,0.0,2.36,0.0,0.0,0.0,1.86,5.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1103/PhysRevB.90.241203,0.0,0.0,1.93,0.0,2.13,0.0,0.54,0.0,0.0,0.0,0.0,2.83,0.0,0.0,0.0,3.52,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.52,0.0,0.0,0.0,9.89,0.0,0.0,2.14,0.0,0.0,0.0
10.1103/PhysRevB.90.235315,3.14,0.0,1.93,0.0,1.06,9.31,1.07,1.13,0.0,19.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.77,0.0,1.84,0.0,0.0,0.0,0.0,0.0,0.0,1.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.45,0.0
10.1103/PhysRevB.90.060404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.41,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1103/PhysRevB.89.115438,1.57,0.0,2.89,0.0,0.53,0.0,1.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.61,0.0,0.0,0.0,0.0,0.0,0.0,1.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1103/PhysRevB.89.115401,0.0,1.0,0.96,0.0,0.53,3.72,0.0,0.0,0.0,0.0,0.0,4.24,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.68
10.1364/OE.22.000593,2.36,4.0,0.0,0.0,2.13,0.0,0.0,0.0,2.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.36,1.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1103/PhysRevB.89.195302,4.71,2.0,4.81,0.0,1.06,18.62,0.0,1.13,1.17,0.0,0.0,2.83,0.0,0.0,9.58,0.0,0.0,0.0,0.0,14.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.22,1.68
10.1103/PhysRevB.89.045403,0.0,0.0,1.93,0.0,1.06,3.72,0.0,0.0,0.0,0.0,0.0,14.14,0.0,2.39,0.0,1.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.26,3.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.41,0.0,0.0,0.0,4.33,0.0,0.0
10.1209/0295-5075/108/36004,0.0,0.0,4.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.84,4.27,0.0,0.0,0.0,0.0,0.0,0.0,1.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1103/PhysRevB.90.075436,1.57,1.0,1.93,0.0,1.59,0.0,0.54,3.38,0.0,0.0,6.24,0.0,1.41,0.0,0.0,0.0,0.0,1.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1103/PhysRevLett.112.026801,0.79,1.0,0.0,0.0,1.06,1.86,0.0,0.0,0.0,0.0,6.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1088/0953-4075/47/15/155502,0.0,0.0,4.81,0.0,0.0,0.0,2.15,0.0,0.0,0.0,0.0,1.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.94,0.0,0.0,0.0,1.82,0.0,0.0,7.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.14,0.0,0.0,0.0
10.1103/PhysRevB.89.045432,0.0,1.0,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.77,0.0,0.0,0.0,2.14,0.0,0.0,1.68
10.1140/epjd/e2014-50140-5,0.0,0.0,0.96,7.45,0.0,7.45,2.69,0.0,0.0,0.0,0.0,2.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.41,1.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1038/ncomms5065,0.0,0.0,0.96,0.0,0.0,1.86,0.54,0.0,1.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.52,2.14,0.0,1.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.54,0.0,0.0,0.0
10.1038/NPHYS2826,0.0,0.0,0.0,0.0,0.53,0.0,1.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.55,0.0,0.0,0.0,0.0,0.0,0.0,4.27,0.0,0.0,3.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1103/PhysRevB.89.205439,0.79,0.0,0.0,1.86,1.59,0.0,1.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.19,0.0,0.0,0.0,0.0,0.0,0.0,1.84,0.0,0.0,1.63,0.0,0.0,0.0,0.0,1.52,2.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1021/nl500299h,3.14,2.0,1.93,0.0,2.66,0.0,0.54,0.0,0.0,5.49,0.0,0.0,0.0,0.0,1.6,5.28,0.0,1.61,0.0,0.0,0.0,0.0,2.14,0.0,1.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.22,1.68
10.1140/epjb/e2014-50147-8,0.0,0.0,1.93,0.0,2.13,0.0,0.0,0.0,1.17,0.0,0.0,2.83,0.0,0.0,0.0,7.03,0.0,0.0,0.0,0.0,0.0,0.0,2.14,0.0,0.0,1.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.08,0.0,2.14,0.0,0.0,0.0
10.1103/PhysRevB.90.155306,0.0,5.99,0.0,0.0,0.0,14.89,0.0,0.0,0.0,0.0,0.0,0.0,1.41,0.0,3.19,3.52,0.0,0.0,0.0,0.0,0.0,3.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.08,1.86,0.0,0.0,8.32,2.19,0.0,0.0,0.0,1.68
